"Name","Phone","Rating","Votes","Locality","City"
"Vms Seven Sky Communication","+ 91  701254653","3.0","1","Bandra West","Mumbai"
"Vms Shipping Pvt Ltd","+ 91  8679735686","3.8","93","Vashi","Mumbai"
"Vodafone Mini Store","33319033","3.7","418","Malad East","Mumbai"
"V.m.s Mens Saloon","+ 91  8319205198","5.0","1","Kharghar","Mumbai"
"Vodafone Mini Store","96728566","3.7","418","Malad East","Mumbai"
"Vodafone Mini Store","17734710","3.7","418","Malad East","Mumbai"
"Vodafone Mini Store","+ 91  9822205729","3.6","143","Khar West","Mumbai"
"V.m.s Mens Saloon","+ 91  8391780187","5.0","1","Kharghar","Mumbai"
"VMS Structures","+ 91  9159977327","4.3","5","Bandra West","Mumbai"
"V.m.s Mens Saloon","+ 91  8376918678","5.0","1","Kharghar","Mumbai"
"VMS Structures","+ 91  9186395540","4.3","5","Bandra West","Mumbai"
"Vms Consultants Pvt Ltd","+ 91  22 88650546","3.9","38","Nariman Point","Mumbai"
"Vms Pooja Enterprises (Closed down)","","3.7","46","Jogeshwari East","Mumbai"
"Vms Shipping Pvt Ltd","+ 91  8656514983","3.8","93","Vashi","Mumbai"
"V.m.s Mens Saloon","+ 91  836510312","5.0","1","Kharghar","Mumbai"
"Vodafone Store","+ 91  9851100521","3.8","716","Bhandup West","Mumbai"
"VMS Structures","+ 91  9174114875","4.3","5","Bandra West","Mumbai"
"Vms Shipping Pvt Ltd","+ 91  8692787004","3.8","93","Vashi","Mumbai"
"VMS Shipping Pvt Ltd","+ 91  8878528436","3.8","105","Vashi","Mumbai"
"Vodafone Mini Store","+ 91  9851688944","3.6","143","Khar West","Mumbai"
"Vodafone Mini Store","56015088","3.7","418","Malad East","Mumbai"
"Vms Consultants Pvt Ltd","+ 91  22 38430619","3.9","38","Nariman Point","Mumbai"
"Vms Seven Sky Communication","+ 91  7082982261","3.0","1","Bandra West","Mumbai"
"Vodafone Store","+ 91  9813862695","3.8","716","Bhandup West","Mumbai"
"Vms Shipping Pvt Ltd","+ 91  8621277709","3.8","93","Vashi","Mumbai"
"Vms Pooja Enterprises (Closed down)","","3.7","46","Jogeshwari East","Mumbai"
"Vodafone Store","+ 91  9833271605","3.8","716","Bhandup West","Mumbai"
"VMS Shipping Pvt Ltd","+ 91  8854256555","3.8","105","Vashi","Mumbai"
"Vodafone Store","+ 91  9852536467","3.8","716","Bhandup West","Mumbai"
"Vms Pooja Enterprises (Closed down)","","3.7","46","Jogeshwari East","Mumbai"
"Vms Shipping Pvt Ltd","+ 91  8673289529","3.8","93","Vashi","Mumbai"
"Vms Seven Sky Communication","+ 91  707884287","3.0","1","Bandra West","Mumbai"
"V.m.s Mens Saloon","+ 91  8344247133","5.0","1","Kharghar","Mumbai"
"Vodafone Mini Store","10767704","3.7","418","Malad East","Mumbai"
"Vms Consultants Pvt Ltd","+ 91  22 67841724","3.9","38","Nariman Point","Mumbai"
"VMS Shipping Pvt Ltd","+ 91  8835697604","3.8","105","Vashi","Mumbai"
"Vms Pooja Enterprises (Closed down)","","3.7","46","Jogeshwari East","Mumbai"
"Vodafone Mini Store","+ 91  9812292979","3.6","143","Khar West","Mumbai"
"Vodafone Store","+ 91  9856361204","3.8","716","Bhandup West","Mumbai"
"Vodafone Mini Store","+ 91  9860038102","3.6","143","Khar West","Mumbai"
"VMS Shipping Pvt Ltd","+ 91  8823563609","3.8","105","Vashi","Mumbai"
"VMS Shipping Pvt Ltd","+ 91  8851590086","3.8","105","Vashi","Mumbai"
"VMS Structures","+ 91  9126953730","4.3","5","Bandra West","Mumbai"
"Vms Seven Sky Communication","+ 91  7023121871","3.0","1","Bandra West","Mumbai"
"Vms Pooja Enterprises (Closed down)","","3.7","46","Jogeshwari East","Mumbai"
"Vms Consultants Pvt Ltd","+ 91  22 83980996","3.9","38","Nariman Point","Mumbai"
"Vodafone Mini Store","+ 91  9838138310","3.6","143","Khar West","Mumbai"
"VMS Structures","+ 91  9155291903","4.3","5","Bandra West","Mumbai"
"Vms Seven Sky Communication","+ 91  7083300770","3.0","1","Bandra West","Mumbai"
"Vms Consultants Pvt Ltd","+ 91  22 80200191","3.9","38","Nariman Point","Mumbai"
