"Name","Phone","Rating","Votes","Locality","City"
"BEST Medicos","+ 91  9892177653","5.0","1","Sultanpur Lodhi","Kapurthala"
"Kapurthala Auto Dealer And Property Dealer","+ 91  988576343","5.0","2","Kapurthala Ho","Kapurthala"
"Bela Medicos","+ 91  018216961889","4.3","2","Kapurthala Ho","Kapurthala"
"Mander Medical Store","","","0","Kapurthala Ho","Kapurthala"
"Jan Aushadhi Store","+ 91  9879810449","","0","Sultanpur Lodhi","Kapurthala"
"Vicky Medical Hall","+ 91  8732146923","","0","Near Charbatti Chowk","Kapurthala"
"Center Guruparshadam Phagwara","+ 91  9925751817","","0","Near Ghungria Wali Sarkar Peera Di Jagah","Kapurthala"
"Walia Medical Store","+ 91  9886665717","","0","Opp. Civil Hospital","Kapurthala"
"Batra Medical Hall","","","0","Kapurthala Ho","Kapurthala"
"Rajesh Medical Hall","+ 91  18281405734","5.0","1","Nakodar","Kapurthala"
"Ranjit Medical Store","+ 91  988605204","3.7","6","Nadala","Kapurthala"
"C L Aggarwal Medical Hall","+ 91  1822502499","","0","Kapurthala Ho","Kapurthala"
"Rinku Medicos","","","0","Kapurthala Ho","Kapurthala"
"Ravi Medi World Phagwara","+ 91  9469609037","5.0","4","Samrai","Kapurthala"
"Bedi Medical Hall","+ 91  18242362695","","0","Kapurthala Ho","Kapurthala"
"Baath Medical Store","+ 91  18283738261","5.0","1","Nakodar","Kapurthala"
"Universal Medicos","+ 91  9851569332","4.8","5","Sultanpur Lodhi","Kapurthala"
"Prince Medical Store","+ 91  9860173854","","0","Nurmahal","Kapurthala"
"Ahuja Medicos","+ 91  018267060568","5.0","2","Kapurthala Ho","Kapurthala"
"Aggarwal Medical Store","+ 91  18231802852","","0","Kapurthala Ho","Kapurthala"
"R H Medicos","+ 91  9881269899","","0","","Kapurthala"
"Puri Medical Hall","+ 91  9849573753","","0","Kapurthala Ho","Kapurthala"
"Anil Medical Hall","","3.5","2","Kapurthala Ho","Kapurthala"
"Josan Medical Hall","+ 91  984076108","5.0","10","Kabirpur","Kapurthala"
"Randhawa Medical Hall","+ 91  7642677230","","0","","Kapurthala"
"Aman Medical Hall","+ 91  18255456230","","0","Kapurthala Ho","Kapurthala"
"Narindra Medical Store","+ 91  9987779219","","0","","Kapurthala"
"Magunm Medicos","","","0","Kapurthala Ho","Kapurthala"
"Real Property Dealer","+ 91  9225101531","","0","Kapurthala HO","Kapurthala"
