"Name","Phone","Rating","Votes","Locality","City"
"Hanumant Pashu Medical Store","+ 91  9697858301","5.0","1","Rajula","Amreli"
"Gujarat Medical Stores","+ 91  27968242367","4.3","3","Rajula Amreli","Amreli"
"Uday Medical Store","+ 91  9933680875","4.5","2","Bagasra Amreli","Amreli"
"Vaid Medical Store","+ 91  8432201075","","0","Bagasra Amreli","Amreli"
"Madhuram Medical","+ 91  947571493","5.0","2","Dhari Amreli","Amreli"
"Jan Aushadhi Store","+ 91  27978515878","","0","BABRA","Amreli"
"Shree Vinayak Medical Store","+ 91  9884991598","5.0","3","Bagasra Amreli","Amreli"
"PATEL AGRO CENTER","+ 91  9971712095","5.0","2","Haripura","Amreli"
"Krishna Medical Store","+ 91  9849165519","","0","Bagasra Amreli","Amreli"
"Mahavir Cycle Dealers","+ 91  27981264515","","0","Bagasra Amreli","Amreli"
"Shubham Medicals","+ 91  27928626416","3.0","2","Babra","Amreli"
"Mihir Medical Store","+ 91  9943066475","5.0","2","Dhari Amreli","Amreli"
"Parth Agro Center","+ 91  9959829505","4.0","4","Chitrasar","Amreli"
"Krishna Hardware And Machinery Pump Dealer","+ 91  9030642143","","0","Khambha","Amreli"
"Shiv Medical Agency","+ 91  27979651788","","0","Station Road Amreli","Amreli"
"Patel Medical Agency","+ 91  27981938708","3.7","20","Station Road Amreli","Amreli"
"Nilkanth Medical Agency","+ 91  9491883851","5.0","1","Savarkundla","Amreli"
"General Medical Store","+ 91  9735039343","5.0","2","Station Road Amreli","Amreli"
"Patel Medical Hall","+ 91  9984557570","5.0","1","Station Road Amreli","Amreli"
"White House Medical Store","+ 91  27937771376","3.7","14","Station Road","Amreli"
"Ganpatidada No Oto","+ 91  7970461552","","0","Hamapur","Amreli"
"Patel Medical Store","+ 91  27957382791","","0","Lathi","Amreli"
"Chandan Medical Stores","+ 91  27918862744","","0","Savarkundla","Amreli"
"Gopal General Medicals","+ 91  9979749811","","0","","Amreli"
"Manoj Medical Stores","+ 91  28486524238","","0","Savarkundla","Amreli"
"Roshni Medical","+ 91  9472517693","","0","Babra","Amreli"
"Win Medico","+ 91  9879883559","4.0","2","","Amreli"
"Balaji Medical","+ 91  9864592493","5.0","2","Mota Devaliya","Amreli"
"Rushab Medical Store","+ 91  27965525660","","0","Lathi","Amreli"
"Gurukrupa Medical Store","","","0","Kunkavav","Amreli"
"Krishna Medical Store","+ 91  9859244798","","0","Kunkavav","Amreli"
"Vinayak Medical & General Store","+ 91  27921775768","4.6","6","Station Road Amreli","Amreli"
"Gujarat Medical","+ 91  27973939451","","0","","Amreli"
"Patel Medical Hall","+ 91  27960054386","2.9","4","Lathi","Amreli"
"Parth Medical Store","+ 91  27987175797","","0","Jafrabad","Amreli"
"Deep Medical Store","","","0","Rajula","Amreli"
"Gopal Medical Store","+ 91  27957003722","5.0","2","Bagasra Amreli","Amreli"
"Rajal Medical Store","+ 91  94161474","","0","Savarkundla","Amreli"
"Shivam Chemical","+ 91  9474117755","5.0","1","Savarkundla","Amreli"
"Pradhanmantri Jan Aushadhi Store","+ 91  9013601335","","0","Opp.civil Hospital ","Amreli"
"Krupa Medical And General Store","+ 91  9460104317","5.0","1","","Amreli"
"Shyam Medical Store","+ 91  9476645366","5.0","2","Station Road Amreli","Amreli"
"Yash Pharmaceuticals","+ 91  27994254470","5.0","1","Amreli HO","Amreli"
"Patel Medical Stores","+ 91  9490693961","4.0","1","Kunkavav","Amreli"
"Patel Medical Store","+ 91  9966350383","","0","Chalala","Amreli"
"Rajula New Medical Stores","+ 91  9892191198","4.5","7","Rajula","Amreli"
"Rameshwara Medical Store","+ 91  27945253366","5.0","2","Lathi","Amreli"
"Gopal Medical & General Store","+ 91  9488975954","5.0","1","Opp.Dr.N.M Soni Clinic ","Amreli"
"Krishna Property Dealer","+ 91  9823470732","3.3","5","Lunsapur","Amreli"
"Shubham Medical & General Store","+ 91  02791350350","5.0","1","Station Road Amreli","Amreli"
"Chauhan Medical Store","+ 91  9775517240","","0","Savarkundla","Amreli"
"Paras Medical Agencies","+ 91  27979954205","","0","Opposite Jalaram Krupa","Amreli"
"Jan Aushadhi Store","+ 91  9540229169","5.0","2","","Amreli"
"Gokul Medical Stores","+ 91  27987816190","5.0","1","Savarkundla","Amreli"
