"Name","Phone","Rating","Votes","Locality","City"
"Gaba Medicine and Cosmetics","+ 91  9896478019","5.0","232","Shahkot","Jalandhar"
"Chocolates 4 You","+ 91  18116801371","4.9","61","Model Town","Jalandhar"
"medicine medico merchant","+ 91  759320048","","0","GTB Avenue","Jalandhar"
"Promise Ultrasound & Fetal Medicine Centre","+ 91  18128467277","4.8","61","Jalandhar City","Jalandhar"
"Medicine Centre","+ 91  018169882298","4.5","2","Ashok Nagar","Jalandhar"
"Medicine Centre","+ 91  018131036760","4.5","2","Ashok Nagar","Jalandhar"
"medicine medico merchant","+ 91  7519018532","","0","GTB Avenue","Jalandhar"
"Kamal Medicine & Ayurvedic Centre","+ 91  18168091190","4.5","9","Preet Nagar","Jalandhar"
"M.g Medicine Center","+ 91  9813735180","5.0","1","Hardayal Nagar","Jalandhar"
"Mahajan Medicine Traders","+ 91  18161075975","","0","Jalandhar City","Jalandhar"
"Medicine Counter","+ 91  978933945","","0","Jalandhar City","Jalandhar"
"Police Station Div No. 4","+ 91  1817521227","2.7","18","Jalandhar City","Jalandhar"
"Jindal Medicines Pvt Ltd","+ 91  18162454244","4.7","3","Jalandhar City","Jalandhar"
"Arora Medicine Traders","+ 91  18153377694","4.8","5","Civil Lines","Jalandhar"
"Mahajan Medicine Traders","+ 91  18126628047","","0","Jalandhar City","Jalandhar"
"M.g Medicine Center","+ 91  9823731254","5.0","1","Hardayal Nagar","Jalandhar"
"Jindal Medicines Pvt Ltd","+ 91  18147372882","4.7","3","Jalandhar City","Jalandhar"
"Kendriya Vidyalaya No 4","+ 91  18182124040","2.8","2","Jalandhar City","Jalandhar"
"Arora Medicine Traders","+ 91  18164345028","4.8","5","Civil Lines","Jalandhar"
"Jindal Medicines Pvt Ltd","+ 91  18140571845","4.7","3","Jalandhar City","Jalandhar"
"Kamal Medicine & Ayurvedic Centre","+ 91  1812113296","4.5","9","Preet Nagar","Jalandhar"
"Gaba Medicine and Cosmetics","+ 91  9873349475","5.0","232","Shahkot","Jalandhar"
"Arora Medicine Traders","+ 91  18158762602","4.8","5","Civil Lines","Jalandhar"
"Kamal Medicine & Ayurvedic Centre","+ 91  18183895927","4.5","9","Preet Nagar","Jalandhar"
"Dream 2 Destination Consultancy","+ 91  9150898980","5.0","4","Jalandhar City","Jalandhar"
"Promise Ultrasound & Fetal Medicine Centre","+ 91  18115444974","4.8","61","Jalandhar City","Jalandhar"
"Kamal Medicine & Ayurvedic Centre","+ 91  18161143939","4.5","9","Preet Nagar","Jalandhar"
"Arora Medicine Traders","+ 91  18171843974","4.8","5","Civil Lines","Jalandhar"
"Medicine medicos trand","+ 91  7516502194","","0","GTB Avenue","Jalandhar"
"Fat 2 Fit Gym","+ 91  9669018404","3.8","54","Jalandhar Cantt","Jalandhar"
"Kamal Medicine & Ayurvedic Centre","+ 91  18195791666","4.5","9","Preet Nagar","Jalandhar"
"Gaba Medicine and Cosmetics","+ 91  9824377267","5.0","232","Shahkot","Jalandhar"
"Gaba Medicine and Cosmetics","+ 91  9858680618","5.0","232","Shahkot","Jalandhar"
"Gaba Medicine and Cosmetics","+ 91  9835498650","5.0","232","Shahkot","Jalandhar"
"M.g Medicine Center","+ 91  9889706933","5.0","1","Hardayal Nagar","Jalandhar"
"Medicine medicos trand","+ 91  7581297538","","0","GTB Avenue","Jalandhar"
"Medicine Centre","+ 91  018177617081","4.5","2","Ashok Nagar","Jalandhar"
"medicine medico merchant","+ 91  7574299374","","0","GTB Avenue","Jalandhar"
"Jindal Medicines Pvt Ltd","+ 91  18113783709","4.7","3","Jalandhar City","Jalandhar"
"Mahajan Medicine Traders","+ 91  18152636058","","0","Jalandhar City","Jalandhar"
"Palak Sports & Gym Equipment Manufacturer","+ 91  916297503","3.5","2","Jalandhar","Jalandhar"
"Medicine Centre","+ 91  018182502927","4.5","2","Ashok Nagar","Jalandhar"
"Medicine Counter","+ 91  9711403663","","0","Jalandhar City","Jalandhar"
"Jindal Medicines Pvt Ltd","+ 91  18155106350","4.7","3","Jalandhar City","Jalandhar"
"medicine medico merchant","+ 91  75270086","","0","GTB Avenue","Jalandhar"
"Medicine Centre","+ 91  018192420015","4.5","2","Ashok Nagar","Jalandhar"
"Medicine Counter","+ 91  9715149497","","0","Jalandhar City","Jalandhar"
"Arora Medicine Traders","+ 91  18119631420","4.8","5","Civil Lines","Jalandhar"
"Medicine Counter","+ 91  9762556098","","0","Jalandhar City","Jalandhar"
"medicine medico merchant","+ 91  7591841960","","0","GTB Avenue","Jalandhar"
