"Name","Phone","Rating","Votes","Locality","City"
"Arora Medicine Traders","+ 91  18138031016","4.8","5","Civil Lines","Jalandhar"
"Kamal Medicine & Ayurvedic Centre","+ 91  18189616430","4.5","9","Preet Nagar","Jalandhar"
"Kamal Medicine & Ayurvedic Centre","+ 91  18113607838","4.5","9","Preet Nagar","Jalandhar"
"medicine medico merchant","+ 91  7526540675","","0","GTB Avenue","Jalandhar"
"Medicine Counter","+ 91  9756393668","","0","Jalandhar City","Jalandhar"
"Medicine medicos trand","+ 91  7521001995","","0","GTB Avenue","Jalandhar"
"Gaba Medicine and Cosmetics","+ 91  9856131926","5.0","232","Shahkot","Jalandhar"
"Medicine Centre","+ 91  018192420586","4.5","2","Ashok Nagar","Jalandhar"
"medicine medico merchant","+ 91  7515615746","","0","GTB Avenue","Jalandhar"
"Medicine Counter","+ 91  9751903304","","0","Jalandhar City","Jalandhar"
"Kamal Medicine & Ayurvedic Centre","+ 91  18124856125","4.5","9","Preet Nagar","Jalandhar"
"Fat 2 Fit Gym","+ 91  9619871632","3.8","54","Jalandhar Cantt","Jalandhar"
"Gaba Medicine and Cosmetics","+ 91  9875356413","5.0","232","Shahkot","Jalandhar"
"Gaba Medicine and Cosmetics","+ 91  9836378607","5.0","232","Shahkot","Jalandhar"
"Police Station Div No. 4","+ 91  18130235121","2.7","18","Jalandhar City","Jalandhar"
"Palak Sports & Gym Equipment Manufacturer","+ 91  919085395","3.5","2","Jalandhar","Jalandhar"
"Kamal Medicine & Ayurvedic Centre","+ 91  1815307145","4.5","9","Preet Nagar","Jalandhar"
"Kamal Medicine & Ayurvedic Centre","+ 91  18166451674","4.5","9","Preet Nagar","Jalandhar"
"Medicine Counter","+ 91  9733662175","","0","Jalandhar City","Jalandhar"
"Arora Medicine Traders","+ 91  18195614220","4.8","5","Civil Lines","Jalandhar"
"M.g Medicine Center","+ 91  9893817947","5.0","1","Hardayal Nagar","Jalandhar"
"M.g Medicine Center","+ 91  9813474836","5.0","1","Hardayal Nagar","Jalandhar"
"Medicine Centre","+ 91  018185110850","4.5","2","Ashok Nagar","Jalandhar"
"Dream 2 Destination Consultancy","+ 91  9153163016","5.0","4","Jalandhar City","Jalandhar"
"Medicine Counter","+ 91  9725707301","","0","Jalandhar City","Jalandhar"
"Gaba Medicine and Cosmetics","+ 91  9821571753","5.0","232","Shahkot","Jalandhar"
"Jindal Medicines Pvt Ltd","+ 91  18146157471","4.7","3","Jalandhar City","Jalandhar"
"Chocolates 4 You","+ 91  18154949967","4.9","61","Model Town","Jalandhar"
"medicine medico merchant","+ 91  7515670152","","0","GTB Avenue","Jalandhar"
"Pets 2 Home","+ 91  9130253014","3.8","38","Model Town","Jalandhar"
"Kendriya Vidyalaya No 4","+ 91  1812148480","2.8","2","Jalandhar City","Jalandhar"
"Medicine Centre","+ 91  018112859234","4.5","2","Ashok Nagar","Jalandhar"
"Medicine Counter","+ 91  9795852834","","0","Jalandhar City","Jalandhar"
"Jindal Medicines Pvt Ltd","+ 91  18123197439","4.7","3","Jalandhar City","Jalandhar"
"Mahajan Medicine Traders","+ 91  18161510265","","0","Jalandhar City","Jalandhar"
"Jindal Medicines Pvt Ltd","+ 91  18196790610","4.7","3","Jalandhar City","Jalandhar"
"Mahajan Medicine Traders","+ 91  18189664663","","0","Jalandhar City","Jalandhar"
"Medicine Centre","+ 91  01815677984","4.5","2","Ashok Nagar","Jalandhar"
"Mahajan Medicine Traders","+ 91  18165959925","","0","Jalandhar City","Jalandhar"
"Jindal Medicines Pvt Ltd","+ 91  18120163569","4.7","3","Jalandhar City","Jalandhar"
"Arora Medicine Traders","+ 91  181842649","4.8","5","Civil Lines","Jalandhar"
"Medicine Centre","+ 91  018145756381","4.5","2","Ashok Nagar","Jalandhar"
"medicine medico merchant","+ 91  7541574966","","0","GTB Avenue","Jalandhar"
"Arora Medicine Traders","+ 91  18193224393","4.8","5","Civil Lines","Jalandhar"
"Promise Ultrasound & Fetal Medicine Centre","+ 91  18178463440","4.8","61","Jalandhar City","Jalandhar"
"M.g Medicine Center","+ 91  9853078616","5.0","1","Hardayal Nagar","Jalandhar"
"Arora Medicine Traders","+ 91  18129171762","4.8","5","Civil Lines","Jalandhar"
"Gaba Medicine and Cosmetics","+ 91  9828239847","5.0","232","Shahkot","Jalandhar"
"Jindal Medicines Pvt Ltd","+ 91  18116840937","4.7","3","Jalandhar City","Jalandhar"
"medicine medico merchant","+ 91  7580539012","","0","GTB Avenue","Jalandhar"
