"Name","Phone","Address"

"Modren Taxi Stand","+ 91  9815720212","Model Town, Hoshiarpur - 146001, Bhagwan Valmiki Inter State Bus Terminal Near Bus Stand Opposite Navyug Marriage Palace"
"Azad Taxi Stand","+ 91  9888877543","Hoshiarpur - 146001, Near Navyug Palace, Opposite Bus Stand"
"Dashmesh Taxi Stand","+ 91  9464782996","Hoshiarpur - 146001, Village Mehmowal"
"Hari SAR Taxi Stand","+ 91  9646347961","Hoshiarpur - 146001, Easpur"
"Lyal Taxi Stand","+ 91  9814398992","Adda Gondpur, Mahilpur, Hoshiarpur - 146105"
"Gaurav Taxi Services","+ 91  1886 226049","Jaja Bye Pass Chowk, Tanda, Hoshiarpur - 144204, Near Bye Pass Opposite State Bank Of India"
"Punjab Roadways","+ 91  1882 255313","HOSHIARPUR - 146001"
"Vicka and Ajay Taxi Services","+ 91  1882 284026","Roshan Road, Model Town, Hoshiarpur - 146001, Opp. Udham Park"
"Parmar Car Bazar & Taxi services","+ 91  1882 276811","Roshan Ground Road, Hoshiarpur - 146001, Near Goel Hospital, Car Bazar,Bus Stand, Uddam Singh Park"
"Manns Taxi Service","+ 91  1882 225919","Office Cum Resident, Bank Colony Road, Hoshiarpur - 146001, Opposite Hotel Shiraz Regency,"
