"Name","Phone","Rating","Votes","Locality","City"
"The J And K Bank 2","+ 91  19936826088","","0","Udhampur HO","Udhampur"
"Shiv Medicine Traders","+ 91  9515929982","","0","Udhampur HO","Udhampur"
"Shiv Medicine Traders","+ 91  954717153","","0","Udhampur HO","Udhampur"
"Step Up Two Computers","+ 91  9791594065","1.0","1","Udhampur HO","Udhampur"
"The J&K Bank 2","+ 91  019144418029","","0","Udhampur","Udhampur"
"Shiv Medicine Traders","+ 91  9520400416","","0","","Udhampur"
"Sonu 2 Communication","+ 91  9454307421","5.0","2","Udhampur HO","Udhampur"
"Kendriya Vidyalaya No 2","+ 91  1996936379","","0","Udhampur HO","Udhampur"
"Shiv Medicine Traders","+ 91  9553136945","","0","","Udhampur"
"Jai Maa 2 Communication","+ 91  986771959","","0","","Udhampur"
"Shiv Medicine Traders","+ 91  9574609548","","0","Udhampur HO","Udhampur"
"Shiv Medicine Traders","+ 91  9560495089","","0","","Udhampur"
"Sonu 2 Communication","+ 91  9057245955","5.0","1","Udhampur HO","Udhampur"
"Shiv Medicine Traders","+ 91  9594657014","","0","","Udhampur"
"Page 3 Ladies Salon","+ 91  8016751339","4.9","30","Near Saiian Talab ","Udhampur"
"Shiv Medicine Traders","+ 91  9596445658","","0","Udhampur HO","Udhampur"
"Shiv Medicine Traders","+ 91  9527268793","","0","","Udhampur"
"Shiv Medicine Traders","+ 91  9573464214","","0","Udhampur HO","Udhampur"
