"Name","Phone","Rating","Votes","Locality","City"
"Punjab Dairy","+ 91  9695491650","","0","Amritsar","Amritsar"
"Sandhu Dairy","+ 91  9710678476","","0","Sharifpura","Amritsar"
"Guru RAM Das Dairy","+ 91  8668556235","","0","Ranjit Avenue","Amritsar"
"Sardar Dairy","+ 91  9818958663","","0","Amritsar GPO","Amritsar"
"dairy","+ 91  709102131","","0","Amritsar","Amritsar"
"Sardar Dairy","+ 91  9882878100","","0","Sultanwind","Amritsar"
"Surjit Milk Bhandar","+ 91  8882264825","","0","Putligarh","Amritsar"
"Batth Dairy","","3.2","59","Islamabad Nagar","Amritsar"
"Vro Enterprises","+ 91  9177094634","3.9","56","Kalyan City","Mumbai"
"Adarsh Dairy And Sweet Shop","+ 91  18335472159","5.0","6","Anand Avenue","Amritsar"
"Nanaksar Kariyana & Sweet Shop","+ 91  9827500497","","0","Amritsar Gpo","Amritsar"
"Pappu Sweet Shop","+ 91  9970956983","","0","Majitha","Amritsar"
"Avneet Dairy","+ 91  9596524908","","0","Amritsar","Amritsar"
"Guru Nanak Diary And Sweets","+ 91  9981472491","3.6","5","Vallah","Amritsar"
"Om Milk Bhandar & Sweet Shop","+ 91  9772889040","4.1","40","Near Gurdwara Sheed Baba Deep Singh Ji","Amritsar"
"Guru Kirpa Dairy","+ 91  9826962099","","0","Amritsar GPO","Amritsar"
"Dairy Bhullar","+ 91  8512961051","","0","Sultanwind road","Amritsar"
"Gill Dairy","+ 91  9816393306","4.9","7","Ranjit Avenue","Amritsar"
"Khalsa Dairy","+ 91  7383232657","5.0","1","Khalsa College","Amritsar"
"USA Dairy","+ 91  8842257785","","0","Near Hargun Hospital ","Amritsar"
"Herra Panerr & Restaurant","+ 91  788425506","","0","Sultant Wind Gate","Amritsar"
"Dhanju Dairy & Bakery","+ 91  9434264172","","0","ADA Nahir Wala,","Near Maruti Workshop"
"Dhillon Dairy","+ 91  9830856802","4.8","2","Amritsar Gpo","Amritsar"
"Sandhu Dairy","+ 91  98605403","","0","Durgiana Mandir","Amritsar"
"Guru Arjun Dev Ji Dairy","+ 91  9523889371","","0","Amritsar Gpo","Amritsar"
" dairy farm zseg","+ 91  9818509087","","0","Bagga","Amritsar"
"Sardar Dairy","+ 91  9918093524","","0","Sultanwind","Amritsar"
"Shera Dairy And Sweet Shop","+ 91  8310855846","","0","Rayya","Amritsar"
"Guru Nanak Dairy","+ 91  1837897100","3.0","1","Ram Tirath Road","Amritsar"
"Shiv Dairy","+ 91  8517192723","","0","Vijayanagar","Amritsar"
"Hardeep dairy ","+ 91  9827631384","","0","Near toot sahib gurdwara","Amritsar"
"Harpal Dairy Milk Products","+ 91  9426420593","4.5","26","Khandwala","Amritsar"
"TSB DAIRIES AND PRODUCTS","+ 91  9798392965","","0","Gehri Mandi","Amritsar"
"Luxami Dairy","","","0","Sudarshan Nagar","Amritsar"
"Anjan Mutton & Chicken Products-Anjans Dineinn & Takeaway","+ 91  9111114642","4.1","671","Chheharta","Amritsar"
"Bhullar Dairy","+ 91  9920153307","","0","Amritsar GPO","Amritsar"
"Khalsa Dairy","+ 91  9878327310","","0","Kot Atma Ram","Amritsar"
"Kabal Batth","+ 91  9665152435","","0","","Amritsar"
"Virk Dairy","+ 91  9826990295","","0","Manawala","Amritsar"
"Ahujas Milk Products & Sweets","+ 91  18394723950","4.5","3","Amritsar Gpo","Amritsar"
"Sarin Foods","+ 91  18328160876","5.0","1","Verka","Amritsar"
"Dairy Day","+ 91  18362802958","3.6","6","Jandiala Guru","Amritsar"
"Chabra Dairy","+ 91  18335615941","","0","Amritsar Gpo","Amritsar"
"Gill Dairy","+ 91  9852397194","","0","Ram Tirath","Amritsar"
"Guru Nanak Dairy","+ 91  9965688117","","0","Sharifpura","Amritsar"
"Hargobind Dairy","+ 91  9821931765","","0","Amritsar Gpo","Amritsar"
"Shamalsingh Sandhu Dairy","+ 91  9828428161","","0","Putligarh","Amritsar"
"Ahujas Milk Products & Sweets","+ 91  183251749","4.5","3","Amritsar Gpo","Amritsar"
"Shri Guru Gobind Sweets & Dairy","+ 91  9867813025","","0","Amritsar Cantt","Amritsar"
"Sandhu Dairy","+ 91  9530104940","","0","Chheharta","Amritsar"
"Randhawa Dairy","+ 91  9544869888","","0","Amritsar Gpo","Amritsar"
"Chabbra Dairy","+ 91  18398392876","","0","Ram Tirath Road","Amritsar"
"Kanhaiyya Malganga Milk & Agro Product Pvt.ltd","+ 91  024842024108","4.2","185","Nighoj","Ahmednagar"
"Dairy Craft Piza Chese Sood","+ 91  998616280","","0","Shivala Colony","Amritsar"
"Darshan Bakery","+ 91  9856020235","3.7","2","Fatehbad Amritsar","Amritsar"
"Mandeep dairy","+ 91  9455765224","","0","near allahbad bank","Amritsar"
"Sartaj Dhillon Dairy","+ 91  8455926420","","0","Mahal","Amritsar"
"Chhabra Dairy","+ 91  7848044085","","0","Putligarh","Amritsar"
"Ratan lal dairies","+ 91  7819422021","","0","Amritsar Bus Stand","Amritsar"
"Ram Dairy","+ 91  9419681217","","0","Amritsar Gpo","Amritsar"
"Shah Dairy","+ 91  9829879531","4.3","6","Islamabad Near Park","Amritsar"
"Jaskaran Dairy","+ 91  8421291089","","0","Sultanwind road","Amritsar"
"Luxami dairy ","+ 91  8131766056","","0","","Amritsar"
"Satguru nanak dairy","+ 91  18318095983","","0","Sultanwind","Amritsar"
"Upkaar Dairy","+ 91  9392221679","4.5","14","Civil Lines","Ludhiana"
