"Name","Phone","Rating","Votes","Locality","City"
"Noorani Milk Centre","+ 91  9141191651","4.4","69","Andheri West","Mumbai"
"Gaurav Sweets & Dairy","+ 91  22 17645511","3.7","109","Khar West","Mumbai"
"Laxmi Chemist Medical & General stores","+ 91  22 23045889","4.0","50","Santacruz East","Mumbai"
"AMMIS Mart","+ 91  7697816418","3.8","8","Kalina","Mumbai"
"King Plaza General Store","+ 91  9880973422","3.5","11","Kalina","Mumbai"
"Radha Krishna Dairy","+ 91  9131527190","3.8","15","Kalina","Mumbai"
"Shree Ramnath Dairy & Sweet Mart","+ 91  7061645870","3.7","101","Bandra East","Mumbai"
"Sharma Einterprise","+ 91  9057136071","3.8","7","Kalina","Mumbai"
"Shree Vishnu Dairy","+ 91  22 11526538","4.2","38","Vile Parle East","Mumbai"
"Arihant Super Market","+ 91  9370998721","4.0","137","Santacruz East","Mumbai"
