"Name","Phone","Rating","Votes","Locality","City"
"OYO Home 14853 Spacious 3 BHK","+ 91  9148558584","4.5","14","Near Toll Tax","Dharamshala"
"Dr. Mayurs Energy Medicine Clinic","+ 91  9963328930","","0","","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9815930021","4.2","16","Mcleod Ganj","Dharamshala"
"OYO Home 14492 Exotic 2 BHK","+ 91  9134637995","3.9","16","Near Kandi","Dharamshala"
"Dolls 4 Tibet","+ 91  9889813106","","0","Dharamsala","Dharamshala"
"OYO Home 16700 Exotic 2 BHK","+ 91  916216389","4.6","101","","Dharamshala"
"Dr. Mayurs Energy Medicine Clinic","+ 91  9973623752","","0","","Dharamshala"
"Face 2 Face","+ 91  9279825325","3.6","25","Dharamsala","Dharamshala"
"Mini Ride 2 Wheeler Rental Service System","+ 91  94928241","5.0","22","Kotwali Bazaar Dharamshala","Dharamshala"
"Ramesh Property Dealer","+ 91  9810088923","4.0","22","Dari","Dharamshala"
"OYO Home 15905 Heritage 2 BHK","+ 91  9125388154","4.2","76","Near to Shiv Mandir","Dharamshala"
"R S M Medicines","+ 91  7062133239","4.2","11","Dari","Dharamshala"
"Dr. Mayurs Energy Medicine Clinic","+ 91  9988226090","","0","","Dharamshala"
"Himachal Medicine Traders","+ 91  18920618133","","0","Dharamsala","Dharamshala"
"Mehta Property Dealer","+ 91  9465405526","3.0","2","","Dharamshala"
"OYO Home 13801 Cozy 3 RK Hill View","+ 91  9194791574","4.1","51","","Dharamshala"
"Guleria Villa-3 Bhk Luxury Homestay With Pool","","4.2","3","Dharamsala","Dharamshala"
"OYO Home 14742 Exotic Katoch Villa 2 BHK","+ 91  9149113691","4.1","81","Near Gorkha Bhawan","Dharamshala"
"R S M Medicines","+ 91  7041755333","4.2","11","Dari","Dharamshala"
"Dr. Mayurs Energy Medicine Clinic","+ 91  9947777531","","0","","Dharamshala"
"Varun Hpscsc Medicine Shop","+ 91  9467056379","5.0","4","","Dharamshala"
"Varun Hpscsc Medicine Shop","+ 91  947931659","5.0","4","","Dharamshala"
"Varun Hpscsc Medicine Shop","+ 91  9444371028","5.0","4","","Dharamshala"
"OYO Home 13701 Exotic 3 BHK","+ 91  9177498537","4.3","88","","Dharamshala"
"R S M Medicines","+ 91  7031964078","4.2","11","Dari","Dharamshala"
"Cafe 3 Brew","+ 91  868710368","3.8","45","","Dharamshala"
"Varun Hpscsc Medicine Shop","+ 91  9494477082","5.0","4","","Dharamshala"
"Dr. Mayurs Energy Medicine","+ 91  9997515314","","0","","Dharamshala"
"Rajesh Property Dealer","+ 91  8894109197","4.5","1","Sidhpur","Dharamshala"
"R S M Medicines","+ 91  7072828550","4.2","11","Dari","Dharamshala"
"R S M Medicines","+ 91  7028013519","4.2","11","Dari","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9819213146","4.2","16","Mcleod Ganj","Dharamshala"
"Himachal Medicine Traders","+ 91  18956759795","","0","Dharamsala","Dharamshala"
"Face 2 Face Unisex Beauty Salon","+ 91  7880161012","4.2","10","Hpbose Dharamshala","Dharamshala"
"Himachal Medicine Traders","+ 91  18992421049","","0","Dharamsala","Dharamshala"
"Dr. Mayurs Energy Medicine","+ 91  9980465455","","0","","Dharamshala"
"5 Tara Dhaba","+ 91  7887087074","","0","Mcleod Ganj","Dharamshala"
"Sharma Dealers","+ 91  9787737336","5.0","1","Dharamsala","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9889275728","4.2","16","Mcleod Ganj","Dharamshala"
"Varun Hpscsc Medicine Shop","+ 91  9432738037","5.0","4","","Dharamshala"
"Dr. Mayurs Energy Medicine","+ 91  994390269","","0","","Dharamshala"
"Dr. Mayurs Energy Medicine","+ 91  9922661491","","0","","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  987262827","4.2","16","Mcleod Ganj","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9894450051","4.2","16","Mcleod Ganj","Dharamshala"
