"Name","Phone","Rating","Votes","Locality","City"
"PUNJAB KENWOOD FURNITURE MANUFACTURER","+ 91  9641129089","","0","HOTEL PAVILION","Dharamshala"
"Sukh Darshan Pharmacy Pvt. Ltd.","+ 91  912406661","4.3","14","Rai","Sonepat"
"Pharma Pcd Franchise By Prk Biotech","+ 91  9111845741","3.4","11","Mani Majra","Chandigarh"
"Cynak Healthcare","+ 91  9159478903","4.7","3","Sonipat Sector 14","Sonepat"
"Spruhaa Healthcare","+ 91  916842482","4.3","4","Vashi Sector 17","Mumbai"
"Jsr Group","+ 91  9464682686","4.2","69","Amritsar Gpo","Amritsar"
"Himachal Medicine Traders","+ 91  18958219546","","0","Dharamsala","Dharamshala"
"Himachal Medicine Traders","+ 91  18971328345","","0","Dharamsala","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9849529147","4.2","16","Mcleod Ganj","Dharamshala"
"Alish Life Savings Impex Pvt Ltd","+ 91  914171642","3.4","13","Andheri West","Mumbai"
"Pcd Pharma Franchise By Boffin Biotech Pvt Ltd","+ 91  8021027214","4.6","13","Near Balaji Battery","Sirmaur"
"Healthkind Labs Pvt Ltd","+ 91  9156953810","4.4","7","","Chandigarh"
"Dr. Mayurs Energy Medicine Clinic","+ 91  993677977","","0","","Dharamshala"
"Varun Hpscsc Medicine Shop","+ 91  9422148717","5.0","4","","Dharamshala"
"Sri Herb Asia Biotech","+ 91  9140447787","3.9","14","Balkalan","Amritsar"
"Deebee Brothers","+ 91  9114275378","4.7","15","Vasna","Ahmedabad"
"Varun Hpscsc Medicine Shop","+ 91  9461456800","5.0","4","","Dharamshala"
"V Revive Medicure Pvt. Ltd.","+ 91  9159934538","4.4","28","Chandigarh","Chandigarh"
"Dr. Mayurs Energy Medicine","+ 91  997709404","","0","","Dharamshala"
"R S M Medicines","+ 91  7094121667","4.2","11","Dari","Dharamshala"
"Pcd Pharma Franchise By Sb Lifesciences","+ 91  9141504655","4.1","51","Panchkula Industrial Area Phase 2","Chandigarh"
"Servocare Lifesciences Pvt. Ltd.","+ 91  9174469583","4.0","63","Panchkula Industrial Area Phase 1","Chandigarh"
"Pharmahopers.com","+ 91  9154391053","4.6","113","Panchkula Sector 11","Chandigarh"
"Bio Search Organics","+ 91  9120308542","4.5","51","Ferozepur Road","Ludhiana"
"R S M Medicines","+ 91  7048272669","4.2","11","Dari","Dharamshala"
"Shri Sai Balaji Pharmatech Pvt. Ltd.","+ 91  9151525548","4.2","27","Mdc Sector 5","Chandigarh"
"PUNJAB KENWOOD FURNITURE MANUFACTURER","+ 91  9615724273","","0","HOTEL PAVILION","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9836990663","4.2","16","Mcleod Ganj","Dharamshala"
"Dr. Mayurs Energy Medicine","+ 91  9924639774","","0","","Dharamshala"
"Pharma Franchisee & Manufacturing by Saksham Pharmaceuticals India Ltd","+ 91  9174451920","4.3","38","Rajiv Nagar","Delhi"
"Kiama Lifesciences","+ 91  9193707178","5.0","6","Panchkula Industrial Area Phase 2","Chandigarh"
"Dr. Mayurs Energy Medicine Clinic","+ 91  9999747846","","0","","Dharamshala"
"Pharma Pcd Franchise By Arrier Biotech","+ 91  17214835876","4.2","102","Mani Majra","Chandigarh"
"Pharma Franchise By Janus Biotech India Pvt Ltd","+ 91  9118860349","4.4","27","Raipur Kalan","Chandigarh"
