"Name","Phone","Rating","Votes","Locality","City"
"OYO Home 35971 Pleasant Studio Near Bhagsunag","+ 91  9153249369","4.6","176","Bhagsu Nag","Dharamshala"
"OYO Home 14061 Exotic 1BHK","+ 91  9187390113","4.7","160","","Dharamshala"
"OYO Home 14061 Exotic 1BHK","+ 91  9189857705","4.7","160","","Dharamshala"
"OYO Home 14061 Exotic 1BHK","+ 91  9161893060","4.7","160","","Dharamshala"
"OYO Home 66555 Compact Stay Dharamshala","+ 91  9133061364","4.7","36","Near Jaura Jwellers Gurudwara Road Kotwali Bazar","Dharamshala"
"OYO Home 16700 Exotic 2 BHK","+ 91  9173063090","4.6","101","","Dharamshala"
"OYO Home 14742 Exotic Katoch Villa 2 BHK","+ 91  9133717131","4.1","81","Near Gorkha Bhawan","Dharamshala"
"OYO Home 66555 Compact Stay Dharamshala","+ 91  9147113074","4.7","36","Near Jaura Jwellers Gurudwara Road Kotwali Bazar","Dharamshala"
"OYO Home 14518 Modern Mountain Clouds Naddi","+ 91  9193636585","4.1","146","Naddi","Dharamshala"
"OYO Home 37172 Peaceful Studio Stay","+ 91  913381522","4.0","69","Mcleod Ganj","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9832395637","4.2","16","Mcleod Ganj","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9849163579","4.2","16","Mcleod Ganj","Dharamshala"
"OYO Home 35380 Elegant 2bhk Apartment","+ 91  9128292851","4.7","45","Near Mela Ground","Dharamshala"
"OYO Home 35380 Elegant 2bhk Apartment","+ 91  9187323596","4.7","45","Near Mela Ground","Dharamshala"
"OYO Home 13409 Cozy Stay","+ 91  9189830688","4.6","116","Near Karnika Resort Khaniyara Road Darnu","Dharamshala"
"OYO Home 66555 Compact Stay Dharamshala","+ 91  9121431248","4.7","36","Near Jaura Jwellers Gurudwara Road Kotwali Bazar","Dharamshala"
"OYO Home 14518 Modern Mountain Clouds Naddi","+ 91  9137582532","4.1","146","Naddi","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9821086741","4.2","16","Mcleod Ganj","Dharamshala"
"Delivery Courier","+ 91  9880519126","3.5","12","Sudher","Dharamshala"
