"Name","Phone","Rating","Votes","Locality","City"
"R S M Medicines","+ 91  7024404842","4.2","11","Dari","Dharamshala"
"Dolls 4 Tibet","+ 91  9817560198","","0","Dharamsala","Dharamshala"
"OYO Home 16700 Exotic 2 BHK","+ 91  9129481723","4.6","101","","Dharamshala"
"Mini Ride 2 Wheeler Rental Service System","+ 91  9479052057","5.0","22","Kotwali Bazaar Dharamshala","Dharamshala"
"Monu Confectionery Verka Milk Distributor","+ 91  9495237267","4.3","8","Dari","Dharamshala"
"Dr. Mayurs Energy Medicine","+ 91  9975210735","","0","","Dharamshala"
"Varun Hpscsc Medicine Shop","+ 91  9460417079","5.0","4","","Dharamshala"
"OYO Home 14853 Spacious 3 BHK","+ 91  9195736022","4.5","14","Near Toll Tax","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9854353723","4.2","16","Mcleod Ganj","Dharamshala"
"5 Tara Dhaba","+ 91  7869743924","","0","Mcleod Ganj","Dharamshala"
"Guleria Villa-3 Bhk Luxury Homestay With Pool","","4.2","3","Dharamsala","Dharamshala"
"Dr. Mayurs Energy Medicine Clinic","+ 91  9949305605","","0","","Dharamshala"
"Himachal Medicine Traders","+ 91  18953187856","","0","Dharamsala","Dharamshala"
"Dr. Mayurs Energy Medicine Clinic","+ 91  9922291102","","0","","Dharamshala"
"Dr. Mayurs Energy Medicine","+ 91  9978836382","","0","","Dharamshala"
"Ashok Pharmaceuticals Distributors","+ 91  9881524902","","0","","Dharamshala"
"Monu Confectionery Verka Milk Distributor","+ 91  9431025221","4.3","8","Dari","Dharamshala"
"Cafe 3 Brew","+ 91  8643055451","3.8","45","","Dharamshala"
"R S M Medicines","+ 91  7019143018","4.2","11","Dari","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9889041873","4.2","16","Mcleod Ganj","Dharamshala"
"Taws Indiane Gas Distributor","+ 91  18993245165","","0","Mcleod Ganj","Dharamshala"
"OYO Home 15905 Heritage 2 BHK","+ 91  9112253813","4.2","76","Near to Shiv Mandir","Dharamshala"
"Varun Hpscsc Medicine Shop","+ 91  946957535","5.0","4","","Dharamshala"
"Monu Confectionery Verka Milk Distributor","+ 91  9431901514","4.3","8","Dari","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9895932224","4.2","16","Mcleod Ganj","Dharamshala"
"R S M Medicines","+ 91  7069284324","4.2","11","Dari","Dharamshala"
"R S M Medicines","+ 91  7082251302","4.2","11","Dari","Dharamshala"
"Face 2 Face Unisex Beauty Salon","+ 91  7880127429","4.2","10","Hpbose Dharamshala","Dharamshala"
"OYO Home 13801 Cozy 3 RK Hill View","+ 91  9191762702","4.1","51","","Dharamshala"
"Varun Hpscsc Medicine Shop","+ 91  9496997305","5.0","4","","Dharamshala"
"OYO Home 14492 Exotic 2 BHK","+ 91  9182113872","3.9","16","Near Kandi","Dharamshala"
"Taws Indiane Gas Distributor","+ 91  18936615777","","0","Mcleod Ganj","Dharamshala"
"Ashok Pharmaceuticals Distributors","+ 91  9894019926","","0","","Dharamshala"
"Himachal Medicine Traders","+ 91  18943375093","","0","Dharamsala","Dharamshala"
"Face 2 Face","+ 91  924409483","3.6","25","Dharamsala","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9822615268","4.2","16","Mcleod Ganj","Dharamshala"
"OYO Home 14742 Exotic Katoch Villa 2 BHK","+ 91  9182815024","4.1","81","Near Gorkha Bhawan","Dharamshala"
"Taws Indiane Gas Distributor","+ 91  18937507767","","0","Mcleod Ganj","Dharamshala"
"Monu Confectionery Verka Milk Distributor","+ 91  946252098","4.3","8","Dari","Dharamshala"
"Dr. Mayurs Energy Medicine Clinic","+ 91  9985179691","","0","","Dharamshala"
"Monu Confectionery Verka Milk Distributor","+ 91  9483515844","4.3","8","Dari","Dharamshala"
"Ashok Pharmaceuticals Distributors","+ 91  9837454802","","0","","Dharamshala"
"R S M Medicines","+ 91  7096347841","4.2","11","Dari","Dharamshala"
"Dr. Mayurs Energy Medicine","+ 91  9942812941","","0","","Dharamshala"
"Dr. Kelsang Dhonden Tibetan Herbal Medicine Clinic","+ 91  9813948393","4.2","16","Mcleod Ganj","Dharamshala"
"Ashok Pharmaceuticals Distributors","+ 91  9817822674","","0","","Dharamshala"
"OYO Home 13701 Exotic 3 BHK","+ 91  9178697801","4.3","88","","Dharamshala"
"Himachal Medicine Traders","+ 91  18914120123","","0","Dharamsala","Dharamshala"
"Varun Hpscsc Medicine Shop","+ 91  9495152197","5.0","4","","Dharamshala"
