"Name","Phone","Rating","Votes","Locality","City"
"Nbi 2 News","+ 91  9048026357","5.0","4","Kathua HO","Kathua"
"Studio fast 5","+ 91  7013098833","","0","Kathua HO","Kathua"
"Msk 2 Resort","+ 91  9649907700","","0","Jammu & Kashmir","Kathua"
"Paramount Pharma","+ 91  0192276987756","","0","Kathua Jammu","Kathua"
"Paramount Pharma","+ 91  0192273163265","","0","Kathua Jammu","Kathua"
"Downtown distributor godrej","+ 91  9893549806","","0","Kathua HO","Kathua"
"Paramount Pharma","+ 91  0192212897357","","0","Kathua Jammu","Kathua"
"Paramount Pharma","+ 91  0192236290071","","0","Kathua Jammu","Kathua"
"Purvey Distributors","","","0","Jarai","Kathua"
"Paramount Pharma","+ 91  0192251839564","","0","Kathua Jammu","Kathua"
"Baldev Kathua Oil Distributors","+ 91  9960228064","","0","Kathua Industrial Estate","Kathua"
"Downtown distributor","+ 91  9879128604","","0","Kathua HO","Kathua"
"Nik 2 Creationz","+ 91  9079491209","4.0","62","","Kathua"
