"Name","Phone","Address"

"An Essence Pvt Ltd","+ 91  11 33413254","G 68, M G Road Industrial Area, Ghaziabad - 201002, Near Hapur"
"Par Enterprises","+ 91  9930674653","Gala No-30, Sheetal Induatrail State, Vasai East, Thane - 401208, Near Saibaba Temple"
"Magic Of Herbs","+ 91  9138198485","D 173, Ambala Cantt, Ambala - 133001, Near Red Rose Public School, Defence Colony"
"Innate Biotech Pvt Ltd","+ 91  9839611313","128/194-19A, K Block, Kidwai Nagar, Kanpur - 208011"
"Adidev Herbals Pvt Ltd","+ 91  761 4041115","1495, Adidev House, Wright Stadium Road, Wright Town, Jabalpur - 482002, Near Gow Mata Chowk"
"M P Business Combine","+ 91  11 33436271","C 27, AKS Udyog Vihar, Kabulpur, Tigaon Road, Faridabad - 121001"
"Rythmx Cosmetic Formulations","+ 91  9650035811","82 Green Avenue, Amritsar - 143001, Near Kakkar Hospital EMC Hospital"
"Jsr Group","+ 91  9463648542","Sco 21 Sehaj Enclave, Majitha Road, Amritsar - 143001, Near Gopal Mandir"
"Vasa Global Company","+ 91  22 25080011","RNJ Corporate 502, Khokhani Lane, Ghatkopar East, Mumbai - 400077, Next To Samrat Hotel"
"Hindustan Natural Care","+ 91  8000065041","Plot No 201/B Second Face, Industrial Estate, Vapi - 396195, Near Agrawal Paper Mill"
