"Name","Phone","Rating","Votes","Locality","City"
"Sehgal Auto Honda 2 Wheelers","+ 91  18872215984","4.8","5","Mukerian","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9934477105","4.0","2","","Hoshiarpur"
"Sharma Dairy","+ 91  18866873539","4.1","130","Hoshiarpur Ho","Hoshiarpur"
"Maan Milk Dairy","+ 91  6236646717","","0","Saila Khurd","Hoshiarpur"
"G S Gill Milk Dairy","+ 91  9878551338","","0","","Hoshiarpur"
"Malhi Dairy","+ 91  8142154218","","0","Ghoghra","Hoshiarpur"
"G S Gill Milk Dairy","+ 91  9867820444","","0","","Hoshiarpur"
"Verka Milk Booth","+ 91  9949693412","3.8","5","","Hoshiarpur"
"G S Gill Milk Dairy","+ 91  9813308339","","0","","Hoshiarpur"
"G S Gill Milk Dairy","+ 91  9831495029","","0","","Hoshiarpur"
"Shri Guru Amardas Dairy Farm","+ 91  9469665001","5.0","16","Mukerian","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9887998091","3.8","51","","Hoshiarpur"
"Maan Milk Dairy","+ 91  6284231583","","0","Saila Khurd","Hoshiarpur"
"Sharma Dairy","+ 91  18847524817","4.1","130","Hoshiarpur Ho","Hoshiarpur"
"1) Neeraj Beauty Clinic & HOBBY Institute 2) Neeraj Beauty Clinic","+ 91  9190368202","4.2","49","HOshiarpur HO","Hoshiarpur"
"Verka Milk Plant","","3.7","133","Dasuya","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9965385632","4.0","2","","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9863580826","3.8","51","","Hoshiarpur"
"Sec 3 Lucky Chaat","+ 91  9860598464","3.9","115","","Hoshiarpur"
"Maan Milk Dairy","+ 91  6283264265","","0","Saila Khurd","Hoshiarpur"
"Verka Milk Bar","+ 91  9417683895","4.1","8","","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9856136655","3.8","51","","Hoshiarpur"
"G S Gill Milk Dairy","+ 91  9836716733","","0","","Hoshiarpur"
"Verka Milk Plant","","3.7","133","Dasuya","Hoshiarpur"
"Sharma Dairy","+ 91  18883587131","4.1","130","Hoshiarpur Ho","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9988124708","4.0","2","","Hoshiarpur"
"Malhi Dairy","+ 91  8190223818","","0","Ghoghra","Hoshiarpur"
"Shri Guru Amardas Dairy Farm","+ 91  9464578300","5.0","16","Mukerian","Hoshiarpur"
"Verka Milk Bar","+ 91  9476621036","4.1","8","","Hoshiarpur"
"Verka Milk Booth","+ 91  992683663","3.8","5","","Hoshiarpur"
"Sharma Dairy","+ 91  18816389009","4.1","130","Hoshiarpur Ho","Hoshiarpur"
"Verka Milk Booth","+ 91  9966350074","3.8","5","","Hoshiarpur"
"Sharma Dairy","+ 91  18860186125","4.1","130","Hoshiarpur Ho","Hoshiarpur"
"Verka Milk Booth","+ 91  9939582749","3.8","5","","Hoshiarpur"
"Verka Milk Plant","","3.7","133","Dasuya","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9965427644","4.0","2","","Hoshiarpur"
"Verka Milk Booth","+ 91  9990094659","3.8","5","","Hoshiarpur"
"Verka Milk Plant","","3.7","133","Dasuya","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9848347678","3.8","51","","Hoshiarpur"
"Maan Milk Dairy","+ 91  6224586303","","0","Saila Khurd","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9965843850","4.0","2","","Hoshiarpur"
"Verka Milk Plant","","3.7","133","Dasuya","Hoshiarpur"
"Malhi Dairy","+ 91  8116859186","","0","Ghoghra","Hoshiarpur"
"Verka Milk Bar","+ 91  94160509","4.1","8","","Hoshiarpur"
"Malhi Dairy","+ 91  8186838970","","0","Ghoghra","Hoshiarpur"
"Shri Guru Amardas Dairy Farm","+ 91  9424206905","5.0","16","Mukerian","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9830261225","3.8","51","","Hoshiarpur"
"Verka Milk Bar","+ 91  9455522279","4.1","8","","Hoshiarpur"
"Maan Milk Dairy","+ 91  6266425304","","0","Saila Khurd","Hoshiarpur"
"Verka Milk Bar","+ 91  9425490560","4.1","8","","Hoshiarpur"
