"Name","Phone","Address"

"Delta Stationers","+ 91  11 33453090","Shop No-3 And 4, Sector 27, Noida - 201301, Near Metro Station, New Sunehri Market & Atta Market"
"Delta stationery","+ 91  8800385634","Atta market, Noida Sector 27, Noida - 201301, Metro station sector 18"
"DELTA BUSINESS SOLUTIONS","+ 91  8010669584","C-4 & 5,3rd Flr,Dharmpali Palace, Sector 27, Noida - 201301, Bhoja Mkt, Sec - 27, Nr Vinayak Hospital"
"Delta Sales Corp","+ 91  120 2573407","1451,Sec-37, Noida - 201301"
"Delta Buildcon Pvt Ltd","+ 91  120 4237385","B-1/15, Sector-18, Noida - 201301"
"Delta Hitech Containers Pvt Ltd","+ 91  120 2524981","I-70,Sector-9, Noida - 201301"
"Delta Printers","+ 91  120 2521631","B-41, Noida - 201301, Sec-9"
"Delta Agencies","+ 91  9310897760","A-43, Noida - 201301, Sec 6"
"Delta Enggr Works","+ 91  120 2553130","F-54, Noida - 201301, Sec-11"
"Delta Electronics","+ 91  120 4346300","A-6, Sector 10, Noida - 201301"
