"Name","Phone","Address"

"Distributor Point","+ 91  364 2544431","Mawlonghat, Shillong - 793001, Syndicate Bus Stand Compound"
"Centre Point Hotel","+ 91  364 2225210","Khyndailad, Police Bazar, Shillong - 793001, Police Bazar Point"
"Aarohi Pharmaceutical Distribu...","+ 91  364 2221743","L.D.B. Building, G.S. Road, Shillong - 793001, G.S.Road Bata"
"Travel Point","","Police Bazar, Shillong - 793001"
"Travel Point Tours & Travels","+ 91  9863087859","Travel Point, Shillong - 793001, Police Bazar"
"Cell Point","+ 91  9863242921","Shillong - 793001"
"Net Point","+ 91  364 2502535","Jail Road, Police Bazar, Shillong - 793001, Near Uco Bank"
"Elite Drugs Distributor","+ 91  364 2222147","Shillong Banking Corporation Building, Jail Road, Police Bazar, Shillong - 793001, Opp Meghalaya Transport Corporation"
"Elite Drug Distributors"," 0364   2222147","Jail Rd,, Shillong - 793001"
"Shoe Point","+ 91  9436118806","Nagi's Building, Jail Road, Police Bazar, Shillong - 793001, Opposite O B Mall"
