"Name","Phone","Rating","Votes","Locality","City"
"Medicine Shoppe","+ 91  016195033389","","0","Near Bansal Hospatial","Ludhiana"
"Medicine Traders","+ 91  16151015226","","0","Pindi Street","Ludhiana"
"Medicine Chamber","+ 91  016116288197","","0","Bagh Khazanchian","Ludhiana"
"Medicine Chamber","+ 91  16198014756","4.0","2","Ludhiana Ho","Ludhiana"
"Medicine Chamber","+ 91  016191627711","","0","Bagh Khazanchian","Ludhiana"
"The Medicine Bazaar","+ 91  16144702371","4.3","2","NEAR BOOKS MARKET","Ludhiana"
"Medicine Centre","+ 91  9478248298","","0","Ghumar Mandi","Ludhiana"
"The Medicine World","+ 91  1611223798","","0","Ludhiana Bus Stand","Ludhiana"
"Medicine Centre","+ 91  9470325859","","0","Ghumar Mandi","Ludhiana"
"Medicine Centre","+ 91  9213356121","","0","Shimlapuri","Ludhiana"
"Medicine Centre","+ 91  9279283551","","0","Shimlapuri","Ludhiana"
"The Medicine Bazaar","+ 91  16175086984","4.3","2","NEAR BOOKS MARKET","Ludhiana"
"Medicine Chamber","+ 91  16137822472","4.0","2","Ludhiana Ho","Ludhiana"
"Medicine Traders","+ 91  16169879515","","0","Pindi Street","Ludhiana"
"Medicine Traders","+ 91  16172614249","","0","Ludhiana Ho","Ludhiana"
"Medicine Centre","+ 91  9491863221","","0","Ghumar Mandi","Ludhiana"
"Medicine Chamber","+ 91  16120907765","4.0","2","Ludhiana Ho","Ludhiana"
"Medicine Shoppe","+ 91  0161550113","","0","Near Bansal Hospatial","Ludhiana"
"The Medicine Bazar","+ 91  989560173","","0","Labour Colony","Ludhiana"
"The Medicine World","+ 91  16162481737","","0","Ludhiana Bus Stand","Ludhiana"
"Medicine Traders","+ 91  1612079746","","0","Pindi Street","Ludhiana"
"The Medicine Bazaar","+ 91  16179987811","4.3","2","NEAR BOOKS MARKET","Ludhiana"
"The Medicine Bazar","+ 91  9876125934","","0","Labour Colony","Ludhiana"
"Medicine Centre","+ 91  9474937756","","0","Ghumar Mandi","Ludhiana"
"Medicine Traders","+ 91  16155743318","","0","Ludhiana Ho","Ludhiana"
"Medicine Chamber","+ 91  016113369356","","0","Bagh Khazanchian","Ludhiana"
"Medicine Chamber","+ 91  16135540031","4.0","2","Ludhiana Ho","Ludhiana"
"Medicine Chamber","+ 91  016130373291","","0","Bagh Khazanchian","Ludhiana"
"Medicine Traders","+ 91  1611313157","","0","Ludhiana Ho","Ludhiana"
"Medicine Shoppe","+ 91  016152191933","","0","Near Bansal Hospatial","Ludhiana"
"Medicine Traders","+ 91  16121748121","","0","Pindi Street","Ludhiana"
"Medicine Shoppe","+ 91  016159106157","","0","Near Bansal Hospatial","Ludhiana"
"The Medicine World","+ 91  16170814368","","0","Ludhiana Bus Stand","Ludhiana"
"The Medicine Bazar","+ 91  9877558937","","0","Labour Colony","Ludhiana"
"Medicine Centre","+ 91  9251553257","","0","Shimlapuri","Ludhiana"
"Medicine Centre","+ 91  922026775","","0","Shimlapuri","Ludhiana"
"The Medicine Bazaar","+ 91  16164074712","4.3","2","NEAR BOOKS MARKET","Ludhiana"
"Medicine Chamber","+ 91  16177772627","4.0","2","Ludhiana Ho","Ludhiana"
"Medicine Traders","+ 91  16195762716","","0","Pindi Street","Ludhiana"
"The Medicine World","+ 91  16198283695","","0","Ludhiana Bus Stand","Ludhiana"
"Medicine Centre","+ 91  9460456107","","0","Ghumar Mandi","Ludhiana"
"The Medicine Bazar","+ 91  9821428817","","0","Labour Colony","Ludhiana"
"Gurmail Medicine Centre","+ 91  16153004973","4.3","139","Cmc Ludhiana","Ludhiana"
"Medicine Shoppe","+ 91  016124609847","","0","Near Bansal Hospatial","Ludhiana"
"The Medicine Bazaar","+ 91  16142105328","4.3","2","NEAR BOOKS MARKET","Ludhiana"
"Medicine Chamber","+ 91  016157598133","","0","Bagh Khazanchian","Ludhiana"
"The Medicine Bazar","+ 91  9870348547","","0","Labour Colony","Ludhiana"
"Medicine Centre","+ 91  925160273","","0","Shimlapuri","Ludhiana"
"Medicine Traders","+ 91  16182075393","","0","Ludhiana Ho","Ludhiana"
"Medicine Traders","+ 91  16195956328","","0","Ludhiana Ho","Ludhiana"
