"Name","Phone","Rating","Votes","Locality","City"
"Medicine Supplier","+ 91  7063941406","","0","Dasuya","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  9814412357","4.4","10","","Hoshiarpur"
"Sood Medicines Traders","+ 91  18825348106","","0","Hoshiarpur Ho","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18823485714","4.6","13","Dasuya","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  9886011581","4.4","10","","Hoshiarpur"
"Vaid Darshan Lal Ayurvedic Medicine Shop","+ 91  9479372626","5.0","2","","Hoshiarpur"
"Aastha Medicine Traders","+ 91  994048643","5.0","2","","Hoshiarpur"
"Sood Medicines Traders","+ 91  18879712272","","0","Hoshiarpur Ho","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9464271776","5.0","5","Baich","Hoshiarpur"
"Medicine Supplier","+ 91  7087101710","","0","Dasuya","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  9881344941","4.4","10","","Hoshiarpur"
"Sood Medicines Traders","+ 91  18899980856","","0","Hoshiarpur Ho","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9457987234","5.0","5","Baich","Hoshiarpur"
"Sood Medicines Traders","+ 91  18868055779","","0","Hoshiarpur Ho","Hoshiarpur"
"Hans Raj & Sons Cycle Dealers","+ 91  9531026182","4.0","8","Garhshanker","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  9885986172","4.4","10","","Hoshiarpur"
"Ak Property Dealer And Linker","+ 91  9088528816","5.0","3","Model Town ","Hoshiarpur"
"Medicine Supplier","+ 91  7093903098","","0","Dasuya","Hoshiarpur"
"Dev Nutrition 4 Weight Loss","+ 91  9473958145","3.3","8","Bahadurpur Chowk","Hoshiarpur"
"Sood Medicines Traders","+ 91  18826351528","","0","Hoshiarpur Ho","Hoshiarpur"
"Sood Medicine Traders","+ 91  18877659011","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"Sehgal Auto Honda 2 Wheelers","+ 91  18840761807","4.8","5","Mukerian","Hoshiarpur"
"Vaid Darshan Lal Ayurvedic Medicine Shop","+ 91  9451964781","5.0","2","","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9468067209","5.0","5","Baich","Hoshiarpur"
"Medicine Supplier","+ 91  7022443256","","0","Dasuya","Hoshiarpur"
"Vaid Darshan Lal Ayurvedic Medicine Shop","+ 91  9491696872","5.0","2","","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18876365669","4.6","13","Dasuya","Hoshiarpur"
"Ashirwad Property Dealers","+ 91  9921409321","3.6","5","Hoshiarpur Ho","Hoshiarpur"
"New Discount Medicines","+ 91  9931533189","4.5","2","Opp:-Sanik Rest House","Hoshiarpur"
"Vaid Darshan Lal Ayurvedic Medicine Shop","+ 91  9436625154","5.0","2","","Hoshiarpur"
"Aastha Medicine Traders","+ 91  997733673","5.0","2","","Hoshiarpur"
"1) Neeraj Beauty Clinic & HOBBY Institute 2) Neeraj Beauty Clinic","+ 91  9171878553","4.2","49","HOshiarpur HO","Hoshiarpur"
"Sood Medicine Traders","+ 91  18897024199","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"Aastha Medicine Traders","+ 91  9962547201","5.0","2","","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9431835152","5.0","5","Baich","Hoshiarpur"
"Fateh Auto Dealer","+ 91  9480164290","4.4","9","Mukerian","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9421863281","5.0","5","Baich","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  9857415023","4.4","10","","Hoshiarpur"
"5 Star Sweets And Cafe","+ 91  949467105","4.0","13","Bhangala","Hoshiarpur"
"Sec 3 Lucky Chaat","+ 91  9896286272","3.9","115","","Hoshiarpur"
"New Discount Medicines","+ 91  9914155456","4.5","2","Opp:-Sanik Rest House","Hoshiarpur"
"Chawlas 2","+ 91  18821712644","3.3","52","Hoshiarpur Ho","Hoshiarpur"
"Medicine Supplier","+ 91  7011214191","","0","Dasuya","Hoshiarpur"
"Sood Medicine Traders","+ 91  18866657617","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18891376416","4.6","13","Dasuya","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18828577446","4.6","13","Dasuya","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18869255122","4.6","13","Dasuya","Hoshiarpur"
"Sood Medicine Traders","+ 91  18815723949","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"Sood Medicine Traders","+ 91  18830014604","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"Bhardwaj Electricals 3 Electronics","+ 91  986812446","5.0","2","Tanda","Hoshiarpur"
