"Name","Phone","Rating","Votes","Locality","City"
"Aggarwal Medicine Center","+ 91  9887738371","4.4","10","","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  9849252617","4.4","10","","Hoshiarpur"
"1) Neeraj Beauty Clinic & HOBBY Institute 2) Neeraj Beauty Clinic","+ 91  9145493971","4.2","49","HOshiarpur HO","Hoshiarpur"
"Sood Medicines Traders","+ 91  18846354142","","0","Hoshiarpur Ho","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  9856347648","4.4","10","","Hoshiarpur"
"Medicine Supplier","+ 91  7057517102","","0","Dasuya","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9476668754","5.0","5","Baich","Hoshiarpur"
"Sood Medicine Traders","+ 91  18855670210","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"Vaid Darshan Lal Ayurvedic Medicine Shop","+ 91  9465873746","5.0","2","","Hoshiarpur"
"Aastha Medicine Traders","+ 91  9983008911","5.0","2","","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  9869500764","4.4","10","","Hoshiarpur"
"New Discount Medicines","+ 91  9961396269","4.5","2","Opp:-Sanik Rest House","Hoshiarpur"
"Sood Medicines Traders","+ 91  18829662736","","0","Hoshiarpur Ho","Hoshiarpur"
"Sehgal Auto Honda 2 Wheelers","+ 91  18879218633","4.8","5","Mukerian","Hoshiarpur"
"Vaid Darshan Lal Ayurvedic Medicine Shop","+ 91  9421008537","5.0","2","","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18810244882","4.6","13","Dasuya","Hoshiarpur"
"Sood Medicine Traders","+ 91  18831651305","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9487747681","5.0","5","Baich","Hoshiarpur"
"Vaid Darshan Lal Ayurvedic Medicine Shop","+ 91  9463244547","5.0","2","","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9435387731","5.0","5","Baich","Hoshiarpur"
"Vaid Darshan Lal Ayurvedic Medicine Shop","+ 91  9414532463","5.0","2","","Hoshiarpur"
"Sood Medicines Traders","+ 91  1887482108","","0","Hoshiarpur Ho","Hoshiarpur"
"Bhardwaj Electricals 3 Electronics","+ 91  9822926720","5.0","2","Tanda","Hoshiarpur"
"Chawlas 2","+ 91  18866866973","3.3","52","Hoshiarpur Ho","Hoshiarpur"
"Sood Medicine Traders","+ 91  18820835771","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18891080034","4.6","13","Dasuya","Hoshiarpur"
"5 Star Sweets And Cafe","+ 91  9442124176","4.0","13","Bhangala","Hoshiarpur"
"New Discount Medicines","+ 91  9998433119","4.5","2","Opp:-Sanik Rest House","Hoshiarpur"
"Sood Medicines Traders","+ 91  18898259629","","0","Hoshiarpur Ho","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  981232813","4.4","10","","Hoshiarpur"
"Sood Medicine Traders","+ 91  18855134162","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"Medicine Supplier","+ 91  7030566131","","0","Dasuya","Hoshiarpur"
"Kalia Traders Distributor Pepsico Feed","+ 91  9481504886","3.1","38","Kamalpur","Hoshiarpur"
"Sood Medicines Traders","+ 91  18818964960","","0","Hoshiarpur Ho","Hoshiarpur"
"Dev Nutrition 4 Weight Loss","+ 91  9474933915","3.3","8","Bahadurpur Chowk","Hoshiarpur"
"New Discount Medicines","+ 91  991236540","4.5","2","Opp:-Sanik Rest House","Hoshiarpur"
"Vaid Darshan Lal Ayurvedic Medicine Shop","+ 91  9478310046","5.0","2","","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18822417968","4.6","13","Dasuya","Hoshiarpur"
"Patanjali Distributor store","+ 91  9811534915","4.4","14","Dasuya","Hoshiarpur"
"Medicine Supplier","+ 91  704179728","","0","Dasuya","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9419831033","5.0","5","Baich","Hoshiarpur"
"Aastha Medicine Traders","+ 91  9997944679","5.0","2","","Hoshiarpur"
"Aastha Medicine Traders","+ 91  9971788629","5.0","2","","Hoshiarpur"
"Sec 3 Lucky Chaat","+ 91  9848588443","3.9","115","","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9451095764","5.0","5","Baich","Hoshiarpur"
"Aastha Medicine Traders","+ 91  9973871684","5.0","2","","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18825221286","4.6","13","Dasuya","Hoshiarpur"
"Sood Medicine Traders","+ 91  18820097070","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"New Discount Medicines","+ 91  9998484503","4.5","2","Opp:-Sanik Rest House","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18875983664","4.6","13","Dasuya","Hoshiarpur"
