"Name","Phone","Rating","Votes","Locality","City"
"Ravi Specialities Pharma Pvt Ltd","+ 91  043116386107","4.3","73","Ramalinganagar South","Trichy"
"Kolkata Ravi Specialities Pharma PVT.LTD","+ 91  918570736","5.0","1","","Kolkata"
"Flanca Life Sciences","+ 91  911271790","4.3","24","Chandigarh","Chandigarh"
"Servocare Lifesciences Pvt. Ltd.","+ 91  9193511036","4.0","63","Panchkula Industrial Area Phase 1","Chandigarh"
"Dev Lifesciences Pvt Ltd","+ 91  9312547041","4.2","193","Vasai West","Mumbai"
"Prem Medical & Optical Store","+ 91  18873324138","","0","Hoshiarpur HO","Hoshiarpur"
"Pharma Franchise By Janus Biotech India Pvt Ltd","+ 91  9132493008","4.4","27","Raipur Kalan","Chandigarh"
"Imphal - Ravi Specialities Pharma Pvt Ltd","+ 91  9129813692","5.0","1","","Imphal"
"Manjeet Medical Hall","+ 91  18845689212","","0","Hoshiarpur Ho","Hoshiarpur"
"Ravi Worldwide Medicines Pvt.Ltd","+ 91  9167457510","5.0","1","Karol Bagh","Delhi"
"Alpic Biotech LTD","+ 91  9471638123","3.7","12","Makarba","Ahmedabad"
"Pharma Pcd Franchise By Arrier Biotech","+ 91  17227300479","4.2","102","Mani Majra","Chandigarh"
"Kapson Medico","+ 91  18841887371","","0","Hoshiarpur Ho","Hoshiarpur"
"Bio Search Organics","+ 91  9189810896","4.5","51","Ferozepur Road","Ludhiana"
"Ganraj Medico","+ 91  9121282180","4.6","17","Vazirabad","Nanded"
"Pharma Franchisee & Manufacturing by Saksham Pharmaceuticals India Ltd","+ 91  9134789015","4.3","38","Rajiv Nagar","Delhi"
"Deepak Medicals Agency","+ 91  18867884562","4.7","4","Hoshiarpur Ho","Hoshiarpur"
"Ppl Trader","+ 91  9436154610","5.0","2","","Hoshiarpur"
"Alish Life Savings Impex Pvt Ltd","+ 91  9156903144","3.4","13","Andheri West","Mumbai"
"Pcd Pharma Franchise By Sb Lifesciences","+ 91  9148377333","4.1","51","Panchkula Industrial Area Phase 2","Chandigarh"
"Events Pharmaceuticals Pvt Ltd","+ 91  9185004225","3.4","8","Ambala City","Ambala"
"Arth Sales Agency","+ 91  994201756","3.7","46","Vesu","Surat"
"Pharmahopers.com","+ 91  9176410469","4.6","113","Panchkula Sector 11","Chandigarh"
"Veecube Healthcare Pvt. Ltd.","+ 91  9149423837","4.4","17","Panchkula Industrial Area Phase 1","Chandigarh"
"Harish Medical Agency","+ 91  9490098282","4.5","1","Hoshiarpur Ho","Hoshiarpur"
"Bmd Traders","+ 91  1887099427","","0","Hoshiarpur HO","Hoshiarpur"
