"Name","Phone","Rating","Votes","Locality","City"
"OYO Home 37534 Comfortable Stay Mall Road","+ 91  9197184932","3.6","112","Mall Road","Kullu"
"OYO Home 37534 Comfortable Stay Mall Road","+ 91  9191637332","3.6","112","Mall Road","Kullu"
"HOTEL SWEET HOME","+ 91  19047264148","3.9","296","Manali Kullu","Kullu"
"OYO Home 36130 Restful Stay Naggar","+ 91  9151825181","4.3","70","","Kullu"
"OYO Home 60138 Exquisite River View Cottage Old Manali","+ 91  9178475743","4.3","84","Manali Kullu","Kullu"
"OYO Home 16944 Luxurious Garden View Studio","+ 91  9129974608","4.4","10","","Kullu"
"OYO Home 18644 Luxurious Stay","+ 91  9177807296","4.5","182","Near Dps","Kullu"
"OYO Home 18644 Luxurious Stay","+ 91  9161289159","4.5","182","Near Dps","Kullu"
"OYO Home 18644 Luxurious Stay","+ 91  9124266523","4.5","182","Near Dps","Kullu"
"OYO Home 16944 Luxurious Garden View Studio","+ 91  9136639951","4.4","10","","Kullu"
"OYO Home 60138 Exquisite River View Cottage Old Manali","+ 91  9112624828","4.3","84","Manali Kullu","Kullu"
"OYO Home 37980 Luxurious  2rk  Cottage Solang","+ 91  9111317424","5.0","8","","Kullu"
"OYO Home 37534 Comfortable Stay Mall Road","+ 91  9165676795","3.6","112","Mall Road","Kullu"
"HOTEL SWEET HOME","+ 91  19054634708","3.9","296","Manali Kullu","Kullu"
"OYO Home 18419 Cozy Stay","+ 91  9112235626","4.3","146","Mall Road","Kullu"
"Holiday Home Village Jong","+ 91  9635086972","","0","","Kullu"
"OYO Home 18644 Luxurious Stay","+ 91  9186218970","4.5","182","Near Dps","Kullu"
"OYO Home 18419 Cozy Stay","+ 91  9143815908","4.3","146","Mall Road","Kullu"
"Holiday Home Village Jong","+ 91  9617354723","","0","","Kullu"
"Hukams Holiday Home","+ 91  9847343957","4.1","383","Kasol","Kullu"
"OYO Home 60138 Exquisite River View Cottage Old Manali","+ 91  9152852216","4.3","84","Manali Kullu","Kullu"
"OYO Home 37980 Luxurious  2rk  Cottage Solang","+ 91  9169424696","5.0","8","","Kullu"
"OYO Home 18419 Cozy Stay","+ 91  9149170125","4.3","146","Mall Road","Kullu"
"OYO Home 36130 Restful Stay Naggar","+ 91  919270416","4.3","70","","Kullu"
"OYO Home 18419 Cozy Stay","+ 91  916975563","4.3","146","Mall Road","Kullu"
"Hukams Holiday Home","+ 91  9815205251","4.1","383","Kasol","Kullu"
"OYO Home 37980 Luxurious  2rk  Cottage Solang","+ 91  9167908548","5.0","8","","Kullu"
"HOTEL SWEET HOME","+ 91  19066448755","3.9","296","Manali Kullu","Kullu"
"OYO Home 37534 Comfortable Stay Mall Road","+ 91  9180744232","3.6","112","Mall Road","Kullu"
"Holiday Home Village Jong","+ 91  9678633237","","0","","Kullu"
"OYO Home 16944 Luxurious Garden View Studio","+ 91  912212179","4.4","10","","Kullu"
"OYO Home 60138 Exquisite River View Cottage Old Manali","+ 91  9116056893","4.3","84","Manali Kullu","Kullu"
"OYO Home 36130 Restful Stay Naggar","+ 91  911780261","4.3","70","","Kullu"
"Hukams Holiday Home","+ 91  9843815992","4.1","383","Kasol","Kullu"
"OYO Home 37980 Luxurious  2rk  Cottage Solang","+ 91  9127989227","5.0","8","","Kullu"
"OYO Home 16944 Luxurious Garden View Studio","+ 91  9154489089","4.4","10","","Kullu"
"Holiday Home Village Jong","+ 91  9613489281","","0","","Kullu"
"Hukams Holiday Home","+ 91  9896513483","4.1","383","Kasol","Kullu"
"OYO Home 16944 Luxurious Garden View Studio","+ 91  9145592924","4.4","10","","Kullu"
"Holiday Home Village Jong","+ 91  9662761792","","0","","Kullu"
"HOTEL SWEET HOME","+ 91  19053197397","3.9","296","Manali Kullu","Kullu"
"OYO Home 18644 Luxurious Stay","+ 91  917031746","4.5","182","Near Dps","Kullu"
"Manali Home Delivery Service","+ 91  8663118974","3.5","1","Manali Kullu","Kullu"
"OYO Home 36130 Restful Stay Naggar","+ 91  9117863361","4.3","70","","Kullu"
"Hukams Holiday Home","+ 91  9815932503","4.1","383","Kasol","Kullu"
"OYO Home 36130 Restful Stay Naggar","+ 91  9118393245","4.3","70","","Kullu"
"OYO Home 60138 Exquisite River View Cottage Old Manali","+ 91  9127207760","4.3","84","Manali Kullu","Kullu"
"HOTEL SWEET HOME","+ 91  19020116123","3.9","296","Manali Kullu","Kullu"
"OYO Home 18419 Cozy Stay","+ 91  9124813499","4.3","146","Mall Road","Kullu"
"OYO Home 37534 Comfortable Stay Mall Road","+ 91  9160334609","3.6","112","Mall Road","Kullu"
