"Name","Phone","Rating","Votes","Locality","City"
"Sharma Milk Bar","+ 91  9984507471","","0","Jalandhar City","Jalandhar"
"Gurnoor Dairy Farms","+ 91  937712549","","0","Jalandhar City","Jalandhar"
"Sandhu Dairy Farm","+ 91  9933649135","","0","","Jalandhar"
"Verma Dairy","+ 91  9089601009","","0","Jalandhar City","Jalandhar"
"om shanti dairy farm","+ 91  7367915969","","0","near tv center","Jalandhar"
"Samrat sweets (wholesale)","+ 91  18172025717","4.5","1","Bhogpur Jalandhar","Jalandhar"
"Jammu Dairy Farm & Feed Store","+ 91  7825139423","","0","Raunt","Jalandhar"
"Gurjap Dairy Farm","+ 91  9078929488","3.0","5","Nakodar","Jalandhar"
"Vij Dairy","+ 91  9853780230","5.0","2","Charanjitpura","Jalandhar"
"Sandhu Dairy Farm And Dog Kennel","+ 91  8953012500","5.0","4","","Jalandhar"
"Anmol Dairy Farm","+ 91  9722961820","4.0","6","","Jalandhar"
"Uppal Agriculture And Dairy Farm","+ 91  9833663000","4.0","9","","Jalandhar"
"SINGH DAIRY FARM","+ 91  6260364609","5.0","5","Tower Town Colony","Jalandhar"
"Brij Gokul Dairy","+ 91  9793876285","4.8","6","Mithapur","Jalandhar"
"Butterson Dairy Farm","+ 91  9528622959","","0","","Jalandhar"
