"Name","Phone","Rating","Votes","Locality","City"
"Sardar Ji Dairy Products Farm Rajia","+ 91  9781383440","","0","","Jalandhar"
"Sahil Narang Dairy Products","+ 91  9825350434","2.5","2","Jalandhar City","Jalandhar"
"Dairy Fresh","+ 91  8467921715","","0","Jandiala","Jalandhar"
"Dairy (milk Product)","+ 91  9541194570","3.6","23","Alawalpur","Jalandhar"
"Sahil Narang Dairy Products","+ 91  9889176334","2.5","2","Jalandhar City","Jalandhar"
"Police Station Div No. 4","+ 91  18113795646","2.7","18","Jalandhar City","Jalandhar"
"Saumya Dairy Product","+ 91  7996257272","","0","Alawalpur","Jalandhar"
"United Amway Product Distributors","+ 91  8994724856","","0","Phagwara","Jalandhar"
"Pukhraj Aleo Vera Healthcare Product","+ 91  9046332145","","0","Jalandhar City","Jalandhar"
"Sardar Ji Dairy Products Farm Rajia","+ 91  9778611227","","0","","Jalandhar"
"Saumya Dairy Product","+ 91  7951587185","","0","Alawalpur","Jalandhar"
"Metro Milk Products Pvt Ltd","+ 91  984385769","4.3","10","Jalandhar City","Jalandhar"
"Ananda Dairy Products Supplier","+ 91  9965364973","5.0","3","Urban Estate","Jalandhar"
"Dairy Fresh","+ 91  845471014","","0","Jandiala","Jalandhar"
"Sardar Ji Dairy Products Farm Rajia","+ 91  9774521537","","0","","Jalandhar"
"Pukhraj Aleo Vera Healthcare Product","+ 91  9081352279","","0","Jalandhar City","Jalandhar"
"Saumya Dairy Product","+ 91  7993407512","","0","Alawalpur","Jalandhar"
"Saumya Dairy Product","+ 91  7928246527","","0","Alawalpur","Jalandhar"
"Green Planet Bio Products","+ 91  18187780638","4.1","92","Jalandhar","Jalandhar"
"Pammidi Dairy","+ 91  1811800699","","0","Grain Market","Jalandhar"
"Pukhraj Aleo Vera Healthcare Product","+ 91  9076566759","","0","Jalandhar City","Jalandhar"
"Green Planet Bio Products","+ 91  18123761849","4.1","92","Jalandhar","Jalandhar"
"Dream 2 Destination Consultancy","+ 91  9140181614","5.0","4","Jalandhar City","Jalandhar"
"Sardar Ji Dairy Products Farm Rajia","+ 91  9713678664","","0","","Jalandhar"
"Sahil Narang Dairy Products","+ 91  985047606","2.5","2","Jalandhar City","Jalandhar"
"Ananda Dairy Products Supplier","+ 91  9956594341","5.0","3","Urban Estate","Jalandhar"
"Metro Milk Products Pvt Ltd","+ 91  9879876749","4.3","10","Jalandhar City","Jalandhar"
"Ananda Dairy Products Supplier","+ 91  9956004585","5.0","3","Urban Estate","Jalandhar"
"Ananda Dairy Products Supplier","+ 91  9922945978","5.0","3","Urban Estate","Jalandhar"
"Sahil Narang Dairy Products","+ 91  9839140701","2.5","2","Jalandhar City","Jalandhar"
"Sardar Ji Dairy Products Farm Rajia","+ 91  9761640710","","0","","Jalandhar"
"Dairy (milk Product)","+ 91  9551573895","3.6","23","Alawalpur","Jalandhar"
"Green Planet Bio Products","+ 91  18194846973","4.1","92","Jalandhar","Jalandhar"
"Kendriya Vidyalaya No 4","+ 91  18129700493","2.8","2","Jalandhar City","Jalandhar"
"Dairy Fresh","+ 91  8411887644","","0","Jandiala","Jalandhar"
"Dairy (milk Product)","+ 91  9516526648","3.6","23","Alawalpur","Jalandhar"
"Pukhraj Aleo Vera Healthcare Product","+ 91  9047198531","","0","Jalandhar City","Jalandhar"
"Dairy (milk Product)","+ 91  9563477515","3.6","23","Alawalpur","Jalandhar"
"Sahil Narang Dairy Products","+ 91  9861929174","2.5","2","Jalandhar City","Jalandhar"
"United Amway Product Distributors","+ 91  8630082385","5.0","1","Near  Boys Hostel","Jalandhar"
"Dairy (milk Product)","+ 91  9568794327","3.6","23","Alawalpur","Jalandhar"
"Dairy Fresh","+ 91  8439086891","","0","Jandiala","Jalandhar"
"Green Planet Bio Products","+ 91  18178415996","4.1","92","Jalandhar","Jalandhar"
"Metro Milk Products Pvt Ltd","+ 91  9859836750","4.3","10","Jalandhar City","Jalandhar"
"Dairy Craft","+ 91  9882246312","","0","Basti Nau","Jalandhar"
"Saumya Dairy Product","+ 91  7912253356","","0","Alawalpur","Jalandhar"
"Dairy Fresh","+ 91  8440896173","","0","Jandiala","Jalandhar"
"Green Planet Bio Products","+ 91  18168937754","4.1","92","Jalandhar","Jalandhar"
"Ananda Dairy Products Supplier","+ 91  9930006076","5.0","3","Urban Estate","Jalandhar"
"Forever Living Products Independent Distributor","+ 91  8183126539","","0","Jalandhar","Jalandhar"
