"Name","Phone","Rating","Votes","Locality","City"
"Medicine Supplier","+ 91  7020227634","","0","Dasuya","Hoshiarpur"
"Fateh Auto Dealer","+ 91  9443937121","4.4","9","Mukerian","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18889501160","4.6","13","Dasuya","Hoshiarpur"
"Sood Medicines Traders","+ 91  18853197483","","0","Hoshiarpur Ho","Hoshiarpur"
"Ashirwad Property Dealers","+ 91  994326027","3.6","5","Hoshiarpur Ho","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18896612544","4.6","13","Dasuya","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9455026188","5.0","5","Baich","Hoshiarpur"
"Ak Property Dealer And Linker","+ 91  9044223703","5.0","3","Model Town ","Hoshiarpur"
"Hans Raj & Sons Cycle Dealers","+ 91  9545985068","4.0","8","Garhshanker","Hoshiarpur"
"1) Neeraj Beauty Clinic & HOBBY Institute 2) Neeraj Beauty Clinic","+ 91  9188861470","4.2","49","HOshiarpur HO","Hoshiarpur"
"Vaid Darshan Lal Ayurvedic Medicine Shop","+ 91  9464231234","5.0","2","","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  9827427169","4.4","10","","Hoshiarpur"
"Sood Medicine Traders","+ 91  18828431241","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9458603468","5.0","5","Baich","Hoshiarpur"
"Medicine Supplier","+ 91  7042142772","","0","Dasuya","Hoshiarpur"
"Sood Medicine Traders","+ 91  18827803520","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"Aggarwal Medicine Center","+ 91  9810700920","4.4","10","","Hoshiarpur"
"Chawlas 2","+ 91  18842038567","3.3","52","Hoshiarpur Ho","Hoshiarpur"
"Sood Medicines Traders","+ 91  18881836341","","0","Hoshiarpur Ho","Hoshiarpur"
"Sehgal Auto Honda 2 Wheelers","+ 91  18884667007","4.8","5","Mukerian","Hoshiarpur"
