"Name","Phone","Rating","Votes","Locality","City"
"Dashmesh Medicine Center","+ 91  9844059140","","0","Dhilwan","Kapurthala"
"Bite4diet","+ 91  8575643539","4.4","158","Mansoorwal","Kapurthala"
"Satguru Medicines","+ 91  9884893624","","0","","Kapurthala"
"Satguru Medicine Shop","+ 91  18212129163","","0","Kapurthala Ho","Kapurthala"
"Mintu Auto Dealer","+ 91  9569435341","","0","","Kapurthala"
"Dasmesh Medicine Centre","+ 91  9852306603","","0","Dhilwan","Kapurthala"
"Sharma Medicine Traders","+ 91  7519135229","","0","Rail Coach Factory","Kapurthala"
"Pets 2 Home","+ 91  9866535169","3.8","18","Kapurthala Ho","Kapurthala"
"Raman Property Dealers","+ 91  9817006345","","0","Kapurthala Ho","Kapurthala"
"Prince Marbles - Marble Dealers","+ 91  9331595901","5.0","2","Begowal","Kapurthala"
"Guru Kirpa Auto Dealer & Finance Co.","+ 91  989127622","","0","Sheikhupur","Kapurthala"
"Satguru Medicines","+ 91  9845890501","","0","","Kapurthala"
"Dasmesh Medicine Centre","+ 91  9829290243","","0","Dhilwan","Kapurthala"
"Sharma Medicine Traders","+ 91  7512277917","","0","Rail Coach Factory","Kapurthala"
"Jai Ho 3 Company","+ 91  9930565549","","0","","Kapurthala"
"Satguru Medicines","+ 91  9877281756","","0","","Kapurthala"
"Judge Medicine Chamber","+ 91  9979846511","4.7","18","","Kapurthala"
"Real Property Dealer","+ 91  9260339221","","0","Kapurthala HO","Kapurthala"
"Dashmesh Medicine Center","+ 91  9855452320","","0","Dhilwan","Kapurthala"
"Dashmesh Medicine Center","+ 91  984267839","","0","Dhilwan","Kapurthala"
"Kapurthala Auto Dealer And Property Dealer","+ 91  9884956776","5.0","2","Kapurthala Ho","Kapurthala"
"Satguru Medicine Shop","+ 91  18281279873","","0","Kapurthala Ho","Kapurthala"
"Jai Ho 3","+ 91  7054046739","","0","Sultanpur Lodhi","Kapurthala"
"Satguru Medicine Shop","+ 91  18215031835","","0","Kapurthala Ho","Kapurthala"
"Way 2 Abroad Ielts Institute","+ 91  9862437684","5.0","3","Near Talwandi Bridge ","Kapurthala"
"Damp 2 Decor","+ 91  9132022611","4.5","23","Near Easy Day","Kapurthala"
"Dashmesh Medicine Center","+ 91  9855954841","","0","Dhilwan","Kapurthala"
"Satguru Medicines","+ 91  985189093","","0","","Kapurthala"
"Judge Medicine Chamber","+ 91  9967157526","4.7","18","","Kapurthala"
"Judge Medicine Chamber","+ 91  9955227743","4.7","18","","Kapurthala"
"Judge Medicine Chamber","+ 91  9952196238","4.7","18","","Kapurthala"
"Key 2 Success Coaching Centre","+ 91  9825038617","5.0","24","Bholath","Kapurthala"
"Dashmesh Medicine Center","+ 91  9852058571","","0","Dhilwan","Kapurthala"
"Dasmesh Medicine Centre","+ 91  9816074097","","0","Dhilwan","Kapurthala"
"Sharma Medicine Traders","+ 91  7552500991","","0","Rail Coach Factory","Kapurthala"
"Judge Medicine Chamber","+ 91  997508453","4.7","18","","Kapurthala"
"Satguru Medicine Shop","+ 91  18257408222","","0","Kapurthala Ho","Kapurthala"
"Satguru Medicine Shop","+ 91  18237411778","","0","Kapurthala Ho","Kapurthala"
"Sharma Medicine Traders","+ 91  7556698104","","0","Rail Coach Factory","Kapurthala"
"Dasmesh Medicine Centre","+ 91  9899204961","","0","Dhilwan","Kapurthala"
"Dasmesh Medicine Centre","+ 91  9831361282","","0","Dhilwan","Kapurthala"
