"Name","Phone","Rating","Votes","Locality","City"
"Talwar Dairy Farm","+ 91  9480137163","3.9","33","Talwar","Kangra"
"Kisan Agro Product Industries","+ 91  18943324361","4.0","1","Palampur","Kangra"
"Maa Brijeshwari Power Products","+ 91  9633239556","4.8","25","Gaggal","Kangra"
"International Marketing Company- Herbal Products","","","0","","Kangra"
"Shruti Dairy And Confectionery","+ 91  9469254098","5.0","4","Nehran Pukhar","Kangra"
"Herbalife Distributor Or Products For Weight Lose Or Gain","+ 91  8815370219","5.0","2","","Kangra"
"Maa Brijeshwari Power Products","+ 91  9622210977","4.8","25","Gaggal","Kangra"
"Herbalife Distributor Or Products For Weight Lose Or Gain","+ 91  8823763310","5.0","2","","Kangra"
"Baba Dairy And Restaurant","+ 91  9845792611","4.2","114","Panchrukhi","Kangra"
"Garden Fruit Products","+ 91  9497330047","4.7","26","","Kangra"
"Garden Fruit Products","+ 91  947377068","4.7","26","","Kangra"
"International Marketing Company- Herbal Products","","","0","","Kangra"
"Thakur Dairy Farm","+ 91  9797584032","3.9","23","Alampur","Kangra"
"International Marketing Company- Herbal Products","","","0","","Kangra"
"Kisan Agro Product Industries","+ 91  18939517239","4.0","1","Palampur","Kangra"
"Shruti Dairy And Confectionery","+ 91  9423551274","5.0","4","Nehran Pukhar","Kangra"
"Maa Brijeshwari Power Products","+ 91  9183884346","4.8","25","Gaggal","Kangra"
"Maa Brijeshwari Power Products","+ 91  9613818669","4.8","25","Gaggal","Kangra"
"Herbalife Distributor Or Products For Weight Lose Or Gain","+ 91  8848286815","5.0","2","","Kangra"
"Talwar Dairy Farm","+ 91  9457768635","3.9","33","Talwar","Kangra"
"Maa Brijeshwari Power Products","+ 91  9136835017","4.8","25","Gaggal","Kangra"
"Garden Fruit Products","+ 91  9462499445","4.7","26","","Kangra"
"Baba Dairy And Restaurant","+ 91  9875006924","4.2","114","Panchrukhi","Kangra"
"Maa Brijeshwari Power Products","+ 91  9178486136","4.8","25","Gaggal","Kangra"
"Baba Dairy And Restaurant","+ 91  9840619549","4.2","114","Panchrukhi","Kangra"
"Herbalife Distributor Or Products For Weight Lose Or Gain","+ 91  8881849794","5.0","2","","Kangra"
"Thakur Dairy Farm","+ 91  9721415830","3.9","23","Alampur","Kangra"
"Maa Brijeshwari Power Products","+ 91  9693736489","4.8","25","Gaggal","Kangra"
"Herbalife Distributor Or Products For Weight Lose Or Gain","+ 91  8868617711","5.0","2","","Kangra"
"Maa Brijeshwari Power Products","+ 91  9682201687","4.8","25","Gaggal","Kangra"
"Thakur Dairy Farm","+ 91  975367377","3.9","23","Alampur","Kangra"
"Kisan Agro Product Industries","+ 91  18982903253","4.0","1","Palampur","Kangra"
"Garden Fruit Products","+ 91  9480984287","4.7","26","","Kangra"
"Shruti Dairy And Confectionery","+ 91  94442299","5.0","4","Nehran Pukhar","Kangra"
"Thakur Dairy Farm","+ 91  974753063","3.9","23","Alampur","Kangra"
"Image 3 Luxry Salon","+ 91  981972922","4.3","7","Jawali","Kangra"
"Shruti Dairy And Confectionery","+ 91  9413838360","5.0","4","Nehran Pukhar","Kangra"
"Maa Brijeshwari Power Products","+ 91  9169493618","4.8","25","Gaggal","Kangra"
"Talwar Dairy Farm","+ 91  9450656665","3.9","33","Talwar","Kangra"
"International Marketing Company- Herbal Products","","","0","","Kangra"
"Garden Fruit Products","+ 91  9484283230","4.7","26","","Kangra"
"Talwar Dairy Farm","+ 91  9485995339","3.9","33","Talwar","Kangra"
"Baba Dairy And Restaurant","+ 91  9890237050","4.2","114","Panchrukhi","Kangra"
"Kisan Agro Product Industries","+ 91  1899471448","4.0","1","Palampur","Kangra"
"Thakur Dairy Farm","+ 91  9737927780","3.9","23","Alampur","Kangra"
"Talwar Dairy Farm","+ 91  9462160017","3.9","33","Talwar","Kangra"
"Kisan Agro Product Industries","+ 91  18961731454","4.0","1","Palampur","Kangra"
"Maa Brijeshwari Power Products","+ 91  9198034017","4.8","25","Gaggal","Kangra"
"Baba Dairy And Restaurant","+ 91  9877043268","4.2","114","Panchrukhi","Kangra"
"International Marketing Company- Herbal Products","","","0","","Kangra"
