"Name","Phone","Address"

"PVR Orion Gold","+ 91  80 33674383","Pvr Orion Mall, 3rd Floor, Brigade Gateway, Malleswaram, Bangalore - 560003"
"PVR Soul Spirit","+ 91  80 33569385","Soul Space Spirit, Bangalore Central Mall, Outer Ring Road, Bellandur, Bangalore - 560103, Opposite To Acme Harmony Apartments"
"PVR IMAX","+ 91  80 33057250","No.408, 3rd Floor, VR Bengaluru Mall, 3rd Cross, Whitefield Main Road, Mahadevapura, Bangalore - 560048, Near Phoenix Market City"
"PVR Regalia","+ 91  80 33057253","Msr Regaliaa Elements Mall, 5th Floor, Survey No.132(P), 100 Feet Wide, Thanisandra Main Road, Kasaba Hobli, Nagawara, Bangalore - 560045, Behind Manyata Tech Park"
"PVR Forum","+ 91  80 22067885","The Forum Mall, 21-22, Adugodi Main Road, Koramangala, Bangalore - 560095"
"Sri Vinayaka Theatre","+ 91  80 33518922","No.93/3, Munnekolala, Marathahalli, Bangalore - 560037, Near Outer Ring Road Bridge"
"PVR Arena","+ 91  80 33569555","Total Mall, Soul Space Arena, Marathahalli Outer Ring Road, Doddanekundi Extension, Bangalore - 560037, Opposite To EMC"
"INOX Cinemas","+ 91  80 33700720","2nd Floor, Utility Building, Old Symphony, M G Road, Bangalore - 560001"
"INOX Cinemas","+ 91  80 41128888","C/O INOX Leisure Ltd, 4th Floor, Garuda Mall, Magrath Road, Bangalore - 560025"
"INOX Cinemas","+ 91  80 33700714","Shree Garuda Swagath Mall, 30th Cross, Tilaknagar Main Road, Jayanagar, Bangalore - 560011"
"Carnival Cinemas","+ 91  80 33083747","No.8, Rockline Mall, Jalahalli Cross, Chokkasandra, T Dasarahalli, Bangalore - 560057"
"INOX Cinemas","+ 91  80 33700707","Lido Mall, 2nd Floor, Swami Vivekananda Road, Ulsoor, Bangalore - 560008, Next To Hyatt Bangalore, Off Mg Road"
"Cinepolis Cinema","+ 91  80 33080570","Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore - 560076, Opposite To Meenakshi Temple"
"PVR Orion","+ 91  80 33530613","Pvr Orion Mall, 3rd Floor, Brigade Gateway, Malleswaram, Bangalore - 560003"
"PVR Market City","+ 91  80 33641011","Marketcity Mall, Mahadevapura, Bangalore - 560048"
"INOX Cinemas","+ 91  80 33700724","5th Floor, Bangalore Central, 45th Cross, Jp Nagar 2nd Phase, Bangalore - 560078"
"PVR Pepsi IMAX","+ 91  80 22067885","The Forum Mall, 21-22, Adugodi Main Road, Koramangala, Bangalore - 560095"
"INOX Cinemas","+ 91  80 33700722","No.62, 2nd Floor, Forum Value Mall, Whitefield Main Road, Bangalore - 560066"
"INOX Cinemas","+ 91  80 33700723","No.1, Mantri Square Mall, 3rd Floor, Sampige Road, Malleswaram, Bangalore - 560003"
"PVR Forum Gold","+ 91  80 33640193","The Forum Mall, 21-22, Adugodi Main Road, Koramangala, Bangalore - 560095"
"Gopalan Cinemas","+ 91  80 26599900","Gopalan Arcade Mall, Mysore Road, Nayandanahalli, Rajarajeshwari Nagar, Bangalore - 560098, Near Rajarajeshwari Gate"
"Veeresh Cinemas","+ 91  80 23350455","No.13/1, 13/2, Agrahara Dasarahalli, Govindaraja Nagar Ward, Magadi Main Road-Vijaynagar, Bangalore - 560040"
"Navarang Theatre","","Navarang Theatre Building, 2nd Block, 80 Feet Road, Dr Rajkumar Road, Rajajinagar, Bangalore - 560010"
"Cinepolis Cinema","","No.42, Eta Namma Mall, 3rd Floor, Tank Bund Road, Kempapura Agrahara, Binnypete, Bangalore - 560026"
"Gopalan Cinemas","+ 91  80 26599900","No.148, Gopalan Legacy Mall, Sirsi Circle, Mysore Road, Bangalore - 560026, Near Satellite Bus Stop"
"Gopalan Cinemas","+ 91  80 26599900","Gopalan Grand Mall, Nagavar Palya, Old Madras Road, Bangalore - 560016, Above More Supermarket"
"HMT Cinema","","HMT Complex, Jalahalli, Bangalore - 560013, Near Kamath Hotel & Police Station"
"PVR Vaishnavi Sapphire Mall","+ 91  80 33057251","Vaishnavi Sapphire Mall, Tumkur Road, Phase 1, Yeshwanthpur Industrial Suburb, Bangalore - 560022"
"Cauvery Theatre","+ 91  80 23361528","No.8/1, T Chowdaiah Road, Sankey Road, Bangalore - 560020"
"Kamakya Theatre","+ 91  9886249446","No.43/2, 1st Cross, 5th Block, 100 Feet Road, Katriguppe, Banashankari 3rd Stage, Bangalore - 560085"
"Veerabhadreshwara Theatre","+ 91  80 23239023","No.33/6, Beml Layout, Kamalanagar, Bangalore - 560079, Opposite To Om Shakti Temple"
