"Name","Phone","Rating","Votes","Locality","City"
"Dairy Day","+ 91  9922131595","3.7","31","Velacheri","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Dairy Plus India Ltd","+ 91  44 54737572","2.0","1","Kodambakkam","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9874110085","","0","Near By V.A.O Office","Chennai"
"Dairy Day Cakes","+ 91  9938015328","","0","Choolaimedu","Chennai"
"Dairy Day Ice Cream","+ 91  9715794495","4.3","7","Kovilambakkam","Chennai"
"Dairy Fresh Restaurant","+ 91  908876755","4.5","2","Tambaram East","Chennai"
"Dairy Day Cakes","+ 91  995836213","","0","Choolaimedu","Chennai"
"Dairy Development Department","+ 91  44 21624662","4.7","9","Madhavaram Milk Colony","Chennai"
" Dairy","+ 91  44 47305907","","0","Kottivakkam","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9893821647","","0","Near By V.A.O Office","Chennai"
"Dairy Development Department","+ 91  44 22704629","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Day","+ 91  9992929378","3.7","31","Velacheri","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Mangalam Dairy Shop","+ 91  7412200623","","0","Maduravoyal","Chennai"
"Dairy Foods","+ 91  44 257120","3.7","6","Saidapet","Chennai"
"Dairy Day","+ 91  9927288138","3.7","31","Velacheri","Chennai"
"Dairy Day Cakes","+ 91  9965364004","","0","Choolaimedu","Chennai"
"Dairy Day Ice Cream","+ 91  9733504536","4.3","7","Kovilambakkam","Chennai"
"Dairy Development Department","+ 91  44 29483511","4.7","9","Madhavaram Milk Colony","Chennai"
"Vision dairy shop","+ 91  8326272660","","0","Maduravoyal","Chennai"
"Dairy Day Ice Cream","+ 91  9717418604","4.3","7","Kovilambakkam","Chennai"
" Dairy","+ 91  44 89531545","","0","Kottivakkam","Chennai"
"Dairy Foods","+ 91  44 81577757","3.7","6","Saidapet","Chennai"
"Dairy Day Cakes","+ 91  9978637700","","0","Choolaimedu","Chennai"
"Dairy Day","+ 91  9929624199","3.7","31","Velacheri","Chennai"
"Aavin Milk & Dairy Products Shop","+ 91  9083215812","","0","Vellanur","Chennai"
"Dairy Foods","+ 91  44 91738438","3.7","6","Saidapet","Chennai"
"Dairy Plus India Ltd","+ 91  44 10396075","2.0","1","Kodambakkam","Chennai"
"Dairy Plus India Ltd","+ 91  44 9456481","2.0","1","Kodambakkam","Chennai"
"Dairy Day Cakes","+ 91  9988192199","","0","Choolaimedu","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Dairy Fresh Restaurant","+ 91  9083248727","4.5","2","Tambaram East","Chennai"
"Dairy Development Department","+ 91  44 50044620","4.7","9","Madhavaram Milk Colony","Chennai"
" Dairy","+ 91  44 44766617","","0","Kottivakkam","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9887294054","","0","Near By V.A.O Office","Chennai"
"Dairy Day","+ 91  9939380953","3.7","31","Velacheri","Chennai"
"Dairy Foods","+ 91  44 23045732","3.7","6","Saidapet","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9823469083","","0","Near By V.A.O Office","Chennai"
"Dairy Fresh Restaurant","+ 91  9065484893","4.5","2","Tambaram East","Chennai"
" Dairy","+ 91  44 617101","","0","Kottivakkam","Chennai"
"Dairy Plus India Ltd","+ 91  44 13721801","2.0","1","Kodambakkam","Chennai"
"Dairy Day Ice Cream","+ 91  9786052794","4.3","7","Kovilambakkam","Chennai"
"Dairy Day Ice Cream","+ 91  9758957182","4.3","7","Kovilambakkam","Chennai"
"Dairy Development Department","+ 91  44 84932825","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9881996138","","0","Near By V.A.O Office","Chennai"
"Dairy Foods","+ 91  44 44514920","3.7","6","Saidapet","Chennai"
"Dairy Fresh Restaurant","+ 91  9019872568","4.5","2","Tambaram East","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
