"Name","Phone","Rating","Votes","Locality","City"
"Dairy Foods","+ 91  44 18316211","3.7","6","Saidapet","Chennai"
" Dairy","+ 91  44 49856656","","0","Kottivakkam","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Aavin Milk & Dairy Products Shop","+ 91  9060728067","","0","Vellanur","Chennai"
"Dairy Development Department","+ 91  44 28907111","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Fresh Restaurant","+ 91  9075584585","4.5","2","Tambaram East","Chennai"
"Dairy Foods","+ 91  44 31650596","3.7","6","Saidapet","Chennai"
"Dairy Development Department","+ 91  44 78386396","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Development Department","+ 91  44 55894531","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Fresh Restaurant","+ 91  9031058618","4.5","2","Tambaram East","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9834335872","","0","Near By V.A.O Office","Chennai"
"Dairy Day Ice Cream","+ 91  9713639086","4.3","7","Kovilambakkam","Chennai"
"Dairy Day Cakes","+ 91  9978194556","","0","Choolaimedu","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  989209611","","0","Near By V.A.O Office","Chennai"
"Dairy Day Cakes","+ 91  9950669660","","0","Choolaimedu","Chennai"
"Dairy Fresh Restaurant","+ 91  9077522414","4.5","2","Tambaram East","Chennai"
"Dairy Day","+ 91  9911461616","3.7","31","Velacheri","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9881940683","","0","Near By V.A.O Office","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Dairy Development Department","+ 91  44 8219950","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Day","+ 91  9983324271","3.7","31","Velacheri","Chennai"
"Dairy Day","+ 91  9948793171","3.7","31","Velacheri","Chennai"
"Dairy Day","+ 91  9960676622","3.7","31","Velacheri","Chennai"
"Dairy Plus India Ltd","+ 91  44 30858753","2.0","1","Kodambakkam","Chennai"
"Mangalam Dairy Shop","+ 91  7493450355","","0","Maduravoyal","Chennai"
"Dairy Day Cakes","+ 91  9970161207","","0","Choolaimedu","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Dairy Day Ice Cream","+ 91  9750035189","4.3","7","Kovilambakkam","Chennai"
"Dairy Day Ice Cream","+ 91  9751274089","4.3","7","Kovilambakkam","Chennai"
"Dairy Foods","+ 91  44 81419490","3.7","6","Saidapet","Chennai"
" Dairy","+ 91  44 34855093","","0","Kottivakkam","Chennai"
"Dairy Development Department","+ 91  44 64670180","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Day","+ 91  9963372996","3.7","31","Velacheri","Chennai"
"Dairy Day Cakes","+ 91  9952478255","","0","Choolaimedu","Chennai"
"Dairy Fresh Restaurant","+ 91  9095113998","4.5","2","Tambaram East","Chennai"
"Dairy Day Ice Cream","+ 91  9757456284","4.3","7","Kovilambakkam","Chennai"
"Dairy Plus India Ltd","+ 91  44 10364521","2.0","1","Kodambakkam","Chennai"
"Dairy Foods","+ 91  44 92472543","3.7","6","Saidapet","Chennai"
"Dairy Plus India Ltd","+ 91  44 88710090","2.0","1","Kodambakkam","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Dairy Day Ice Cream","+ 91  9747565205","4.3","7","Kovilambakkam","Chennai"
"Dairy Plus India Ltd","+ 91  44 17840048","2.0","1","Kodambakkam","Chennai"
" Dairy","+ 91  44 21405303","","0","Kottivakkam","Chennai"
"Dairy Foods","+ 91  44 89761533","3.7","6","Saidapet","Chennai"
" Dairy","+ 91  44 4035861","","0","Kottivakkam","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9860115591","","0","Near By V.A.O Office","Chennai"
"Dairy Day Cakes","+ 91  9962341340","","0","Choolaimedu","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9824298186","","0","Near By V.A.O Office","Chennai"
"Vision dairy shop","+ 91  8375293585","","0","Maduravoyal","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
