"Name","Phone","Rating","Votes","Locality","City"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9823612889","","0","Near By V.A.O Office","Chennai"
"Dairy Foods","+ 91  44 93740900","3.7","6","Saidapet","Chennai"
"Dairy Plus India Ltd","+ 91  44 41930082","2.0","1","Kodambakkam","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Dairy Day Cakes","+ 91  993746948","","0","Choolaimedu","Chennai"
"Dairy Day Ice Cream","+ 91  9751751244","4.3","7","Kovilambakkam","Chennai"
"Dairy Day","+ 91  998844686","3.7","31","Velacheri","Chennai"
" Dairy","+ 91  44 59311046","","0","Kottivakkam","Chennai"
"Dairy Fresh Restaurant","+ 91  9069968032","4.5","2","Tambaram East","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
" Dairy","+ 91  44 25645432","","0","Kottivakkam","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Dairy Day","+ 91  9979560451","3.7","31","Velacheri","Chennai"
"Vision dairy shop","+ 91  837876996","","0","Maduravoyal","Chennai"
"Dairy Day","+ 91  9974967440","3.7","31","Velacheri","Chennai"
"Dairy Plus India Ltd","+ 91  44 6153572","2.0","1","Kodambakkam","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  989607796","","0","Near By V.A.O Office","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9864162210","","0","Near By V.A.O Office","Chennai"
"Dairy Fresh Restaurant","+ 91  9012914548","4.5","2","Tambaram East","Chennai"
"Dairy Foods","+ 91  44 93906149","3.7","6","Saidapet","Chennai"
"Dairy Day Ice Cream","+ 91  9790135649","4.3","7","Kovilambakkam","Chennai"
"Dairy Foods","+ 91  44 14043280","3.7","6","Saidapet","Chennai"
"Dairy Foods","+ 91  44 9216921","3.7","6","Saidapet","Chennai"
" Dairy","+ 91  44 80324558","","0","Kottivakkam","Chennai"
"Dairy Day Cakes","+ 91  9979907965","","0","Choolaimedu","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9837124456","","0","Near By V.A.O Office","Chennai"
"Dairy Development Department","+ 91  44 40771181","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Day Ice Cream","+ 91  9718126710","4.3","7","Kovilambakkam","Chennai"
"Dairy Classic Icecreams Pvt Ltd","+ 91  9810114983","","0","Near By V.A.O Office","Chennai"
"Dairy Development Department","+ 91  44 45471304","4.7","9","Madhavaram Milk Colony","Chennai"
"Mangalam Dairy Shop","+ 91  746668261","","0","Maduravoyal","Chennai"
"Dairy Day Cakes","+ 91  9958576461","","0","Choolaimedu","Chennai"
"Dairy Day","+ 91  9937734310","3.7","31","Velacheri","Chennai"
"Dairy Day Cakes","+ 91  9952918944","","0","Choolaimedu","Chennai"
"Dairy Day Ice Cream","+ 91  9725637182","4.3","7","Kovilambakkam","Chennai"
"Dairy Development Department","+ 91  44 54279880","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Day","+ 91  9926329729","3.7","31","Velacheri","Chennai"
"Dairy Day Cakes","+ 91  9912120374","","0","Choolaimedu","Chennai"
"Dairy Fresh Restaurant","+ 91  9041266523","4.5","2","Tambaram East","Chennai"
"Aavin Milk & Dairy Products Shop","+ 91  9094614467","","0","Vellanur","Chennai"
"Dairy Development Department","+ 91  44 91308511","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Day Ice Cream","+ 91  9792400194","4.3","7","Kovilambakkam","Chennai"
"Dairy Development Department","+ 91  44 50885496","4.7","9","Madhavaram Milk Colony","Chennai"
"Dairy Day Corner","","3.5","2","Avadi","Chennai"
"Dairy Plus India Ltd","+ 91  44 65609650","2.0","1","Kodambakkam","Chennai"
"Dairy Fresh Restaurant","+ 91  9069305022","4.5","2","Tambaram East","Chennai"
"Dairy Foods","+ 91  44 58388237","3.7","6","Saidapet","Chennai"
" Dairy","+ 91  44 43154678","","0","Kottivakkam","Chennai"
"Dairy Plus India Ltd","+ 91  44 11851003","2.0","1","Kodambakkam","Chennai"
