"Name","Phone","Rating","Votes","Locality","City"
"Mv Pharma & Distributor","+ 91  7334118728","","0","Nadan Mahal Road","Lucknow"
"Pharma Hub","+ 91  52261347065","","0","Shivaji Marg","Lucknow"
"Pharma herbs","+ 91  8389219596","","0","Jankipuram","Lucknow"
"Pharma","+ 91  7939155476","","0","Gomti Nagar","Lucknow"
"Bright 4 Wheel Sales Pvt Ltd","+ 91  52298452886","4.1","1249","Vikas Nagar","Lucknow"
"Pharma","+ 91  9841743537","4.0","1","Aminabad","Lucknow"
"pharma rading company","+ 91  9530623129","","0","Subhash Marg","Lucknow"
"Pharma","+ 91  7910311670","","0","Gomti Nagar","Lucknow"
"Pharma and Bakery","+ 91  52223609307","","0","Aminabad","Lucknow"
"United Pharma Distributors","+ 91  9986934331","1.0","2","Aliganj","Lucknow"
"Pharma Assoc","+ 91  52275962733","5.0","1","Transport Nagar","Lucknow"
"Pharma herbs","+ 91  8347198613","","0","Jankipuram","Lucknow"
"Pharma Assoc","+ 91  52273048828","5.0","1","Transport Nagar","Lucknow"
"Pharma and Bakery","+ 91  52232687316","","0","Aminabad","Lucknow"
"Pharma herbs","+ 91  8346248150","","0","Jankipuram","Lucknow"
"Pharma","+ 91  7968548056","","0","Gomti Nagar","Lucknow"
"Hotel Orchid 2 (OYO 9967)","+ 91  915289324","3.5","301","Gomti Nagar","Lucknow"
"Nainital Momos Season 2","+ 91  052246375097","4.2","1695","Gomti Nagar","Lucknow"
"Pharma Hub","+ 91  52223142860","","0","Shivaji Marg","Lucknow"
"Pharma","+ 91  9886450359","4.0","1","Aminabad","Lucknow"
"Pharma Career Solution","+ 91  9339838180","1.0","1","Lucknow Gpo","Lucknow"
"Pharma Hub","+ 91  52299348951","","0","Shivaji Marg","Lucknow"
"Pharma Hub","+ 91  52219986632","","0","Shivaji Marg","Lucknow"
"Pharma","+ 91  7911225740","","0","Gomti Nagar","Lucknow"
"pharma rading company","+ 91  9584933279","","0","Subhash Marg","Lucknow"
"Pharma World","+ 91  9885576920","5.0","1","Aminabad","Lucknow"
"Pharma","+ 91  9831206565","4.0","1","Aminabad","Lucknow"
"Pharma","+ 91  7960516655","","0","Gomti Nagar","Lucknow"
"Sharma Pharma & Distributor","+ 91  52265246164","","0","Aminabad","Lucknow"
"Pharma","+ 91  9842934595","4.0","1","Aminabad","Lucknow"
"Pharma Herbs","+ 91  838726811","","0","Sitapur Rd Lucknow","Lucknow"
"Pharma Herbs","+ 91  8325407775","","0","Sitapur Rd Lucknow","Lucknow"
"Pharma herbs","+ 91  8383239978","","0","Jankipuram","Lucknow"
"Pharma Herbs","+ 91  8350077499","","0","Sitapur Rd Lucknow","Lucknow"
"Pharma Herbs","+ 91  8396020420","","0","Sitapur Rd Lucknow","Lucknow"
"Mohit International 2 (OYO 28383)","+ 91  915527194","4.1","329","Gomti Nagar","Lucknow"
"Pharma and Bakery","+ 91  52229480932","","0","Aminabad","Lucknow"
"Pharma Assoc","+ 91  52257658804","5.0","1","Transport Nagar","Lucknow"
"Pharma and Bakery","+ 91  52267445786","","0","Aminabad","Lucknow"
"THE PHARMA AGENCIES","+ 91  5228485628","","0","Transport Nagar","Lucknow"
"Pharma herbs","+ 91  8354255593","","0","Jankipuram","Lucknow"
"THE PHARMA AGENCIES","+ 91  52267186004","","0","Transport Nagar","Lucknow"
"NEXA","+ 91  52259558759","4.3","269","Alambagh","Lucknow"
"Pharma Career Solution","+ 91  9399790716","1.0","1","Lucknow Gpo","Lucknow"
"Pharma Career Solution","+ 91  932286578","1.0","1","Lucknow Gpo","Lucknow"
"Pharma and Bakery","+ 91  52220208044","","0","Aminabad","Lucknow"
"PHARMA REVOLUTION","+ 91  6385953599","","0","Indira Nagar Lucknow","Lucknow"
"Pharma","+ 91  9896712234","4.0","1","Aminabad","Lucknow"
"PHARMA REVOLUTION","+ 91  6356424314","","0","Indira Nagar Lucknow","Lucknow"
"Mishra Pharma & Distributors","+ 91  8019271493","5.0","1","Indira Nagar Lucknow","Lucknow"
