"Name","Phone","Rating","Votes","Locality","City"
"4 Season","+ 91  7340035772","4.3","9","Chinhat Lucknow","Lucknow"
"The 5 Star Chef","+ 91  8224019702","2.9","10","LDA Colony","Lucknow"
"4 Season (OYO 19996)","+ 91  9126841719","3.9","222","Chinhat","Lucknow"
"Arcadia Inn 2 (OYO 27618)","+ 91  9173814992","4.0","132","Raj Bhawan Colony","Lucknow"
"Hotel 5 Star","+ 91  9911272674","4.5","4","Alambagh","Lucknow"
"Group 5 Security Services","+ 91  52281831453","5.0","3","Hazratganj","Lucknow"
"Family Bazaar 3","+ 91  8933544679","4.1","907","Vikas Nagar","Lucknow"
"Vinay Khand 3 Park","+ 91  8970425193","3.5","30","Gomti Nagar","Lucknow"
"Bright 4 Wheels","+ 91  7532068004","5.0","4","","Lucknow"
"Paramount Chemists","+ 91  52252573579","4.0","23","Nirala Nagar","Lucknow"
"Piu - 5 Upeida","+ 91  8014467647","3.5","4","Gomti Nagar","Lucknow"
"Relite Chemist","+ 91  9379101472","4.3","8","Aliganj","Lucknow"
"Nainital Momos Season 5","+ 91  052290557267","3.9","130","Hazratganj","Lucknow"
"Mohit International 2 (OYO 28383)","+ 91  918682447","4.1","329","Gomti Nagar","Lucknow"
"Be The Beer Season 2","+ 91  7827434405","4.2","218","Gomti Nagar","Lucknow"
"Chawlas Hot Favourite Of Ludhiyana","+ 91  052255814681","3.3","147","Alambagh","Lucknow"
"Parking No. 5","+ 91  52224612281","3.5","66","Transport Nagar","Lucknow"
"Kidzee Vishal Khand - 3","+ 91  9069004023","4.9","42","Gomti Nagar","Lucknow"
"B K Medical Store Chemist Drugest","+ 91  9451839591","3.9","7","Lucknow Chowk","Lucknow"
"Bright 4 Wheel Sales Pvt Ltd","+ 91  52218734703","4.1","1249","Vikas Nagar","Lucknow"
"Vinay Khand 3 Community Centre","","4.0","166","Gomti Nagar","Lucknow"
"5 Star Beverly Hills Unisex Salon","+ 91  5223248368","4.2","6","Gomti Nagar","Lucknow"
"Suraksha Enclave 2","+ 91  9552592631","4.0","252","","Lucknow"
"Head 2 Toe Day Spa","+ 91  052225740828","4.9","490","Nirala Nagar","Lucknow"
"Ski Net 3 Broadband","+ 91  8015742005","3.5","17","Balaganj","Lucknow"
"Vinamra Khand-3 Park","+ 91  9877257526","3.8","215","","Lucknow"
"Nainital Momos Season 2","+ 91  052218206149","4.2","1695","Gomti Nagar","Lucknow"
"Modern Chemist","+ 91  52287982459","5.0","2","Qaiserbagh","Lucknow"
"ANH - 2 (OYO 7018)","+ 91  9129778247","3.8","70","Gomti Nagar","Lucknow"
"3 Chilli Catering","+ 91  9179441154","3.5","2","La Touche Road","Lucknow"
"Ink 5 Tattoo","+ 91  52235004108","4.5","474","Hazratganj","Lucknow"
"Page 3","+ 91  052277249282","4.0","595","Hazratganj","Lucknow"
"Care Chemist","+ 91  52283037751","3.9","13","Sadar","Lucknow"
"NAV Chemist (Closed Down)","","3.9","8","Alambagh","Lucknow"
"Group 5 Samachar","+ 91  5227332544","4.2","6","Wazir Hasan Road","Lucknow"
"Life Care Chemists","+ 91  9422494573","3.4","7","Aashiyana","Lucknow"
"Esskay  Chemist","+ 91  052255497248","3.8","11","Indira Nagar","Lucknow"
"Chawlas 2","+ 91  052257177746","4.1","355","Gomti Nagar","Lucknow"
"Apna Bazar 3","+ 91  52217164524","3.9","30","Kalyanpur","Lucknow"
"BEST Deal 4 Wheels","+ 91  9158778541","4.3","190","Nirala Nagar","Lucknow"
"Bright 4 wheel Sales pvt. Vikas Nagar","+ 91  9657016738","4.1","751","Vikas Nagar Lucknow","Lucknow"
"NEXA","+ 91  52212149376","4.3","269","Alambagh","Lucknow"
"Bright 4 Wheel Sales Pvt Ltd","+ 91  9285905280","3.6","13","Gomti Nagar","Lucknow"
"Ben 5 Buildcon Pvt Ltd","+ 91  9676505845","5.0","2","Gomti Nagar","Lucknow"
"3 MG Enterprises","+ 91  9460786422","4.5","1","Indira Nagar Lucknow","Lucknow"
"Chilli 4 Chill","+ 91  8776367215","3.9","104","Burlington Chauraha","Lucknow"
"New Chemist","+ 91  52231449387","3.9","15","Alambagh","Lucknow"
"Dr. Anurag K Gupta (Care Chemist)","+ 91  052291789719","","0","Sadar","Lucknow"
"Bright 4 Wheel Sales Pvt Ltd","+ 91  966494685","4.5","373","Ashok Marg","Lucknow"
"Hotel Orchid 2 (OYO 9967)","+ 91  9186264611","3.5","301","Gomti Nagar","Lucknow"
