"Name","Phone","Rating","Votes","Locality","City"
"Samrat Medical & General Stores","+ 91  22 28103900","3.7","4","Mira Road","Mumbai"
"Wel-Come Medical & General Store","+ 91  9860800429","4.8","3","Mira Road","Mumbai"
"Wellness Forever","+ 91  22 34947471","4.0","268","Mira Road","Mumbai"
"Aditya Medical Stores","+ 91  9874256033","5.0","6","Mira Road","Mumbai"
"Mahadev Chemist","+ 91  8870211263","5.0","1","Mira Road","Mumbai"
"Sirvi Medical","+ 91  8889350903","5.0","2","Mira Road","Mumbai"
"Loknath Medical & General Store","+ 91  9325933760","4.0","2","Mira Road","Mumbai"
"Best Medicals","+ 91  8076136742","4.1","7","Mira Road","Mumbai"
"Shree Apple Pharmacy","+ 91  22 78395013","","0","Bhayandar East","Mumbai"
"Mahalaxmi Medical And General Stores","+ 91  88397504","4.2","3","Beverly Park-Mira Road","Mumbai"
"Reliable Chemist & General Store","+ 91  22 85261592","4.8","3","Mira Road","Mumbai"
"New Life Medical","+ 91  8666064629","5.0","1","Poonam Garden-Mira Road","Mumbai"
"Raja Medical & General Stores","+ 91  22 33388813","3.9","7","Mira Road","Mumbai"
"Navya Medical & General Store","+ 91  22 53700976","3.8","16","Mira Road","Mumbai"
"Noble Chemist","+ 91  022 69038631","4.0","59","Mira Road","Mumbai"
"Cure Chemist","+ 91  22 36894707","3.8","14","Vijay Park-Mira Road","Mumbai"
"Rubens Medical & General Store","+ 91  22 51163350","3.9","5","Mira Road","Mumbai"
"Unique Chemist &General Store","+ 91  985193601","4.2","3","Mira Road","Mumbai"
"Jai Ambe Medical & General Store","+ 91  9899857177","3.8","4","Mira Road","Mumbai"
"Welcome Medical And General Stores","+ 91  22 40504789","4.3","8","Mira Road","Mumbai"
"Apna medical store","+ 91  9623164016","5.0","1","Mira Road","Mumbai"
"Superior Chemist","+ 91  8888542441","5.0","1","Mira Road","Mumbai"
"Yashavi Medical & General Stores","+ 91  9745121009","4.0","1","Mira Road","Mumbai"
"City Medical Store","+ 91  8476388376","4.0","3","Beverly Park-Mira Road","Mumbai"
"All India Chemist","+ 91  22 44085324","4.5","5","Mira Road","Mumbai"
"Jan Aushadhi Store","+ 91  8646034604","4.4","35","Ramdev Park-Mira Road","Mumbai"
"Sathi Chemist","+ 91  8494568385","4.5","1","Mira Road","Mumbai"
"Suraj Chemist & Druggist","+ 91  9824132481","3.3","12","Mira Road","Mumbai"
"Juana Chemist","+ 91  22 50124132","0.5","2","Mira Road","Mumbai"
"Medicine Centre & Gen Stores","+ 91  8655161668","","0","Mumbra","Mumbai"
"Pankaj Medical","+ 91  9834844952","4.6","4","Mira Road","Mumbai"
"Shiv Medical & General Stores","+ 91  22 39695069","3.5","2","Mira Road","Mumbai"
"Maruti Medical Store","+ 91  22 77316100","4.5","2","Mira Road","Mumbai"
"Shree Rajeshwar Chemist","+ 91  8072701507","5.0","2","Bhayandar East","Mumbai"
"Shiv Medical & General Store","+ 91  9590281686","4.7","5","Mira Road","Mumbai"
"Medicine Centre","+ 91  7587824756","","0","Mumbra","Mumbai"
"Satyam Chemist","+ 91  9849137844","4.0","6","Mira Road","Mumbai"
"Ashish Medical & General Store","+ 91  8116689767","4.0","2","Mira Road","Mumbai"
"Suman Medical & General Stores","+ 91  022 26859781","3.6","50","Mira Road","Mumbai"
"Shree Vardayini Chemist","+ 91  22 74376614","5.0","1","Mira Road","Mumbai"
"Mira Chemist & Druggists","+ 91  22 99923548","4.3","4","Mira Road","Mumbai"
"Sandeep Ayurvedic Medicine Dealer","+ 91  8123049232","","0","Prabhadevi","Mumbai"
"Ansh Medical","+ 91  22 39765301","","0","Bhayandar East","Mumbai"
"Royal Medical","+ 91  9984926662","4.0","2","Mira Road","Mumbai"
"Wellness Forever","+ 91  022 41262125","4.1","37","Bhayandar West","Mumbai"
"Wellness Forever","+ 91  22 93931916","4.2","407","Bhayandar West","Mumbai"
"Royal Medical & General Store","+ 91  22 85633290","1.8","2","Mira Road","Mumbai"
"All India Chemist Medical & General Store","+ 91  22 25772298","4.0","1","Mira Road","Mumbai"
"Ambika Chemist & General Store","+ 91  22 40769893","3.4","8","Mira Road","Mumbai"
"Shraddha Medical & General Store","+ 91  022 12703216","4.1","11","Shanti Park-mira Road","Mumbai"
"Flora Chemist","+ 91  22 64132286","4.1","140","Mira Road","Mumbai"
"Life More Healthy","+ 91  22 40977786","5.0","2","Mira Road","Mumbai"
"Balaji Medicare","+ 91  22 182587","4.5","2","Mira Road","Mumbai"
"National Medical & General Store","+ 91  22 19909376","3.7","7","Mira Road","Mumbai"
"Varsha Chemist & General Store","+ 91  022 51672637","3.3","6","Mira Road","Mumbai"
"Apollo Pharmacy","+ 91  40 47896406","3.8","73","Bhayandar West","Mumbai"
"Medicine Chemist & Drugists","+ 91  9983733266","","0","Vikhroli East","Mumbai"
"Shri Krishna Medical","+ 91  9855533276","4.1","3","Mira Road","Mumbai"
"Shree Medical Store","+ 91  9871663612","3.7","16","Mira Road","Mumbai"
"Suvidha Chemist","+ 91  22 54999349","5.0","2","Mira Road","Mumbai"
"Muskan Medical & General Stores","+ 91  9873817425","4.0","2","Mira Road","Mumbai"
"National Chemist & General  Store","+ 91  22 64272923","","0","Bhayandar East","Mumbai"
"Balaji Chemist","+ 91  9983999693","3.8","29","Mira Road","Mumbai"
"Ambika Medical","+ 91  9956470828","","0","Bhayandar East","Mumbai"
"Manoj Medical","+ 91  8956003239","4.0","3","Mira Road","Mumbai"
"Shiv Krupa Medical","+ 91  7032095231","","0","Bhayandar East","Mumbai"
"Navjyoti Medical & General Store","+ 91  998962087","2.8","2","Mira Road","Mumbai"
"Apollo Pharmacy","+ 91  40 64900291","3.9","565","Mira Road","Mumbai"
"Maruti Medical & General Store","+ 91  9889413085","3.8","2","Mira Road","Mumbai"
"Darshan Chemist","+ 91  9152164305","4.6","4","Bhayandar East","Mumbai"
