"Name","Phone","Rating","Votes","Locality","City"
"Satkar Medical Store","+ 91  11 39446728","5.0","2","Jangpura","Delhi"
"S K Medicos","+ 91  11 32357296","","0","Ashram","Delhi"
"Sangam Chemist","+ 91  9875515278","","0","Kotla Mubarakpur","Delhi"
"Durga Medicos","+ 91  9725552072","","0","Bhogal","Delhi"
"Medicine.com","+ 91  11 50754012","4.2","28","Greater Kailash 2","Delhi"
"Apollo Pharmacy","+ 91  8847997311","4.0","128","Lajpat Nagar 1","Delhi"
"Preet Medicos & General Stores","+ 91  9891061898","4.1","106","Khan Market","Delhi"
"Saraswati Janta Store","+ 91  9947834796","0.5","1","Nizamuddin East","Delhi"
"Drs Point Pharmacy","+ 91  11 74367077","5.0","2","Meharchand Market","Delhi"
"Delhi Generic Medicine Dealers Association","+ 91  11 79372997","3.8","12","","Delhi"
"Parkash Medicos","+ 91  11 99573664","4.5","4","Nizamuddin","Delhi"
"M R Medicare","+ 91  974187993","5.0","10","Darya Ganj","Delhi"
"Chemico","","4.1","32","Connaught Place","Delhi"
"Popular Chemist","+ 91  011 4803102","3.9","57","Sundar Nagar","Delhi"
"Anhal Pharmacy","+ 91  9815692329","5.0","2","Nizamuddin East","Delhi"
"Kalra Medicos","+ 91  11 20924538","4.5","2","Ashram","Delhi"
"Popli Homoeo Pharmacy","+ 91  011 52663337","4.0","112","Dwarka Sector 7","Delhi"
"Apollo Pharmacy","+ 91  8843197347","3.5","6","Bhogal","Delhi"
"Modern Chemist","+ 91  011 19367127","5.0","1","Jangpura","Delhi"
"Sachdeva medical store","+ 91  11 20418676","","0","Jangpura","Delhi"
"Guardian Pharmacy","+ 91  011 34118426","3.8","42","Khanna Mkt","Delhi"
"S.l.pharma","+ 91  98958232","4.1","5","Sarai Kale Khan","Delhi"
"Wellbeing Chemists","+ 91  9761509886","4.3","36","Bengali Market","Delhi"
"3g Chemist","+ 91  11 8028253","4.0","254","Defence Colony","Delhi"
"Al-anas Medical Store","+ 91  11 21979046","4.3","21","Nizamuddin West","Delhi"
"Radha Madhav Pharmacy","+ 91  9664523160","","0","Maharani Bagh","Delhi"
"Batra medicoes","+ 91  11 55975371","5.0","1","Nehru Nagar","Delhi"
"Citi Medicos","","4.0","1","Lodhi Road","Delhi"
"Agam Medicos","","","0","Nizamuddin East","Delhi"
"Chabra Medicoes","+ 91  11 49715995","","0","Sri Niwaspuri","Delhi"
"Appolo Pharmacy","+ 91  011 21487015","3.9","17","Jangpura Extention","Delhi"
"Aditya Medicos","+ 91  9822121294","","0","Jangpura","Delhi"
"Sitra Health Care.","+ 91  9723912226","4.3","12","Jangpura Extention","Delhi"
"Abdul Pharmacy","+ 91  8379453123","","0","Jangpura","Delhi"
"Sewak Medical Store","+ 91  11 24423746","1.0","1","Tilak Marg","Delhi"
"Luthra Chemist","+ 91  011 22391786","4.0","10","Nizamuddin East","Delhi"
"Kumar Medicos","+ 91  011 15690656","4.2","34","Lajpat Nagar 2","Delhi"
"Sitra Healthcare","+ 91  011 54284945","3.7","8","Bhogal","Delhi"
"Popular Medicos","+ 91  9639700614","4.3","162","Defence Colony","Delhi"
"Kathpalia medicos","+ 91  958522923","","0","Lajpat Nagar 1","Delhi"
"Ayushman The Pharmacy Expert","+ 91  011 12780985","5.0","4","Jangpura","Delhi"
"Fortis Healthworld","+ 91  11 75512050","4.1","275","Defence Colony","Delhi"
"Mehar Chand & Sons","+ 91  11 67713912","5.0","2","Bhogal","Delhi"
"Tibetian Medical & Astro Institute","+ 91  11 68997843","4.3","176","Nizamuddin","Delhi"
"Azim Medical Stores","+ 91  9874680198","5.0","2","Nizamuddin","Delhi"
"Ram Chemist","+ 91  8991132601","","0","Nizamuddin","Delhi"
"Medicine Mart","+ 91  9349367731","","0","Model Town 3","Delhi"
"Bhartiya Homeopathic Pharmacy","+ 91  11 60743985","4.2","28","Lajpat Nagar","Delhi"
"Medicine Dot Com","+ 91  011 13771109","4.3","596","Greater Kailash 2","Delhi"
"J B Chemicals & Pharma Ltd","+ 91  11 60934762","3.4","5","Connaught Place","Delhi"
"Medicine Point Pharmacy","+ 91  11 8300122","3.9","11","Lajpat Nagar 1","Delhi"
"98.4 Degree","+ 91  011 64358116","4.0","124","Greater Kailash","Delhi"
"Waqar Medicos","+ 91  011 96012277","3.9","24","Nizamuddin West","Delhi"
