"Name","Phone","Rating","Votes","Locality","City"
"Chawla Chicken Restaurant","+ 91  9168076311","4.3","591","Railway Station","Ludhiana"
"Dairy Group Isru","+ 91  9888470193","5.0","2","Isru","Ludhiana"
"Cheema Dairy & Sweet Shop","+ 91  989233877","3.7","30","Pohiar","Ludhiana"
"Dairy Landz","+ 91  9844854586","","0","Haibowal Kalan","Ludhiana"
"Aggarwal Dairy Equipment Company","+ 91  9139184253","3.7","39","Ludhiana Bus Stand","Ludhiana"
"Dairy Landz","+ 91  9829316212","","0","Haibowal Kalan","Ludhiana"
"Chawlas 2","+ 91  016133949135","4.0","1153","Dugri Road","Ludhiana"
"Pal Dairy Sweet Shop","+ 91  9837566035","2.5","1","Mundian Kalan","Ludhiana"
"Dairy Day","+ 91  9761555546","","0","Pakhowal Road","Ludhiana"
"Dairy Day","+ 91  974600272","","0","Pakhowal Road","Ludhiana"
"Jawanda Dairy & Sweets Shop","+ 91  9558388740","3.8","57","Shankar","Ludhiana"
"Aggarwal Dairy Equipment Company","+ 91  9166861777","3.7","39","Ludhiana Bus Stand","Ludhiana"
"Dairy Landz","+ 91  9870090022","","0","Haibowal Kalan","Ludhiana"
"Dairy","+ 91  64159408451","3.5","26","Guru Preet Nagar","Ludhiana"
"Choudhary Dairy & Sweet Shop","+ 91  9490054641","","0","New Subhash Nagar","Ludhiana"
"Dairy Day","+ 91  9521337154","","0","Pakhowal Road","Ludhiana"
"Dairy Day Milk & sweet","+ 91  8214819108","4.5","1","Model Town","Ludhiana"
"Dairy Toys Ice Cream","+ 91  9385408764","","0","Opposite Puri Pansari","Ludhiana"
"Dairy Day","+ 91  9727793870","","0","Pakhowal Road","Ludhiana"
"Dairy Day Milk & sweet","+ 91  8254163450","4.5","1","Model Town","Ludhiana"
"Dairy Group Isru","+ 91  9888077861","5.0","2","Isru","Ludhiana"
"Chawla Chicken Restaurant","+ 91  16135063798","3.9","366","Ferozepur Road","Ludhiana"
"Dairy Group Isru","+ 91  9883264821","5.0","2","Isru","Ludhiana"
"Quality Dairy & Sweet Shop","+ 91  9862999102","3.7","42","Samrala","Ludhiana"
"Dairy Day","+ 91  9578055296","","0","Pakhowal Road","Ludhiana"
"Dairy Day","+ 91  9570638848","","0","Pakhowal Road","Ludhiana"
"Dairy Toys Ice Cream","+ 91  9325149696","","0","Opposite Puri Pansari","Ludhiana"
"Dairy","+ 91  64124514561","3.5","26","Guru Preet Nagar","Ludhiana"
"Dairy Day","+ 91  7839383","","0","Phullanwal","Ludhiana"
"Dairy Products Dealr","+ 91  9886359828","","0","","Ludhiana"
"Dairy Day","+ 91  9553619915","","0","Pakhowal Road","Ludhiana"
"Dairy Day","+ 91  9734088093","","0","Pakhowal Road","Ludhiana"
"Dairy Day","+ 91  7842222300","","0","Phullanwal","Ludhiana"
"Dairy Day","+ 91  7857061747","","0","Phullanwal","Ludhiana"
"Dairy Day","+ 91  7873649673","","0","Phullanwal","Ludhiana"
"Gill Dairy And Sweet Shop","","","0","Gill","Ludhiana"
"Dairy Landz","+ 91  9810628439","","0","Haibowal Kalan","Ludhiana"
"Dairy Products Dealr","+ 91  9844167169","","0","","Ludhiana"
"Dairy","+ 91  64141922093","3.5","26","Guru Preet Nagar","Ludhiana"
"Dairy","+ 91  64137426377","3.5","26","Guru Preet Nagar","Ludhiana"
"Dairy Products Dealr","+ 91  9873326490","","0","","Ludhiana"
"Dairy Gold Ice Cream","+ 91  948989713","3.8","9","Ludhiana Ho","Ludhiana"
"Jai Ambe Dairy & Sweets shop","+ 91  8520004980","","0","Haibowal Kalan","Ludhiana"
"Lovely Dairy Shop","+ 91  991962178","5.0","3","Gill Road","Ludhiana"
"Cheema Dairy & Sweet Shop","","","0","Mullanpur","Ludhiana"
"Manraj Dairy And Sweet Shop (Closed Down)","","3.2","22","Dholan","Ludhiana"
"Dairy Day Milk & sweet","+ 91  8289740470","4.5","1","Model Town","Ludhiana"
"Dairy Day Milk & sweet","+ 91  8234988004","4.5","1","Model Town","Ludhiana"
"Dairy Toys Ice Cream","+ 91  9360711701","","0","Opposite Puri Pansari","Ludhiana"
"Dairy Group Isru","+ 91  9845192147","5.0","2","Isru","Ludhiana"
