"Name","Phone","Rating","Votes","Locality","City"
"Chhabra Dairy","+ 91  16192330580","5.0","3","Punjab Mata Nagar","Ludhiana"
"Garcha Sidhu Dairy","+ 91  9845989142","","0","Gill Road","Ludhiana"
"Kumar Dairy","+ 91  9885133742","","0","Guru Angad Dev Nagar","Ludhiana"
"Dev Dairy","+ 91  9943789971","","0","Dugri","Ludhiana"
"Sai Kirpa  Diary","+ 91  9424001904","","0","Shimlapuri","Ludhiana"
"Tuteja Trading Co","+ 91  9372199961","5.0","1","Field Ganj","Ludhiana"
"Gagan Dairy","+ 91  9824700421","","0","New Kartar Nagar","Ludhiana"
"Sukhmini Dairy","+ 91  9718654734","","0","Kot Mangal Singh","Ludhiana"
"Verka Store","+ 91  8051229165","","0","Sarabha Nagar Ludhiana","Ludhiana"
"Star Traders","+ 91  016157774064","","0","","Ludhiana"
"Choudhary Dairy","+ 91  8432803319","","0","Giaspura","Ludhiana"
"Sharma Dairy","+ 91  9361594025","","0","Ac Market","Ludhiana"
"Krishna Dairy","+ 91  8485479155","","0","Ludhiana Central","Ludhiana"
"KISAN DAIRY SWEET","+ 91  8295211404","","0","Karabara","Ludhiana"
"Puri Verka House","+ 91  9816597851","","0","Model Town","Ludhiana"
"Ram Dyal Karana Store","+ 91  994369919","","0","Janakpuri","Ludhiana"
