"Name","Phone","Rating","Votes","Locality","City"
"Raj Dairy (Closed Down)","","","0","","Katra"
"Bolly Dairy","+ 91  8469976098","","0","Katra HO","Katra"
"Raj Dairy (Closed Down)","","","0","","Katra"
"Raj Dairy (Closed Down)","","","0","","Katra"
"Bolly Dairy","+ 91  8473150746","","0","Katra HO","Katra"
"Bolly Dairy","+ 91  8417028553","","0","Katra HO","Katra"
"Bolly Dairy","+ 91  8449573494","","0","Katra HO","Katra"
"Bolly Dairy","+ 91  8480872716","","0","Katra HO","Katra"
"Raj Dairy (Closed Down)","","","0","","Katra"
"Raj Dairy (Closed Down)","","","0","","Katra"
