"Name","Phone","Rating","Votes","Locality","City"
"Shakti Singh store","+ 91  7066430168","","0","Alambagh","Lucknow"
"Shukla Dairy","+ 91  9768385720","3.5","2","Alambagh","Lucknow"
"Sirmiran Butler Shop","+ 91  983638208","","0","Kanpur Road","Lucknow"
"New Shiv Dairy","+ 91  894595453","5.0","4","Chander Nagar","Lucknow"
"Apna Family Store","+ 91  951342159","3.5","81","Behta Kursi Road","Lucknow"
"New Guru Nanak Dairy","+ 91  9072164579","","0","Kanpur Road","Lucknow"
"Chander Kirana Merchant","+ 91  9478886499","","0","Alambagh","Lucknow"
"Gyan","+ 91  6349011280","","0","Krishna Nagar","Lucknow"
"Khalsa dairy & bakers","+ 91  9721700023","","0","Krishna Nagar","Lucknow"
"Sasta Kirana Store","+ 91  9395832697","","0","Jail Road","Lucknow"
"Azad Dairy Cool Corner","+ 91  9452683601","4.1","11","Azad Nagar","Lucknow"
"Sat Guru Kripa Store","+ 91  8035294337","","0","Alambagh","Lucknow"
"Santosh General Store","+ 91  5229156258","4.5","4","Alambagh","Lucknow"
"Shivani Dairy Shop","+ 91  9364700380","","0","Vishnupuri","Lucknow"
"Kamal General Store","+ 91  9840098765","","0","Alambagh","Lucknow"
"Raja Ram Patanjali Store","+ 91  9410782923","","0","Gopal Puri","Lucknow"
"Shiv Departmental Store","","","0","Alambagh","Lucknow"
"Janpriya Dairy","+ 91  7877503707","5.0","1","Alambagh","Lucknow"
"Singh Dairy","+ 91  9417650124","3.8","20","Alambagh","Lucknow"
"Kundan General Store","+ 91  9397835566","","0","Alambagh","Lucknow"
"Shri Krishna Dairy And Bakery Shop","+ 91  8723686391","","0","Gomti Nagar","Lucknow"
"Vinayak Sales","","","0","Alambagh","Lucknow"
"Gulati General Store","+ 91  9782407617","4.2","2","Alambagh","Lucknow"
"Aanya General Store","+ 91  7026297442","3.5","6","Alambagh","Lucknow"
"Dinsu Departmental Store","+ 91  8071713090","4.6","4","Alambagh","Lucknow"
"Gyan Fresh","+ 91  8799227799","","0","Om Nagar","Lucknow"
"Gurusharan Dairy Products","+ 91  9760655552","","0","Alambagh","Lucknow"
"Yadav Dairy","+ 91  9536757373","","0","Alambagh","Lucknow"
"Hari Ram Gupta Store","","","0","Alambagh","Lucknow"
"Super & Stores","+ 91  9438424780","","0","Alambagh","Lucknow"
"Om Shanti Dairy","+ 91  9138421578","4.7","33","Alamnagar","Lucknow"
"Shyam Traders","+ 91  9381884389","","0","Gopal Puri","Lucknow"
"Agarwal Ann Bhandar","+ 91  9340637320","5.0","4","Alambagh","Lucknow"
"Kamal general store","+ 91  9411518821","","0","Alambagh","Lucknow"
"Famous Departmental Store","+ 91  9349060317","","0","Alambagh","Lucknow"
"Ashiyana Dudh Dairy","+ 91  7360053234","","0","Alambagh","Lucknow"
"Yadav Dairy Shop","+ 91  9627251150","","0","Indira Nagar Lucknow","Lucknow"
"Kamal General Store & Grossary Shop","+ 91  52285747787","","0","Alambagh","Lucknow"
"Panjab Dairy","+ 91  9186412200","","0","Alambagh","Lucknow"
"Ashok Oil & Kirana Store","+ 91  052278243216","","0","Alambagh","Lucknow"
"Dairy Fun Ice Cream Parlour","","3.0","2","Gomti Nagar","Lucknow"
"Nikhil General Store","+ 91  9285687720","","0","Alambagh","Lucknow"
"Raj Enterprises-Sahara Q Shop","+ 91  9838285047","","0","Alambagh","Lucknow"
"Apna Family Store","+ 91  988052008","","0","Alambagh","Lucknow"
"Shri Gurunanak Dairy","+ 91  9972910848","","0","Zafar Khera","Lucknow"
"Mishra Oil General Store","+ 91  9997792571","","0","Alambagh","Lucknow"
"Saheb Dairy","+ 91  52257451587","","0","Alambagh","Lucknow"
"Rahish General Store","+ 91  9310386731","","0","Alambagh","Lucknow"
"Maa General Store","+ 91  9981986401","","0","Alambagh","Lucknow"
"Shivam General Store","+ 91  5227579044","","0","Chander Nagar","Lucknow"
"Nigam Traders","+ 91  9396454144","","0","Alambagh","Lucknow"
"Shri Saibaba Store","+ 91  9687682680","","0","Kanpur Road","Lucknow"
"Om Dairy","+ 91  9617004261","3.5","2","Alambagh","Lucknow"
"Shankar Kirana Store","+ 91  9399399457","","0","Alambagh","Lucknow"
"Nisha General Store","+ 91  9245921802","3.5","2","Alambagh","Lucknow"
"Namstey India Food Pvt Ltd","+ 91  8968193158","5.0","2","Anand Nagar","Lucknow"
"Rinku Baker And General Store","+ 91  52233533993","","0","Alambagh","Lucknow"
"Dairy Fresh","+ 91  992004031","4.5","4","Bhanumati Chauraha","Lucknow"
"Nayi Dairy","+ 91  9653438556","4.0","2","Alambagh","Lucknow"
"Dairy Fresh","+ 91  9922710426","4.5","4","Bhanumati Chauraha","Lucknow"
"Kamdhanu Dugdh","+ 91  9121534793","","0","Alambagh","Lucknow"
"Madhur Dairy","","","0","Alambagh","Lucknow"
"Iyra Mart - The Family Store","+ 91  9753646014","","0","Alambagh","Lucknow"
"Janta Dudh Dairy","+ 91  9183969088","3.5","2","Indira Nagar Lucknow","Lucknow"
"Waseem General Store","+ 91  9236044241","3.0","2","Alambagh","Lucknow"
"Ram General Store","+ 91  9368967278","","0","Alambagh","Lucknow"
"Aman Singh Dairy","+ 91  989571112","","0","Alambagh","Lucknow"
"Braj General Store","+ 91  9286524843","3.5","6","Alambagh","Lucknow"
"Shalu General Store","+ 91  9939110806","","0","Azad Nagar","Lucknow"
"Akanksha General Store","+ 91  9290248375","5.0","2","Alambagh","Lucknow"
"Dairy Fun Ice Cream Parlour","","3.0","2","Gomti Nagar","Lucknow"
"Vro Enterprises","+ 91  912259188","3.9","56","Kalyan City","Mumbai"
"Amul Dairy Shop","+ 91  9897962585","","0","Shia Lines","Lucknow"
"Dairy Product Shop","+ 91  9167697250","","0","Qaiserbagh","Lucknow"
"MAA General Store","+ 91  927079894","","0","Alambagh","Lucknow"
"Radhey Krishna Milk Dairy","+ 91  9493682626","","0","Alambagh","Lucknow"
"Amit Dairy Shop","+ 91  7562704454","3.5","2","Rajaji Puram","Lucknow"
"Rakesh General Store And Grossary Shop","+ 91  9423475072","","0","Alambagh","Lucknow"
"R S Dairy","+ 91  9622569941","","0","Singar Nagar","Lucknow"
"Dairy Product Shop","+ 91  9186154934","","0","Qaiserbagh","Lucknow"
"Doodh Dairy","+ 91  9411411568","","0","Kanpur Road","Lucknow"
"Lotus Enterprises-Q Shop","+ 91  9468972911","","0","Alambagh","Lucknow"
