"Name","Phone","Rating","Votes","Locality","City"
"Sanchit Medicines Trader","+ 91  9812396841","","0","Phagwara Ho","Phagwara"
"Sohal Medicines","+ 91  18265407333","","0","Phagwara Ho","Phagwara"
"Rs Fashion Manufacturer","","","0","","Phagwara"
"2 Spoon Cafeteria","+ 91  9945244319","4.2","8","Phagwara HO","Phagwara"
"Oberoi Medicine Centre","+ 91  8557976003","5.0","6","Near Dr. Raman Aggarwal Eye and Chest Hospital","Phagwara"
"Punjab Medicine Traders","+ 91  18229627417","","0","Phagwara Ho","Phagwara"
"New Shiv Laundry Dusra & Dry Cleaners 2","+ 91  7966515063","","0","Sharki","Phagwara"
"Get 2 Gether","+ 91  7728932854","","0","Guru Hargobind Nagar","Phagwara"
"Oberoi Medicine Centre","+ 91  8593311519","5.0","6","Near Dr. Raman Aggarwal Eye and Chest Hospital","Phagwara"
"Sasti Medicine","+ 91  9895159436","4.6","4","Banga Road","Phagwara"
"Safri Medicine Traders","+ 91  018287819783","","0","Phagwara HO","Phagwara"
"Oberoi Medicine Centre","+ 91  8560120440","5.0","6","Near Dr. Raman Aggarwal Eye and Chest Hospital","Phagwara"
"Dhingra Medicine Centre","+ 91  18236775326","","0","Banga Road","Phagwara"
"Dhingra Medicine Centre","+ 91  18216216223","","0","Banga Road","Phagwara"
"Bansal Medicines","+ 91  9811114732","3.0","2","Guru Hargobind Nagar","Phagwara"
"4 Seasons Shoes","+ 91  9834778879","","0","Near Strach Mill Shiv Mandir","Phagwara"
"Bansal Medicines","+ 91  9851505319","3.0","2","Guru Hargobind Nagar","Phagwara"
"Punjab Medicine Traders","+ 91  1824492489","","0","Phagwara Ho","Phagwara"
"Oberoi Medicine Centre","+ 91  8534986575","5.0","6","Near Dr. Raman Aggarwal Eye and Chest Hospital","Phagwara"
"Sanchit Medicines Trader","+ 91  9889273456","","0","Phagwara Ho","Phagwara"
"Oberoi Medicine Centre","+ 91  8521272122","5.0","6","Near Dr. Raman Aggarwal Eye and Chest Hospital","Phagwara"
"Safri Medicine Traders","+ 91  018222250908","","0","Phagwara HO","Phagwara"
"Sasti Medicine","+ 91  9868670823","4.6","4","Banga Road","Phagwara"
"Sanchit Medicines Trader","+ 91  9892829935","","0","Phagwara Ho","Phagwara"
"Sohal Medicines","+ 91  18261804213","","0","Phagwara Ho","Phagwara"
"Safri Medicine Traders","+ 91  018221046822","","0","Phagwara HO","Phagwara"
"Dhingra Medicine Centre","+ 91  18233138475","","0","Banga Road","Phagwara"
"5 Star Event Planners","+ 91  9036058497","5.0","1","Phagwara Ho","Phagwara"
"3 Star General Store","+ 91  7323484304","4.5","1","Meheru","Phagwara"
"Ravindera Medicine","+ 91  7541324910","5.0","2","Daddal Mohalla","Phagwara"
"Ravindera Medicine","+ 91  7581286236","5.0","2","Daddal Mohalla","Phagwara"
"Sasti Medicine","+ 91  9887812469","4.6","4","Banga Road","Phagwara"
"Ravindera Medicine","+ 91  7510389415","5.0","2","Daddal Mohalla","Phagwara"
"Punjab Medicine Traders","+ 91  18234225151","","0","Phagwara Ho","Phagwara"
"Ravindera Medicine","+ 91  7574312074","5.0","2","Daddal Mohalla","Phagwara"
"Punjab Medicine Traders","+ 91  18229269927","","0","Phagwara Ho","Phagwara"
"4 Genious Mind","+ 91  18286499299","","0","Phagwara Ho","Phagwara"
"Punjab Medicine Traders","+ 91  18228282019","","0","Phagwara Ho","Phagwara"
"Bansal Medicines","+ 91  9843098771","3.0","2","Guru Hargobind Nagar","Phagwara"
"Sasti Medicine","+ 91  9845935663","4.6","4","Banga Road","Phagwara"
"Chwalas 2","+ 91  9082172320","3.5","2","Guru Hargobind Nagar","Phagwara"
"Bansal Medicines","+ 91  9833732950","3.0","2","Guru Hargobind Nagar","Phagwara"
"Safri Medicine Traders","+ 91  018266163038","","0","Phagwara HO","Phagwara"
"3 Star Pg","+ 91  7311769181","4.5","1","Meheru","Phagwara"
"Sasti Medicine","+ 91  9815511377","4.6","4","Banga Road","Phagwara"
"Sanchit Medicines Trader","+ 91  9894886191","","0","Phagwara Ho","Phagwara"
"Dhingra Medicine Centre","+ 91  182293867","","0","Banga Road","Phagwara"
"Dhingra Medicine Centre","+ 91  18239296922","","0","Banga Road","Phagwara"
"Ravindera Medicine","+ 91  7518832516","5.0","2","Daddal Mohalla","Phagwara"
"Bansal Medicines","+ 91  9862281970","3.0","2","Guru Hargobind Nagar","Phagwara"
