"Name","Phone","Rating","Votes","Locality","City"
"Metro Pharmacy","+ 91  9845619733","5.0","12","","Phagwara"
"Jan Aushadhi Store","+ 91  8012451717","4.7","4","Near Naiyan Wala Chowk ","Phagwara"
"Oberoi Medicine Centre","+ 91  8588550161","5.0","6","Near Dr. Raman Aggarwal Eye and Chest Hospital","Phagwara"
"Janta Medical Store","+ 91  18256964065","3.8","9","Phagwara HO","Phagwara"
"Guru Nanak Medical Hall","+ 91  981620718","4.0","13","Phagwara HO","Phagwara"
"Singla Medical Hall","+ 91  182495687","4.9","6","Phagwara Ho","Phagwara"
"Jan Aushadhi Store","+ 91  8474603359","5.0","3","Daddal Mohalla","Phagwara"
"Soni Medicine","+ 91  1824572204","","0","Phagwara Ho","Phagwara"
"Sagar Bonn Bread Dealer","+ 91  9868527071","4.8","6","","Phagwara"
"Amit Property Dealer And Real Estate Broker","+ 91  9938443965","5.0","2","","Phagwara"
"Sargar Medical","+ 91  18293596922","","0","Phagwara Ho","Phagwara"
"Sasti Medicine","+ 91  9881304830","4.6","4","Banga Road","Phagwara"
"C L Aggarwal Medical Hall","+ 91  18287726899","4.2","10","Banga Road","Phagwara"
"Swarn Medical Store","+ 91  9056819144","","0","Phagwara Ho","Phagwara"
"Saini Medicos","+ 91  18296770720","5.0","2","Guru Hargobind Nagar","Phagwara"
"Guru Harkishan Medical Hall","+ 91  9810581030","","0","Banga Road","Phagwara"
"Ravindera Medicine","+ 91  7521747426","5.0","2","Daddal Mohalla","Phagwara"
"Dhingra Medicals Centre","+ 91  18211431161","","0","Banga Road","Phagwara"
"Bawa Medical Hall","+ 91  018215179090","4.6","16","Guru Hargobind Nagar","Phagwara"
"Sethi Medicos Chemist & Druggists","+ 91  18210227868","3.0","1","Daddal Mohalla","Phagwara"
"Bansal Medicines","+ 91  9888529212","3.0","2","Guru Hargobind Nagar","Phagwara"
"Gora Medical Store","+ 91  9882135224","","0","Phagwara Ho","Phagwara"
"Ravindera Medicine","+ 91  7553348932","5.0","2","Daddal Mohalla","Phagwara"
"Bhagat Ram Dutt","+ 91  18218762551","","0","Banga Road","Phagwara"
"C.L.Aggarwal Medical Hall","+ 91  18217751972","","0","Phagwara Ho","Phagwara"
"Basra Medical Store","+ 91  18247132127","4.0","2","Phagwara HO","Phagwara"
"Satnam Medical Store","+ 91  9861123766","","0","Phagwara Ho","Phagwara"
"Dr. Baldev Kumar Duggal","+ 91  1821191162","","0","Phagwara Ho","Phagwara"
"Sethi Medical Hall","+ 91  18274209656","","0","Phagwara Ho","Phagwara"
"National medical store","+ 91  9468900631","5.0","2","Guru Hargobind Nagar","Phagwara"
"Jan Aushadi Store","+ 91  9965612413","5.0","8","Opposite Water Tank","Phagwara"
"Ghai Property Dealer","+ 91  01829495157","3.3","3","Guru Hargobind Nagar","Phagwara"
"Surjit Medical Store","+ 91  9879077576","5.0","7","Mehtan","Phagwara"
"R S Medicos","+ 91  8049671296","4.5","4","Phagwara Sharki","Phagwara"
"Lamba Medicos","+ 91  9869120925","4.4","14","Banga Road","Phagwara"
"Gaba Medicos","+ 91  9475576764","5.0","2","Phagwara Ho","Phagwara"
"Dr.k.k.verma","+ 91  9835609842","","0","Phagwara Ho","Phagwara"
"Grover Chemists","+ 91  7629691016","2.7","6","","Phagwara"
"Bansal Medicines","+ 91  9870665562","3.0","2","Guru Hargobind Nagar","Phagwara"
"Sohal Medicines","+ 91  18229158141","","0","Phagwara Ho","Phagwara"
"Gulati Medical Hall","+ 91  18287291626","4.5","2","Phagwara HO","Phagwara"
"Jai Hind Medical Store","+ 91  18258218567","","0","Phagwara Ho","Phagwara"
"Balram Mediworld","+ 91  9553601000","5.0","2","","Phagwara"
"Gaba Property Dealers","+ 91  9834272918","5.0","1","Phagwara HO","Phagwara"
"S S Aggarwal Medicos","+ 91  9156612683","3.5","2","Phagwara Sharki","Phagwara"
"Divine Medical Agencies","+ 91  8194068870","3.8","5","Phagwara Sharki","Phagwara"
"Rajan Medical Hall","+ 91  18298120933","","0","Phagwara Ho","Phagwara"
"Guru Nanak Medical Store","+ 91  8819297095","3.0","2","","Phagwara"
"Raj Medical Hall","+ 91  9817277283","1.0","1","Ranipur","Phagwara"
"Friends Property Dealer","+ 91  9499944657","4.7","14","Phagwara Sharki","Phagwara"
"Happy Medical Store","+ 91  8596003860","4.5","5","Phagwara HO","Phagwara"
"Chadha Medical Hall","+ 91  018276569961","3.0","1","Phagwara HO","Phagwara"
"Ghai Property Dealer","+ 91  9825379662","5.0","3","Guru Hargobind Nagar","Phagwara"
"Dasmesh Medicos & Clinical Laboratory","+ 91  9961787010","5.0","4","Palahi","Phagwara"
"Revoseas Medi Care","+ 91  8883123137","5.0","2","Banga Road","Phagwara"
"Manish Enterprises","+ 91  9873440318","5.0","2","Phagwara HO","Phagwara"
"Bansal Departmental And Medical  Store","+ 91  983786609","5.0","2","Phagwara HO","Phagwara"
"K.B Medical Store","+ 91  9879293357","","0","Banga Road","Phagwara"
"Dashmesh Medical Hall","+ 91  9816425709","4.8","22","Hadiabad","Phagwara"
"R.Vij Medical Hall","+ 91  18295969594","","0","Phagwara Ho","Phagwara"
