"Name","Phone","Rating","Votes","Locality","City"
"Bawa Medical Store","+ 91  9434510305","","0","Rayya","Amritsar"
"Gurunanak Medicos","+ 91  9142815957","5.0","8","Vallah","Amritsar"
"Shri Guru Ramdas Medical Store","+ 91  018343054093","","0","New Amritsar Colony","Amritsar"
"Butter Medical Store","+ 91  8459137820","3.3","6","Punjab Nd Singh Bank","Amritsar"
"Sant Medicos","+ 91  9852430923","5.0","2","Vallah","Amritsar"
"BABA BUDHA JI Medical STORE","+ 91  9844834622","3.0","4","","Amritsar"
"Karan Medical Store","+ 91  9853989945","5.0","2","Ajit Nagar","Amritsar"
"Rajinder Medical Store","+ 91  9940451726","5.0","14","Sultant Wind Gate","Amritsar"
"Shri Hargobind Medical Store","+ 91  9467247210","5.0","1","Near Gurdwara Atari Sahib","Amritsar"
"Avtar Medical Store","+ 91  9873748341","","0","Munda Pind","Amritsar"
"Guru Ram Dass Medical Store","+ 91  9935482999","4.1","5","","Amritsar"
"Gurinder Medicos","+ 91  9842037172","5.0","1","Rayya","Amritsar"
"Sidhu Medicos","+ 91  9598423022","","0","Kathu Nangal","Amritsar"
"Galaxy Pharmaceuticals","+ 91  9562203459","","0","Rayya","Amritsar"
"Guru Nanak Medical Hall","+ 91  9832959048","5.0","11","","Amritsar"
"A P Medicos","+ 91  9941696396","3.0","2","","Amritsar"
"Amritsar Auto Dealer","+ 91  9415583262","4.4","4","Amritsar GPO","Amritsar"
"Bali Property Dealer","+ 91  18375226136","4.9","8","Hall Bazar","Amritsar"
"Dipak Medical Sote","+ 91  9892057695","","0","","Amritsar"
"Sunny Medicare","+ 91  9881134491","","0","Amritsar GPO","Amritsar"
"Sukh Medical Store","+ 91  9475959849","5.0","2","Thathian","Amritsar"
"Shri Tegbahudar Medical Store","+ 91  9845930177","","0","Sultanwind","Amritsar"
"Kumar Sons Chemist","+ 91  9837785818","4.3","17","Vijay Nagar Amritsar","Amritsar"
"Jan Aushadhi Store","+ 91  8544838596","5.0","2","Jandiala Guru","Amritsar"
"Amit Medical Store","+ 91  9439281452","5.0","4","","Amritsar"
"Dhaliwal Medical Store","+ 91  8934253396","5.0","8","Verka","Amritsar"
"Rahul Medicos","+ 91  7594479897","5.0","2","New Pawan Nagar","Amritsar"
"Ricky Medical Store","+ 91  9873908674","2.0","2","Dhade","Amritsar"
"Rajan Medical Store","+ 91  9868692611","","0","Jaintipur","Amritsar"
"J J Medicos","+ 91  8089677369","","0","Verka","Amritsar"
"Jb Medical","+ 91  9922931088","1.0","4","Mehta Chowk","Amritsar"
"Guru Ramdas Medical Store","+ 91  9571417813","","0","Pratapnagar","Amritsar"
"Pannu medical store","+ 91  9877526317","4.3","3","","Amritsar"
"Berry Pharmaceuticals","+ 91  9831758273","","0","Guru Ram","Amritsar"
"Lakki Medical Store","+ 91  9993051687","","0","Near Gurudwara Attar Sahib,Near Auto Stand","Amritsar"
"Baba Gurditta Ji Medical Store","+ 91  9990366370","","0","Sultanwind","Amritsar"
"Rasila Brother Medical Store","+ 91  9466376106","","0","Near Kanwar Palace","Amritsar"
"Tarsem Medical Store","+ 91  9884520855","","0","Rayya","Amritsar"
"Kaushalya Medical Store","+ 91  9883125133","5.0","5","Mehta","Amritsar"
"Prakash Medical Store","+ 91  9855108000","","0","Sultanwind","Amritsar"
"G.M Medicare","+ 91  18398160087","","0","Katra Sher Singh","Amritsar"
"Khalsa Shai","+ 91  8215584617","","0","","Amritsar"
"Shiva Medical Hall","+ 91  9838420837","4.5","4","Azad Nagar","Amritsar"
"Modern Medical Store","+ 91  9847875691","","0","Kathu Nangal","Amritsar"
"Sandhu Medicos","+ 91  7384254322","5.0","1","Amritsar GPO","Amritsar"
"Kamboj Medical Store","+ 91  9856635844","","0","Amritsar GPO","Amritsar"
"Monika","+ 91  9874295288","","0","Amritsar Gpo","Amritsar"
"Ruchika Medicals","+ 91  18386640270","","0","Katra Sher Singh","Amritsar"
"Punjab Medical Store","+ 91  9996352563","","0","Johal Dhai Wala","Amritsar"
"Shiv Kirpa Medicos & Telecom","+ 91  987598985","","0","","Amritsar"
"Apollo Pharmacy","+ 91  9192154777","4.4","37","Ajit Nagar","Amritsar"
"R S Handicraft Dealer","+ 91  7549912914","","0","Amritsar","Amritsar"
"Gagan Medical Hall","+ 91  9854854671","4.0","2","Sant Avenue","Amritsar"
"Waheguru Medicare","+ 91  9880540703","","0","NEAR SINGH SHABAHA GURDWARA ","Amritsar"
"Mahajan Medicare","+ 91  9863335144","3.9","5","Near Tara Wala Pull","Amritsar"
"Nirmal Medical Store","+ 91  9438469972","","0","Sultanwind","Amritsar"
"Sameer Medicos Chemist & Druggist","+ 91  9820649035","","0","Indra Colony","Amritsar"
"Dilbag Medical Store","+ 91  9891252730","","0","Banian","Amritsar"
"Sukh Sagar Medicos","+ 91  9455631310","","0","Qila Jiwan Singh","Amritsar"
"New Sohi Medical Store","+ 91  9858370881","","0","Amritsar GPO","Amritsar"
"Yuvraj Medical Store","+ 91  9755687986","","0","Rayya","Amritsar"
"Dhillon Medicine Center","+ 91  7839840969","3.8","108","New Pawan Nagar","Amritsar"
"Parbhat Medical Halk","+ 91  9841053657","","0","Sultanwind","Amritsar"
"Waris Medical Store","+ 91  9832006112","","0","Jandiala Railway Station","Amritsar"
"Bhai Ghanaiya Ji Medicos","+ 91  936474533","5.0","2","Qila Jiwan Singh","Amritsar"
"Doctor Medicine Store","+ 91  98271933","","0","Islamabad Nagar","Amritsar"
"New Rajindra Medical Hall","+ 91  988401411","4.0","6","Fatehbad Amritsar","Amritsar"
"Shri Guru Harkrishan Medical Store","+ 91  9886046068","3.7","6","Amritsar Gpo","Amritsar"
"Majitha Medical","+ 91  9847544600","","0","","Amritsar"
"Vijay Medical & General Store","+ 91  18311509528","","0","Katra Sher Singh","Amritsar"
"G Medicare","+ 91  7584489165","5.0","4","Garden Enclave","Amritsar"
"Guru Nanak Medical Store","+ 91  18346677449","4.0","3","Kathu Nangal","Amritsar"
"Vicky Medical Store","+ 91  7820238989","5.0","8","Vallah","Amritsar"
"Gs Medicos","+ 91  9835075026","","0","Ajit Nagar","Amritsar"
"Sandhu Medicos","+ 91  9950348381","","0","Mehta Chowk","Amritsar"
"Gurpartap Medical Store","+ 91  98479950","5.0","2","Vallah","Amritsar"
"New Badreenath Medical Store","+ 91  9819028108","","0","Rayya","Amritsar"
"Raman Medico","+ 91  9850599207","3.7","6","Vijayanagar","Amritsar"
"Sewa Kendra Gurinder Singh","+ 91  7357526261","5.0","4","Babowal","Amritsar"
"Friends Chemist & Druggist","+ 91  18376994354","3.2","7","Jandiala Guru","Amritsar"
"Krishna Medical Store","+ 91  9877273763","","0","Amritsar GPO","Amritsar"
"Arora Medical Store","+ 91  8069720521","3.4","5","Near By Civil Hospital","Amritsar"
"Happy Medicos","+ 91  9822768673","5.0","4","Opposite Gobinad Nagar Gate ","Amritsar"
"Dr. Rajbir Aulakh","+ 91  8054264307","5.0","1","Sultanwind","Amritsar"
"B.R.K. Medicos","+ 91  9527718854","3.7","6","Vallah","Amritsar"
"Kapoor Medicos","+ 91  9893666279","3.6","9","Baba Pakode Wala ","Amritsar"
"Gandhi Medical Store","+ 91  9476730179","4.5","1","Jandiala Guru","Amritsar"
"Jan Aushadi Kendra","+ 91  8559451326","5.0","2","Jandiala Guru","Amritsar"
"Religare Wellness","+ 91  18326318706","4.5","4","Verka","Amritsar"
"Deep Medicos","+ 91  9831833077","5.0","1","Verka","Amritsar"
"Simran Medical Store","+ 91  1836330887","4.1","4","Amritsar GPO","Amritsar"
"Thind Drug House","+ 91  9873122582","","0","Qila Jiwan Singh","Amritsar"
"Malhi Medical Hall","+ 91  942696669","","0","Rajinder Nagar","Amritsar"
"Chawla Medical Store","+ 91  9899940665","","0","Rayya","Amritsar"
"Estra Pharmaceutical","+ 91  18381859049","5.0","1","Mohan Nagar","Amritsar"
"Sohal Medical Store","+ 91  994886891","5.0","2","Chatiwind","Amritsar"
"Manas Medical Store","+ 91  9915997542","4.4","8","Vijay Nagar Amritsar","Amritsar"
"Garg Medicare","+ 91  18355633648","","0","Katra Sher Singh","Amritsar"
"Sandhu Medical Store","+ 91  983329610","","0","Rayya","Amritsar"
"Bajwa Medical Store","+ 91  9887765234","","0","Mehta Chowk","Amritsar"
"Jmk Medical Store","+ 91  9253901787","","0","Opposite Bagichi Shoba Ram","Amritsar"
"Bikram Medical Store","+ 91  9492745513","","0","Jandiala Guru","Amritsar"
"M P Medical Store","+ 91  7939631434","5.0","4","Rayya","Amritsar"
"Aadya Mahalaxmi Herbals","+ 91  9832542013","","0","Verka","Amritsar"
"Sukh Medicos","+ 91  9428663876","","0","Rayya","Amritsar"
"Dashmesh Medical Hall","+ 91  9890568230","5.0","2","Maqbool Pura","Amritsar"
"Maan Medical Store","+ 91  9992279847","3.0","2","Chawinda Devi","Amritsar"
"Mehak Pharmacy","+ 91  988109118","","0","Gt road","Amritsar"
"New Ishar Medical Store","+ 91  8424520665","","0","New Amritsar Colony","Amritsar"
"Jot Medical Store","+ 91  972553539","","0","Jethuwal","Amritsar"
"R K Medical Store","+ 91  9817429305","2.7","2","Maqbool Pura","Amritsar"
"Pawan Medicare","+ 91  9498866986","","0","Verka","Amritsar"
"Uppal Medical Store","+ 91  9898988277","","0","Tangra","Amritsar"
