"Name","Phone","Rating","Votes","Locality","City"
"First Care Medical Agency","+ 91  9887490754","","0","Dina Nagar","Gurdaspur"
"Sakti Balm Company","+ 91  9975369761","5.0","3","Qadian","Gurdaspur"
"Happy Medical Store","+ 91  8235643686","","0","Dhianpur","Gurdaspur"
"New Medical Hall","","","0","Gurdaspur Ho","Gurdaspur"
"Seth Medicine Centre","","","0","Gurdaspur Ho","Gurdaspur"
"Vohra Medical Store","","5.0","3","Gurdaspur Ho","Gurdaspur"
"Kapoor Medicine Centre","","","0","Gurdaspur Ho","Gurdaspur"
"Bedi Medicos And Surgicals","+ 91  18733726321","","0","Opp. DO Office","Amamwara chowk"
"Naveen Medical Store","+ 91  9426191659","5.0","4","Sujanpur","Gurdaspur"
"Surjit Medical Hall","","","0","Gurdaspur Ho","Gurdaspur"
"S K Auto Dealer","+ 91  18747191496","3.5","4","Batala","Gurdaspur"
"Ghuman Medical Store","+ 91  9415603275","5.0","2","","Gurdaspur"
"V K General Store & Property Dealer","+ 91  9923149776","3.8","6","Gurdaspur Ho","Gurdaspur"
"Randhawa Medical Store","+ 91  9778212677","2.3","3","","Gurdaspur"
"Bedi Medical Store","+ 91  9878527829","4.3","6","Batala","Gurdaspur"
"Dhaliwal Medical Store","+ 91  8881953521","5.0","3","Babri","Gurdaspur"
"Amarjit Singh","+ 91  9885916450","","0","Gpt Batala","Gurdaspur"
"Suresh Medical Store","+ 91  8813637005","","0","","Gurdaspur"
"Sahil Medical Store","+ 91  8177240546","","0","Dina Nagar","Gurdaspur"
"Shri Mahadev Medicos","+ 91  9987015995","","0","Gurdaspur Ho","Gurdaspur"
"Honey Medical Store","+ 91  987750012","","0","Shahpur Jajan","Gurdaspur"
"Joshi Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Agvet Chemicalspvt Ltd","+ 91  18794994763","","0","Batala","Gurdaspur"
"Ganga Medicine Centre","","","0","Gurdaspur Ho","Gurdaspur"
"Mahindru Medicine Centre","","","0","Gurdaspur Ho","Gurdaspur"
"G S Medicos","+ 91  9890915372","5.0","4","Bhoman","Gurdaspur"
"Shivam Medical Agency","","","0","Gurdaspur Ho","Gurdaspur"
"Anand Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Bhoparai Medical Hall","","","0","Gurdaspur Ho","Gurdaspur"
"Sharma Medicine Agency","","","0","Gurdaspur Ho","Gurdaspur"
"Sukhdayal Pharmacy","+ 91  9334978043","","0","Kalanaur","Gurdaspur"
"Sahil Medicos","+ 91  9874083315","5.0","6","Dhariwal","Gurdaspur"
"S K Auto Dealer","+ 91  18796935831","3.5","4","Batala","Gurdaspur"
"basmash medical store","+ 91  18715792978","","0","Batala","Gurdaspur"
"Bhangu Medical Store","+ 91  9857339492","","0","","Gurdaspur"
"Khokhar Medical Store","+ 91  8077420460","","0","Kotli Surat Malhi","Gurdaspur"
"Dashmesh Pharmacy Kalanaur","+ 91  8481477534","5.0","4","Kalanaur","Gurdaspur"
"Gourav Chemists","+ 91  9765233388","","0","","Gurdaspur"
"Chahal Medical Store","+ 91  9891203891","","0","Bhaini Mian Khan","Gurdaspur"
"Swamy Medical Store","+ 91  9456878394","","0","Batala","Gurdaspur"
"Khosla Medical & Laboratory","+ 91  18771427874","","0","Dhariwal","Gurdaspur"
"Ajay Medicine Centre","","","0","Gurdaspur Ho","Gurdaspur"
"Mahajan Medical Store","","3.5","4","Dina Nagar","Gurdaspur"
"Jai Baba Sahaj Nath Pharmacy","+ 91  9814979986","","0","Dina Nagar","Gurdaspur"
"Ashish Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Sat Sai Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Babbu medical store","+ 91  9867682351","2.3","3","Bham","Gurdaspur"
"Friends Medicos","+ 91  949077734","5.0","2","Batala","Gurdaspur"
"Sharma Medical Store","+ 91  18757766199","","0","Gurdaspur Ho","Gurdaspur"
"Vig Medicos","+ 91  9857833995","5.0","10","Qadian","Gurdaspur"
"Janta Medical Store","+ 91  988201584","4.3","3","Kalanaur","Gurdaspur"
"Lalit Medicine Centre","+ 91  992034990","3.3","8","Qadian","Gurdaspur"
