"Name","Phone","Rating","Votes","Locality","City"
"Subhash Medical Hall","","","0","Gurdaspur Ho","Gurdaspur"
"Ranjit Medical Store","+ 91  9959987232","5.0","5","Gurdaspur Road","Gurdaspur"
"Mahajan Medical Store","+ 91  9894411400","","0","Dina Nagar","Gurdaspur"
"Harman Medical Store","+ 91  9954116212","5.0","2","","Gurdaspur"
"Arun Kumar Behl","+ 91  9849054872","","0","Gurdaspur Ho","Gurdaspur"
"Ashirwad Pharmacy","+ 91  9664043511","4.3","44","Dina Nagar","Gurdaspur"
"S K Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Krishna Medicos","","4.8","2","Gurdaspur Ho","Gurdaspur"
"Chopra Medical Hall","","","0","Gurdaspur Ho","Gurdaspur"
"Punjab Medical Store","+ 91  9436144308","4.5","2","Gurdaspur Ho","Gurdaspur"
"Geeta Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Ashok Medical Store","+ 91  9444465958","","0","Bhaini Mian Khan","Gurdaspur"
"Ramesh Medical Store","+ 91  9542350759","","0","Dargabad","Gurdaspur"
"minhas medical store","+ 91  9880966306","4.0","1","Mirthal","Gurdaspur"
"Pawan Medical House","","","0","Sarna","Gurdaspur"
"Bhavna Medicos","+ 91  9940506301","","0","Dina Nagar","Gurdaspur"
"Pankaj Medical Store","","2.8","2","Gurdaspur Ho","Gurdaspur"
"Raghav Medicos","+ 91  7836610354","4.3","6","Dina Nagar","Gurdaspur"
"Kaler Medical Store","+ 91  9451541519","5.0","5","Tibber","Gurdaspur"
"Dhillon Medical Store","+ 91  77891483","5.0","3","Shahpur Jajan","Gurdaspur"
"B S Auto Work And Dealer","+ 91  9936064747","3.0","2","Batala","Gurdaspur"
"Kapoor Medicine Centre","","","0","Gurdaspur Ho","Gurdaspur"
"Saprai Medical Store","+ 91  9516899524","","0","Kalanaur","Gurdaspur"
"Rinku Medical Store","+ 91  945932829","","0","Batala","Gurdaspur"
"Bedi Medical Store","+ 91  9828614505","3.8","5","Gurdaspur Ho","Gurdaspur"
"Vasav Medical Store","+ 91  9836828098","","0","Kalanaur","Gurdaspur"
"Viney","+ 91  9823503313","","0","Gurdaspur Ho","Gurdaspur"
"Kapoor Medicare","","","0","Gurdaspur Ho","Gurdaspur"
"Sharma Medicos","","","0","Dina Nagar","Gurdaspur"
"Giil Medical Store","+ 91  984350474","","0","Bolewal","Gurdaspur"
"Natraj Medical Agency","","","0","Gurdaspur Ho","Gurdaspur"
"Gupta Medical Store","+ 91  997917729","5.0","1","Dina Nagar","Gurdaspur"
"Aman Preet Kaler","+ 91  987538310","","0","Gpt Batala","Gurdaspur"
"Lalit Medicine Centre","+ 91  9991799518","3.3","8","Qadian","Gurdaspur"
"Lakshmi Medical Agencies","","","0","Gurdaspur Ho","Gurdaspur"
"Rahat Medical Store","+ 91  9879234520","","0","","Gurdaspur"
"Bhagwati Medical Store","+ 91  9227023906","3.0","1","Batala City","Gurdaspur"
"Bajwa Pharmacy","+ 91  8487549703","","0","Cheema Khudi","Gurdaspur"
"Gupta Medical Hall","","","0","Gurdaspur Ho","Gurdaspur"
"Medicine Centre Aliwal","+ 91  859569176","","0","Aliwal","Gurdaspur"
"Harsh Deep Guru Parsadam Herbal Medicine","+ 91  8452368260","4.5","4","Sarti","Gurdaspur"
"Medicine Centre Aliwal","+ 91  8569934088","","0","Aliwal","Gurdaspur"
"Davinder Singh Tractor Dealer","+ 91  9827959077","4.0","2","","Gurdaspur"
"Dass Medicos","+ 91  9222917419","","0","Ghoman","Gurdaspur"
"Dhaliwal Medical Store","+ 91  9823250168","","0","Ghoman","Gurdaspur"
"Satnam Matharoo Property Dealer","+ 91  9862501791","5.0","6","Batala","Gurdaspur"
"Lalotra Medical Store","+ 91  9823428554","","0","Dina Nagar","Gurdaspur"
"Geeta Medical Store","","5.0","1","Gurdaspur Ho","Gurdaspur"
"Rakesh Medical Hall","+ 91  18733908822","","0","Dina Nagar","Gurdaspur"
"Deep Medical Store","+ 91  9874049963","4.1","21","Chak Sharif","Gurdaspur"
"Vishal Medicine","","","0","Gurdaspur Ho","Gurdaspur"
"Jaspreet Kaur","+ 91  9462719841","","0","Gpt Batala","Gurdaspur"
"Pawan Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Ritesh Medical Store","","","0","Dina Nagar","Gurdaspur"
"Sagar Medical Store","","","0","Gurdaspur Ho","Gurdaspur"
"Arora Pharmacy","+ 91  9925455483","","0","Gurdaspur Ho","Gurdaspur"
"Ganga Medicine Center","+ 91  9824442369","5.0","7","","Gurdaspur"
"Kahlon Medical","+ 91  814343516","5.0","5","Ghoman","Gurdaspur"
"Vermani Medical Hall","","","0","Gurdaspur Ho","Gurdaspur"
"Neeraj Medical Store","","","0","Gurdaspur Ho","Gurdaspur"
"Mohit Gupta","+ 91  9859439378","4.5","1","Gurdaspur Ho","Gurdaspur"
"Kapoor Medicos","","4.3","2","Gurdaspur Ho","Gurdaspur"
"Bawa Medicine Centre","","","0","Gurdaspur Ho","Gurdaspur"
"Paryag Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Dashmesh Medicos","+ 91  9890230359","4.7","6","Kalanaur","Gurdaspur"
"Roop Medicals","","","0","Gurdaspur Ho","Gurdaspur"
"B S Auto Work And Dealer","+ 91  9919512748","3.0","2","Batala","Gurdaspur"
"Janta Medicine Centre","","","0","Gurdaspur Ho","Gurdaspur"
"Bhardwaj Medical Store","","","0","Gurdaspur Ho","Gurdaspur"
"Bajaj Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Shiv Shanker Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Sanjeeev Medical Store","+ 91  9463496130","5.0","7","","Gurdaspur"
"Satnam Matharoo Property Dealer","+ 91  9810620783","5.0","6","Batala","Gurdaspur"
"Pannu Medical Store","","","0","Harchowal","Gurdaspur"
"Dhawan Medical Store","","","0","Gurdaspur Ho","Gurdaspur"
"Vijay Medical Hall","","","0","Dhariwal","Gurdaspur"
"Lakhwinder Auto Dealer","+ 91  9481654801","5.0","3","Batala","Gurdaspur"
"Guru Ram Dass Medical Store","+ 91  9860252078","3.0","3","Nanowal Jinder","Gurdaspur"
"Pawar Medical Stores","","","0","Gurdaspur Ho","Gurdaspur"
"Bhullar medical store","+ 91  9493693003","5.0","4","Bhagowal","Gurdaspur"
"Shri Ram Medical Store","+ 91  9640557465","","0","Dhariwal","Gurdaspur"
"Lalit Medicine Centre","+ 91  9914140077","3.3","8","Qadian","Gurdaspur"
"Achint Medical Store","+ 91  6282612543","","0","Ghoman","Gurdaspur"
"Sachin Medical Store","+ 91  7554736209","","0","Near Obc Bank","Gurdaspur"
"Guru Nanak Medical Agencies","","","0","Gurdaspur Ho","Gurdaspur"
"Vicky Medical Store","+ 91  982635430","","0","Batala","Gurdaspur"
"Rajeev Medicos ","+ 91  98624816","","0","Kalanaur","Gurdaspur"
"Kahlon Medicos ","+ 91  9852911687","","0","Lakhan Kalan","Gurdaspur"
"Sanjeev Medical Store","+ 91  9998116397","","0","Dina Nagar","Gurdaspur"
"Mahal Medical Store","+ 91  9422261803","","0","","Gurdaspur"
"Preet Medical Store","+ 91  9822254917","5.0","2","Gurdaspur HO","Gurdaspur"
"Lakhwinder Auto Dealer","+ 91  9489866005","5.0","3","Batala","Gurdaspur"
"Chatha Medical Store","+ 91  9889380053","","0","","Gurdaspur"
"Raj Medicos","+ 91  9863848227","5.0","3","Dina Nagar","Gurdaspur"
"J P Medicine Centre","","","0","Aliwal","Gurdaspur"
"Shivala Medicos","+ 91  9821989390","","0","","Gurdaspur"
"Randhawa Pharmacy","+ 91  9817710873","","0","Dhariwal","Gurdaspur"
"Saini Medical Hall","+ 91  7527341741","","0","Dina Nagar","Gurdaspur"
"Manhas Medical Store","+ 91  9855946003","3.8","32","Bhaini Mian Khan","Gurdaspur"
"Bharat Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Preet Medical Store","+ 91  9969505874","","0","Kotli Surat Malhi","Gurdaspur"
"Sandeep Medical Store","+ 91  7040015098","","0","","Gurdaspur"
"Sukh Medicos","+ 91  9876131435","4.6","10","Qadian","Gurdaspur"
"Happy Medical Agencies","","","0","Gurdaspur Ho","Gurdaspur"
"Atul Medicos","","4.5","1","Gurdaspur Ho","Gurdaspur"
"Mahajan Medicos","","0.5","1","Gurdaspur Ho","Gurdaspur"
"Bhinder Health Care Centre","+ 91  9418546890","","0","Gurdaspur Ho","Gurdaspur"
"Guru Nanak Medical Store","+ 91  9968186131","","0","Batala","Gurdaspur"
"Gs Sons Medical Store","+ 91  9454442502","","0","Bhattian","Gurdaspur"
"Punjab Medicine Agencies","","","0","Gurdaspur Ho","Gurdaspur"
"K C Medical STORE","+ 91  9457252739","4.8","12","Dina Nagar","Gurdaspur"
"Sukhbir Medical Store","+ 91  9497600236","","0","Fatehgarh Churian","Gurdaspur"
"Rakesh Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Mohit Medical","","","0","Gurdaspur Ho","Gurdaspur"
"Guru Nanak Medical Store","+ 91  9492562812","","0","Kalanaur","Gurdaspur"
"Deepak Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Durgesh Medical Store","+ 91  9463228316","","0","Sunder Chak","Gurdaspur"
"Ball Medical Store","","","0","Gurdaspur Ho","Gurdaspur"
"Bedi Medicos","","","0","Gurdaspur Ho","Gurdaspur"
"Sharma Medical Stores","+ 91  9836959209","5.0","2","Marara","Gurdaspur"
"Jyoti Medical Store","+ 91  18783995151","","0","Gurdaspur Ho","Gurdaspur"
"Muskan Medicare","","","0","Gurdaspur Ho","Gurdaspur"
"Bariar Medical Store","+ 91  822239149","","0","Mari Buchian","Gurdaspur"
"New Medical Hall","","","0","Gurdaspur Ho","Gurdaspur"
"Lovepreet Medical Store","+ 91  9416517688","","0","Wadala Granthia","Gurdaspur"
"Rampal Medicine Comapany","+ 91  9080054217","","0","Batala","Gurdaspur"
"Rampal Medical Company","+ 91  18797853444","","0","Batala","Gurdaspur"
"Super Medical Store","+ 91  9861622443","5.0","2","Kahnuwan","Gurdaspur"
"Arpanjot Singh Cheema","+ 91  9888638361","","0","Batala","Gurdaspur"
"V K General Store & Property Dealer","+ 91  9924597757","3.8","6","Gurdaspur Ho","Gurdaspur"
"Swastika Medical Store","+ 91  187220212","3.0","1","Dhariwal","Gurdaspur"
"Prince Beauty Chemist","+ 91  18790366496","4.7","3","Dina Nagar","Gurdaspur"
"Rahul Medicos","+ 91  8053113965","4.0","2","Kalanaur","Gurdaspur"
"Rubal Medical Store","+ 91  9834010644","","0","Behrampur","Gurdaspur"
"Vinod Pharmacy","+ 91  9945400533","","0","Dina Nagar","Gurdaspur"
"Tiwari Medical Hall","+ 91  9996467892","5.0","6","Kahnuwan","Gurdaspur"
"Satish Medicine Centre","","","0","Gurdaspur Ho","Gurdaspur"
"Mohan Medicos","+ 91  9845697598","","0","Batala City","Gurdaspur"
"Guru LAL JEE Medical Store","+ 91  18782332297","","0","Batala City","Gurdaspur"
"Mahajan Medical Store","+ 91  9820319883","5.0","1","Qadian","Gurdaspur"
"Ganga Medicine Center","+ 91  985346046","5.0","7","","Gurdaspur"
"Kapoor Medicine Centre","","","0","Gurdaspur Ho","Gurdaspur"
"Sohal Medical Store","+ 91  9824767965","","0","","Gurdaspur"
"Salaria Medical Store","+ 91  9995841029","","0","Taragarh","Gurdaspur"
"Harsh Deep Guru Parsadam Herbal Medicine","+ 91  8418299276","4.5","4","Sarti","Gurdaspur"
"Manath Medical Store","+ 91  9922105746","","0","Dina Nagar","Gurdaspur"
"Saini Medical Store","+ 91  9922482923","","0","Dina Nagar","Gurdaspur"
"Mand Medicos","+ 91  988740612","","0","","Gurdaspur"
