"Name","Phone","Address"

"English World","+ 91  183 5008999",""
"Vibgyor Education, The Engl...","+ 91  183 2562922",""
"Native English Planet","+ 91  183 5093123",""
"Gobind Academia","+ 91  183 5065379",""
"Sterling Studies","+ 91  9815554371",""
"IXORA ACADEMY","+ 91  183 5097035",""
"Shah E Meera Institute","+ 91  183 5097932",""
"Pegasus Institute","+ 91  183 5093334",""
"Nova English Campus","+ 91  183 5010438",""
"TIME Institute","+ 91  183 2401818",""
"British Counselling & Educatio...","+ 91  183 2504426",""
"Davesar College Of Sciences","+ 91  183 2275455",""
"Webberz International","+ 91  183 2222459",""
"VETA","+ 91  183 3221024",""
"Boarding Pass Consultancy Pvt Ltd","+ 91  183 5063442",""
"The English Zone","+ 91  183 5095073",""
"Easy Learning Centre","+ 91  183 2421595",""
"Gagan Malls","+ 91  183 2502800",""
"New Zealand School Of English","+ 91  183 6050007",""
"Tuli s The Academy","+ 91  9888808693",""
"NEXT GENERATION ACADEMY","+ 91  9646204356",""
"Mak Institute","+ 91  183 6555516",""
"Success English Academy","+ 91  183 5011199",""
"Superflyrz Institutes","+ 91  183 6504000",""
"Divine Education Consultant","+ 91  183 5006971",""
"Aman Academy","+ 91  9417230020",""
"Classic Computers","",""
"X-CEL ACADEMY","+ 91  9780372189",""
"Kapri Institute Of English Spe...","+ 91  183 2402144",""
"STRONG BASICS INSTITUTE","+ 91  8557063968",""
"Sophiya Consultants","+ 91  183 5053964",""
"My Private Tutor.Com","+ 91  9830062414",""
"British Institute","+ 91  9780501810",""
"Standard Institute of English","+ 91  9803118229",""
"IBC Computers","+ 91  183 5061081",""
"smart carriers","+ 91  9911660821",""
"A Grover College","+ 91  9357327573",""
"English Express","+ 91  183 5053508",""
"World Of Commerce","+ 91  7307754795",""
"Brilliant Coaching Centre","+ 91  8054027747",""
"Unique Institute","+ 91  9988760233",""
"Toppers Academy","+ 91  183 5067569",""
"Kharbanda Academy","+ 91  9872853607",""
"NEC Institute Of Multipurpose ...","+ 91  183 2554135",""
"CAREER OVERSEAS","+ 91  183 5093252",""
"Green Planets","+ 91  183 2423252",""
"Unique Ielts Coaching Centre","+ 91  9988760233",""
"Redwood Linguistic & Study Abroad","+ 91  183 2587476",""
"Alpha Academy","+ 91  183 5068011",""
"Ess Education Pty Ltd","+ 91  8054145110",""
"Dictionary","+ 91  183 5017239",""
"Simsan Short Term Courses","+ 91  9780422878",""
"British Language Academy","+ 91  9888103466",""
"Y Linc Academy","+ 91  8427572211",""
"Eeurotech Overseas Education C...","+ 91  9888440886",""
"Desh Bhagat Group Of Institutes","+ 91  1765 520521",""
"Eeurotech Overseas Education C...","+ 91  172 5019300",""
"Sareen Lingua World","+ 91  9888606170",""
"eknowledgehub Corporation I...","+ 91  771 4051805",""
"International Skill Develop...","+ 91  44 33893162",""
