"Name","Phone","Address"

"Career Bright Recruiters Pv...","+ 91  522 4108801",""
"Instant Placement Service","+ 91  9044360126",""
"Naukri.com","+ 91  522 4092907",""
"Galaxy Resource Pvt Ltd","+ 91  522 4007552",""
"KK Overseas Recruitment Pvt Lt...","+ 91  522 4004209",""
"Recruitment Advisory Line","+ 91  9838478873",""
"Ais World Pvt Ltd","+ 91  9026592132",""
"Krish Consultant","+ 91  522 4107045",""
"Lucknow Maid Services","+ 91  8574981262",""
"HARI PLACEMENT SERVICES","+ 91  7752902901",""
"FC International Ltd","+ 91  522 4955143",""
"Symplocos Solutions Limited","+ 91  522 3079436",""
"Sumit Consultancy","+ 91  522 4041858",""
"Quickjobs Solutions","+ 91  9026705050",""
"Spreading Wings Resource PVT LTD","+ 91  522 4071098",""
"Ekta Associates","+ 91  522 4064722",""
"REAL JOBS SOLUTION COMPANY","+ 91  522 4006661",""
"Globe Multi Link","+ 91  522 4114350",""
"ARISE ENTERPRISES PLACEMENT AG...","",""
"Abhass Consultancy","+ 91  9598277888",""
"DREAM CATHER SERVICES","+ 91  522 4104047",""
"King Aryan Placement Services ...","+ 91  522 2620991",""
"KARTIK MULTISOLUTION","+ 91  522 6550161",""
"ABS EDUCATIONAL AND CAREER CON...","+ 91  9125609534",""
"O N G Head Hunters Pvt Ltd","+ 91  7080807016",""
"the career junction","+ 91  522 4010883",""
"Job carnivals.com","+ 91  522 6888088",""
"Mavericks Consultancy","+ 91  522 4079011",""
"Galaxy resources pvt ltd","+ 91  522 4007552",""
"Amartech Convergence India Pvt...","+ 91  8400702173",""
"APEX CONSULTANT","+ 91  8127084087",""
"Abc Placement Services","+ 91  9044689525",""
"Nasiha Travels","+ 91  522 4010775",""
"NCDI CONSULTANCY SERVICES","+ 91  522 2332908",""
"Zephyr solutions","+ 91  8400433334",""
"Muzztech","+ 91  522 6060604",""
"Future Growth Solutions Pvt Ltd","+ 91  7704008863",""
"Paradise Pursuits","+ 91  522 4022580",""
"SMAK OVERSEAS","+ 91  522 4026713",""
"Arise Enterprises Placement Ag...","+ 91  9696933338",""
"online lucknow","+ 91  9125566466",""
"Rudraksh Services","+ 91  9161501358",""
"Assign service","+ 91  8090508801",""
"Amafhh Placement Consultancy","+ 91  522 4041235",""
"R.K.TRAVEL SERVICES","+ 91  9935332526",""
"Saif consultant","+ 91  522 2619953",""
"SUKHMANI BIZ SOLUTION PVT LTD","+ 91  522 3324876",""
"NADIA OVERSEAS CONSULTANTS","+ 91  9454589992",""
"JOB PLANET","+ 91  9415024844",""
"SDS HR Management Services Pri...","+ 91  9369397246",""
"Tawakkal Manpower Services","+ 91  522 4113824",""
"Maa Arya Consultancy","+ 91  522 2630909",""
"Pacify Carrier and job solution","+ 91  522 4106589",""
"V.K.Enterprises","+ 91  9889642308",""
"For u business menegment PVT. ...","+ 91  9125929394",""
"AL HAYAT ENTERPRISES","+ 91  522 4240166",""
"DPM FINANCIAL SERVICES & CONSU...","+ 91  8960786611",""
"DPM FINANCIAL SERVICES","+ 91  8090151222",""
"Travel destination recruitment","+ 91  522 4106055",""
"Aryan infotech Pvt Ltd","+ 91  8800820229",""
"Nandan Kanan Consultancy & Ser...","+ 91  8090561989",""
"power vision services","+ 91  8931857376",""
"ASMA INTERNATIONAL","+ 91  7275556600",""
"Impeccable Job Placement","+ 91  9794747123",""
"For You Business Management Pv...","+ 91  7080191919",""
"Impeccable services","+ 91  522 4002345",""
"Pacific Enterprises","+ 91  522 4000737",""
"Smak Overseas Education & Immi...","+ 91  522 4026713",""
"visa fast service","+ 91  9867392174",""
"SHASHI ASSOCIATES","+ 91  9005093025",""
"S & Y Solution","+ 91  8081948751",""
"R Group And Co","+ 91  8858874714",""
"STAFFORD MANPOWER PVT LTD","+ 91  522 4103688",""
"N D Job Placement & Consultant...","+ 91  9839682444",""
"HOPE HR SOLUTIONS","+ 91  522 4104965",""
"Bssb Palacement","+ 91  522 6452782",""
"Maid Twenty Four Care Services","+ 91  8858480246",""
"LAKSHYA SOLUTIONS","+ 91  9807879816",""
"ABS CAREER EDUCATION","+ 91  7785906830",""
"ABS Educational And Career Sol...","+ 91  9473961255",""
"Retail Academy","+ 91  8081248326",""
"Om sai associates","+ 91  9452155684",""
"DURUS TECHNOLOGY SERVICEs","+ 91  522 4075848",""
"Richa consultacy services","+ 91  7376075179",""
"Richa consultancy services","+ 91  9235739006",""
"Devendra consultancy","+ 91  8934830614",""
"Richa manpower services","+ 91  9307347614",""
"QUALITY SEARCH OUTSOURCING","+ 91  9170815652",""
"Deepak consultancy services","+ 91  9919102049",""
"SHREE RESOURCES","+ 91  522 4080421",""
"Radiance detective & placement...","+ 91  522 4952857",""
"VANDANA ENTERPRISES","+ 91  7080000364",""
"ORLEANS TECHNOLOGIES","+ 91  522 4043743",""
"Global Talent Services And It ...","+ 91  522 4071879",""
"WOCHIS ASSOCIATES","+ 91  522 4000443",""
"CODEcorporate solution","+ 91  522 6555022",""
"Agrawal Recruiters & Solution","+ 91  9000000000",""
"APS Placement Service Pvt. Ltd.","+ 91  522 4104565",""
"Path finder","+ 91  8381832279",""
"CHANDANA CONSULTANCY","+ 91  9936267054",""
"PNR Job Corporate Solution","+ 91  522 4049998",""
"HORIZON","+ 91  8563070598",""
"Airport Flywings Aviation Co","+ 91  9598261111",""
"WIZTECH SERVICES PVT LTD","+ 91  7318553578",""
"Srishti technology","+ 91  7897155554",""
"Citylink Placement Services","+ 91  8090232232",""
"Krashika Enterprises","+ 91  522 4003535",""
"Peeaarkay Services","+ 91  9838886793",""
"Deep overseas placement services","+ 91  9044731072",""
"DESTINATION PLACEMENT SERVICES","+ 91  8400830714",""
