"Name","Phone","Address"

"PVR Singapore","+ 91  8800900009","CP 192, Singapore Mall, Gomti Nagar, Lucknow - 226010, Viraj Khand"
"PVR Phoenix","+ 91  8800900009","4th Floor, Phonenix United Mall, Kanpur Road, Kanpur Road, Lucknow - 226012, Lda, Alambagh"
"PVR Sahara","+ 91  522 4096666","4th Floor, Saharaganj Mall, Shahnajaf Road, Lucknow - 226001"
"Wave Cinemas","+ 91  120 4364666","Tc-54, The Westend Mall, Gomti Nagar, Lucknow - 226010, Vibhuti Khand, Near Pickup"
"Fun Cinemas","","Fun Republic, 3rd Floor,, Gomti Nagar, Lucknow - 226010, Near Eldeco Greens,Opposite Lohia Park"
"SRS Cinemas","+ 91  129 4282999","City Mall 2nd Floor, Gomti Nagar, Lucknow - 226010"
"INOX Cinemas","+ 91  522 3048199","4th Floor, River Side Mall, Plot No- 3, Gomti Nagar, Lucknow - 226010, Next To Hotel Taj Residency"
"Cinepolis Cinemas","","Plot No 384, One Awadh Center Mall, Vijay Khand-Gomti Nagar, Lucknow - 226010, Opposite Apna Bazaar"
"Novelty Cinema","+ 91  522 4045682","4, Kapoorthalla Commercial Complex, Aliganj, Lucknow - 226024, Behind Sahara Towers"
"Pratibha Cinema","+ 91  522 2238375","Vidhan Sabha Marg, Lucknow - 226001, Opposite Secretariat"
"Shubham Cinema","+ 91  522 2623570","Cantt Road, Qaiserbagh, Lucknow - 226001"
"Novelty Cinema","+ 91  522 2616575","Lalbagh, Lucknow - 226001, Lalbagh Crossing"
"Anand Cineplex","+ 91  522 4037602","anand cineplex, at quiser bagh chauraha., Qaiserbagh, Lucknow - 226001, Qaiserbagh Circle"
"Sudarshan Cinema","+ 91  522 2450886","16, Subhash Marg, Charbagh, Lucknow - 226001, Opposite Guru Nanak Market"
"Hind Cinema","+ 91  522 2264656","Talkatora Road, Rajaji Puram, Lucknow - 226017, Bulakki Adda, Near Hyderganj"
"Gulab Cinema","+ 91  9450645955","Golaganj, Lucknow - 226018, Near Christan College"
"Vibrant 7D Cinema","+ 91  522 4041379","Saharaganj Mall, Hazratganj, Lucknow - 226001, Opposite Royal Cafe"
"Anjuman Cinema","+ 91  522 2654492","Water Works Road, Aishbagh, Lucknow - 226004"
