"Name","Phone","Address"

"Mothers Garden","+ 91  9838600001",""
"Agarwal General store","+ 91  9598412435",""
"Annpurna Store","+ 91  9956596146",""
"SHREE KESHAV STORE","+ 91  7860865786",""
"Arora Departmental Store","+ 91  522 2396234",""
"Easy Day Express","+ 91  120 4666555",""
"Easy Day Express","",""
"BANYAA","+ 91  8960145560",""
"Shyam Traders","+ 91  9335914699",""
"New Delhi Store","+ 91  9936299492",""
"Ghar Baithay.com","+ 91  9670154289",""
"Shri sai enterprises , Sahara ...","+ 91  522 4043608",""
"Durga Traders","",""
"Sri Nanak Pharmacy","+ 91  9839012004",""
"Ashok Provision Store","+ 91  522 2457833",""
"S L Store","+ 91  9451367460",""
"Shiv aata chakki","+ 91  7275135306",""
"Abhishek Traders","+ 91  9335949280",""
"Shyam Bakery & Kirana Store","+ 91  9889067495",""
"The Q Shop - U012","+ 91  9336111185",""
"Shri Ganesh Trading Co","",""
"Rahul general store","+ 91  9956489866",""
"Yash Enterprises","+ 91  7860699007",""
"MR TIME","+ 91  7052673242",""
"Naman Cool Corner","+ 91  8931947102",""
"Shakuntala Devi Bhavan","+ 91  9335755998",""
"Shri sunder guru grocery store","+ 91  9935699990",""
"Manav Provision Store","+ 91  9125308571",""
"Al Meena Traders","+ 91  7275660550",""
"Bansal Provision Store","+ 91  9795635359",""
"Nischay Provision Store","+ 91  522 2288293",""
"Khushi kirana store","+ 91  9369327540",""
"New ramesh store","+ 91  9695936499",""
"MULLICKS GROCERY STORE","+ 91  9616481403",""
"New Lucknow trader","+ 91  8576939940",""
"FINE GROSSERY STORE","+ 91  8285817527",""
"Pooja Provision Store","+ 91  9450365183",""
"Govind Provision Store","+ 91  522 2329851",""
"Raj store","+ 91  9559964109",""
"Madan Provision Store","+ 91  7706965048",""
"Saurabh Provision Store","",""
"Shivam Grih Udyog Kendra","",""
"Agarwal Enterprises","+ 91  522 2364201",""
"Gulab Chand Hing Wale","+ 91  9305980565",""
"Cheap Kirana Store","+ 91  522 4047478",""
"Yash Pharam Ceuticals","+ 91  522 2750220",""
"Rahul Traders","+ 91  9696261892",""
"Jyoti Murraba Shop","",""
"Prabhu Dayal Departmental Store","+ 91  9452551555",""
"Gupta Traders","",""
"Danish Mahal Shop","+ 91  522 2626724",""
"Gupta Shop","+ 91  9305420746",""
"Mukesh Shop","",""
"Kundan Kirana Store","+ 91  9336844666",""
"A L Aqsa Coffee","+ 91  9335866110",""
"Pradeep General Store","",""
"M/S Daulat Ram Arora Provision...","+ 91  522 2624793",""
"Sohan LAL Provision Store","+ 91  9415457249",""
"Parmanand store","+ 91  9889065728",""
"R b p d super store","+ 91  9839513708",""
"Surya Traders","+ 91  9335916797",""
"Sasta Galla Kirana Shop","",""
"MA Krupa","+ 91  522 2767252",""
"Shankar Traders","+ 91  9415089067",""
"Pooja Provision Store","+ 91  9450365183",""
"Surend Kumar General Store","+ 91  522 2422539",""
"Cellow crockery store","+ 91  7275853516",""
"MAA Gayatri Store","+ 91  9651353540",""
"Vaishnavi General Store","",""
"Mishra Trading Company","",""
"Mangal Provision Store","+ 91  522 2782035",""
"Shri shyam general store","+ 91  9044107088",""
"Singh General Merchant & Groce...","+ 91  9415784248",""
"Mahadeva Traders","",""
"Bikanare Shop","",""
"Shree Shyam Enterprises","+ 91  9415109739",""
"New Rajendra Store","+ 91  522 2320631",""
"MAA General Store","+ 91  9236226982",""
"Santosh General Store","+ 91  8858299087",""
"New Mamta General Store","+ 91  522 2732014",""
"MAA ANNPURNA GENERAL STORE","+ 91  9120077606",""
"RASHMI ENTERPRISES","+ 91  9369977771",""
"Mehboob General store","+ 91  9506311000",""
"G.S. ENTERPRISES","+ 91  8574040902",""
"Goel General Store","+ 91  522 2611484",""
"Bansal Kirana Store","+ 91  8960740249",""
"Guru Kirana","",""
"Bansal Provision Store","+ 91  9451023644",""
"Rahish general store","+ 91  9335818405",""
"The Q Shop - U009","+ 91  9336111185",""
"JAN KALYAN SEWA SANSTHAN","+ 91  9335279134",""
"Aunty shop","+ 91  9450393884",""
"MISHRA GENERAL STORE","+ 91  9415765893",""
"Vaishnavi General Store","+ 91  9473827188",""
"SRI RAM CONFECTIONERY.","+ 91  8922913003",""
"Shankar Pansari","+ 91  522 2253323",""
"Devi Das Om Prakash Agarwal","+ 91  522 2255474",""
"Hindustan Traders","+ 91  9026228375",""
"R. B. Traders","+ 91  9936868653",""
"Atul aanya walk","+ 91  9336709926",""
"Singh General Store","+ 91  522 2739740",""
"Noble General Store","+ 91  9305628503",""
"Mishra Oil General Store","+ 91  9984626399",""
"Kamal general store","+ 91  9450080433",""
"MISHRA GERNAL STORE","+ 91  9451052020",""
"Shankar Kirana Store","+ 91  9335541505",""
"Lalaji Provision Store","+ 91  9335033216",""
"Khalsa Store","+ 91  9335460065",""
"Shakti Singh store","+ 91  7068669565",""
"Shree Keshav kiranawala store","+ 91  8808609960",""
"Shree Keshav kiranawala store","+ 91  8808609960",""
"Deepak General Store","+ 91  9918382616",""
"Maha Shivshakti Trading","+ 91  9935000208",""
"SRI VINAYAKAM","+ 91  9450932818",""
"Satish General Store","+ 91  9305547188",""
"Bansal super store","+ 91  8795090773",""
"Santosh General Store.","+ 91  9452380394",""
"Gopal Traders","+ 91  9415518044",""
"Rakesh General Store And Gross...","+ 91  9415468322",""
"Chander Kirana Merchant","+ 91  9415423608",""
"Shankar Lal Murlidhar General ...","+ 91  522 4075656",""
"Arun kiranawala store","+ 91  9415418207",""
"SHARDHA DEPARTMENTAL & GENERAL...","+ 91  9598667455",""
"sonu General store","+ 91  9807112262",""
"Umesh KIRANA store","+ 91  9455473508",""
"AMIT KIRANA AND GENERAL STORE","+ 91  9005765658",""
"Sri Ganesh Traders","+ 91  9044971229",""
"Hot cool corner","+ 91  7417810195",""
"Matoshree","+ 91  9839826996",""
