"Name","Phone","Rating","Votes","Locality","City"
"Maa Brijeshwari Power Products","+ 91  965577476","4.8","25","Gaggal","Kangra"
"Maa Brijeshwari Power Products","+ 91  9692557358","4.8","25","Gaggal","Kangra"
"Baba Dairy And Restaurant","+ 91  9846620769","4.2","114","Panchrukhi","Kangra"
"Maa Brijeshwari Power Products","+ 91  9183696848","4.8","25","Gaggal","Kangra"
"Shruti Dairy And Confectionery","+ 91  9440231828","5.0","4","Nehran Pukhar","Kangra"
"Thakur Dairy Farm","+ 91  9725625155","3.9","23","Alampur","Kangra"
"Kisan Agro Product Industries","+ 91  18953294524","4.0","1","Palampur","Kangra"
"Kisan Agro Product Industries","+ 91  18964238063","4.0","1","Palampur","Kangra"
"Thakur Dairy Farm","+ 91  9716291744","3.9","23","Alampur","Kangra"
"Thakur Dairy Farm","+ 91  9763987746","3.9","23","Alampur","Kangra"
"Thakur Dairy Farm","+ 91  9729627502","3.9","23","Alampur","Kangra"
"K P U Food Products","+ 91  9813760774","3.8","22","Hatwas","Kangra"
"K P U Food Products","+ 91  9860761368","3.8","22","Hatwas","Kangra"
"Garden Fruit Products","+ 91  9460430973","4.7","26","","Kangra"
"Image 3 Luxry Salon","+ 91  9856552971","4.3","7","Jawali","Kangra"
"Baba Dairy And Restaurant","+ 91  9812901879","4.2","114","Panchrukhi","Kangra"
"Kisan Agro Product Industries","+ 91  18938725899","4.0","1","Palampur","Kangra"
"International Marketing Company- Herbal Products","","","0","","Kangra"
"Maa Brijeshwari Power Products","+ 91  9620331609","4.8","25","Gaggal","Kangra"
"Baba Dairy And Restaurant","+ 91  9863501356","4.2","114","Panchrukhi","Kangra"
"Garden Fruit Products","+ 91  9457225275","4.7","26","","Kangra"
"Maa Brijeshwari Power Products","+ 91  9171996317","4.8","25","Gaggal","Kangra"
"Kisan Agro Product Industries","+ 91  18938494561","4.0","1","Palampur","Kangra"
"Talwar Dairy Farm","+ 91  9430775697","3.9","33","Talwar","Kangra"
"Maa Brijeshwari Power Products","+ 91  9192867621","4.8","25","Gaggal","Kangra"
"Thakur Dairy Farm","+ 91  9742163456","3.9","23","Alampur","Kangra"
"Talwar Dairy Farm","+ 91  9446684056","3.9","33","Talwar","Kangra"
"Shruti Dairy And Confectionery","+ 91  9433661654","5.0","4","Nehran Pukhar","Kangra"
"International Marketing Company- Herbal Products","","","0","","Kangra"
"Maa Brijeshwari Power Products","+ 91  9618653890","4.8","25","Gaggal","Kangra"
"Maa Brijeshwari Power Products","+ 91  9130454630","4.8","25","Gaggal","Kangra"
"Baba Dairy And Restaurant","+ 91  9835714738","4.2","114","Panchrukhi","Kangra"
"Talwar Dairy Farm","+ 91  9416630797","3.9","33","Talwar","Kangra"
"Baba Dairy And Restaurant","+ 91  9811478184","4.2","114","Panchrukhi","Kangra"
"Garden Fruit Products","+ 91  9439378736","4.7","26","","Kangra"
"K P U Food Products","+ 91  9850013943","3.8","22","Hatwas","Kangra"
"Kisan Agro Product Industries","+ 91  18927809594","4.0","1","Palampur","Kangra"
"K P U Food Products","+ 91  9882629799","3.8","22","Hatwas","Kangra"
"Garden Fruit Products","+ 91  9428340683","4.7","26","","Kangra"
"Garden Fruit Products","+ 91  941605903","4.7","26","","Kangra"
"International Marketing Company- Herbal Products","","","0","","Kangra"
"Talwar Dairy Farm","+ 91  9463780538","3.9","33","Talwar","Kangra"
"Shruti Dairy And Confectionery","+ 91  9467259384","5.0","4","Nehran Pukhar","Kangra"
"Shruti Dairy And Confectionery","+ 91  9478839765","5.0","4","Nehran Pukhar","Kangra"
"Shruti Dairy And Confectionery","+ 91  9489874836","5.0","4","Nehran Pukhar","Kangra"
"International Marketing Company- Herbal Products","","","0","","Kangra"
"Talwar Dairy Farm","+ 91  9458003624","3.9","33","Talwar","Kangra"
"International Marketing Company- Herbal Products","","","0","","Kangra"
"Maa Brijeshwari Power Products","+ 91  9630439689","4.8","25","Gaggal","Kangra"
"Maa Brijeshwari Power Products","+ 91  9153870503","4.8","25","Gaggal","Kangra"
