"Name","Phone","Address"

"Kasturi Lal & Sons","+ 91  183 2542270","Hall Bazar, Amritsar - 143001, Kairon Market, Hall Bazar"
"C D Mehra Book Depot","+ 91  9815339988","Hall Bazar, Amritsar - 143001"
"Harbans Book Depot","+ 91  183 2523517","Shop Number- 910/9, Street Number- 3, Amritsar - 143001, Katra Khazana, Near Punjab Gas Agency, Oppsosite Sai Ram Mandir"
"SAREEN BOOK DEPOT","+ 91  183 5002313","Hall Bazar, Hall Bazar, Amritsar - 143001, Opposite Punjab & Sind Bank"
"C D Mehra & Sons","+ 91  9888664022","Amritsar - 143001, Near R S Tower, Hall Bazar"
"Ravi Sahit Prakashan","+ 91  183 2258633","11, Gndu Cplx, G T Rd, Amritsar - 143001, Nr Bank Of Punjab, Post Office Khalsa College"
"LAKHANPAL BROS","+ 91  183 2558919","Hall bazar, Hall Bazar, Amritsar - 143001, Opp rs tower"
"City Book Shop","+ 91  183 2571591","Shop No 2,First Floor,Opp.govt.ent Hospital,Majitha Road, Amritsar - 143001, Near Petrol Pump"
"TRILOK CHAND AND SONS","+ 91  183 2558565","Hall bazar, Hall Bazar, Amritsar - 143001, Near yes bank"
"C D Mehra & Sons","+ 91  9815339988","Amritsar - 143001, Hall Bzr, Nr R S Tower"
"Refresher Book Depot","+ 91  183 2550962","Amritsar - 143001, Hall Bazar, Ahead R S Tower"
"Pappu Book Depo","+ 91  183 2272609","Shop Number 13, Amritsar - 143001, Opposite Union Bank Of India,Near Shivala Bhiya"
"Hari Om Store","+ 91  183 2221687","Lawrence Road, Amritsar - 143001, Near Arya Smaj Mandir"
"AZAD BOOK DEPOT","+ 91  183 2292513","HALL BAZAAR, Hall Bazar, Amritsar - 143001, NEAR PUNJAB AND SIND BANK"
"Rajat Book Corner","+ 91  183 2223055","Circular Road, Amritsar - 143001, Opposite Medical College"
"BAHI BUTA SINGH PARTAP SINGH","+ 91  183 2550316","main bazar, Golden Temple, Amritsar - 143006, Clock Tower"
"Shanker Law Book Agency","+ 91  183 2552301","shop no. 831/10, Amritsar - 143001, Opposite Gali Gossian, Inside Beri Gate, Near Temple, ,Katra Bhai Sant Singh"
"Nayyar Book Depot","+ 91  9876198398","Amritsar - 143001"
"Shiva Law House","+ 91  9815684234","House No 5233, Gali No 25, Amritsar - 143001, Meharpura, Inside Nawan Kot"
"Shivam Sales Agency","+ 91  9501199601","3919/9, Katra Khazana, Prem Gali, Amritsar - 143001"
"khurana book store","+ 91  9780749025","main road, MAJITHA ROAD, Amritsar - 143001, NEAR GHALLA MALLA CHOWNK"
"B. Jawahar Singh Kirpa Singh &...","+ 91  9316985040","Jallianwala Road, Amritsar - 143001"
"the tribune","+ 91  183 2540262","shop no 3, outside hall gate, Hall Bazar, Amritsar - 143001, opp axis bank atm"
"Girdhari Lal Chopra Agents Pvt...","+ 91  183 2292275","Shop Number- 19/1/1, Amritsar - 143001, Gandhi Gate, Hall Bazar, Opposite Andhra Bank"
"Oxford Book Store","+ 91  183 2562655","6/7, Nai Sadak, Lawrence Road, Amritsar - 143001, Opp. Bbk Dav College"
"The Grand International","+ 91  9878132688","near bus stand, Amritsar - 143001, katoor hospital"
"Ahuja Book Distributor","+ 91  9463828264","Opp HDFC Bank Hall Bazar, Hall Bazar, Amritsar - 143001"
"Uma Book Depot","+ 91  183 2530198","Hall bazar, Amritsar - 143001, Opp.kairon market"
"Vikas Book Corner","+ 91  183 2544847","Pultighar, Amritsar, G T Road, Amritsar - 143001"
"Navyug Book Depot","+ 91  183 2541766","71, New Shaheed Bhagat Singh Market, Amritsar Bus Stand, Amritsar - 143001, Near Bus Stand"
"Swaran book stall","+ 91  183 2554765","Mahan singh gate, Amritsar - 143001, Near bus stand"
"Book Lovers Retreat","+ 91  183 2545666","Amritsar - 143001, Hall Bzr"
"Balwinder Singh","+ 91  9592162392","Vpo.sarli Kalan,Tehsil.khadoor, Amritsar - 143002"
"Law Book Agency","+ 91  9888323121","House No-3966, Gali Mahavir, Amritsar - 143001, Nr Gurudwara Piplisahib,Putlighar"
"PT. Tirath Ram Joshi","+ 91  9464430454","Amritsar - 143001"
"G.S STATIONERY MART","+ 91  183 2556830","Gali NIM Wali, Hall Bazar, Amritsar - 143001, Opp R.S Tower"
"Rajindra Industries","+ 91  183 2582929","A357, New Partap Nagar, Amritsar - 143001, 100 Ft Road"
"Palwinder Book Depot","+ 91  8528058450","Kairo market, Amritsar - 143001, Near post office"
"Darshan Book Depot","+ 91  183 2540126","Bazar MAI Sewan, Amritsar - 143001, Near Golden Temple"
"new poppy","+ 91  7837633441","dhab khatian, Dhab, Amritsar - 143001, near hindu sabha college"
"Akaal Rumala Centre","+ 91  183 5101231","154-155, New Clock Tower Market, Golden Temple, Amritsar - 143006, Opp. Shani Mandir"
"Preet Book Depot","+ 91  9814364411","Sultanwind Rd, Mohan Nagar, Amritsar - 143006, Mohan Ngr"
