"Name","Phone","Rating","Votes","Locality","City"
"Kreative Home","+ 91  9159689153","4.6","22","Jawali","Kangra"
"Kapila Nursing Home","+ 91  18967084271","4.4","198","Palampur","Kangra"
"Puri Home Stay","+ 91  9841749851","5.0","12","Bir","Kangra"
"Yahvi Home Stay","+ 91  9194813905","4.7","23","Dadh","Kangra"
"Kapila Nursing Home","+ 91  1896345121","4.4","198","Palampur","Kangra"
"Puri Home Stay","+ 91  9899061268","5.0","12","Bir","Kangra"
"Hotel Holiday Home","+ 91  9882389341","4.1","82","Palampur","Kangra"
"Hotel Holiday Home","+ 91  9893012451","4.1","82","Palampur","Kangra"
"Home Baker Cafe","+ 91  913808785","4.1","182","Near Icici Bank Kangra","Kangra"
"Puri Home Stay","+ 91  9894817338","5.0","12","Bir","Kangra"
"Manoj Home Stay","+ 91  9150995201","4.2","44","Bir","Kangra"
"Hotel Holiday Home","+ 91  9840675129","4.1","82","Palampur","Kangra"
"Jp Home Decor","+ 91  913577188","4.8","29","Ghurkari","Kangra"
"OYO Home 23386 Spacious 1BHK","+ 91  9163882492","4.3","64","Near Highland Village Resort Sidhpur","Kangra"
"OYO Home 22004 Peaceful Stay","+ 91  9131443305","3.9","38","","Kangra"
"Yahvi Home Stay","+ 91  9194914927","4.7","23","Dadh","Kangra"
"Yahvi Home Stay","+ 91  913355339","4.7","23","Dadh","Kangra"
"Jp Home Decor","+ 91  9189898941","4.8","29","Ghurkari","Kangra"
"Delivery Pvt Ltd","","3.6","129","Palampur","Kangra"
"Home Baker Cafe","+ 91  9135917869","4.1","182","Near Icici Bank Kangra","Kangra"
"OYO Home 23386 Spacious 1BHK","+ 91  9144609076","4.3","64","Near Highland Village Resort Sidhpur","Kangra"
"OYO Home 22004 Peaceful Stay","+ 91  9115105794","3.9","38","","Kangra"
"Hotel Holiday Home","+ 91  9827316531","4.1","82","Palampur","Kangra"
"Hotel Holiday Home","+ 91  9850778029","4.1","82","Palampur","Kangra"
"Yahvi Home Stay","+ 91  9197656917","4.7","23","Dadh","Kangra"
"Jp Home Decor","+ 91  917491911","4.8","29","Ghurkari","Kangra"
"Home Baker Cafe","+ 91  9170047968","4.1","182","Near Icici Bank Kangra","Kangra"
"OYO Home 22004 Peaceful Stay","+ 91  9180464280","3.9","38","","Kangra"
"Kreative Home","+ 91  9129274746","4.6","22","Jawali","Kangra"
"Manoj Home Stay","+ 91  9177560361","4.2","44","Bir","Kangra"
"OYO Home 23386 Spacious 1BHK","+ 91  9171326629","4.3","64","Near Highland Village Resort Sidhpur","Kangra"
"Jp Home Decor","+ 91  913255402","4.8","29","Ghurkari","Kangra"
"Puri Home Stay","+ 91  9829770437","5.0","12","Bir","Kangra"
"Kapila Nursing Home","+ 91  18997442027","4.4","198","Palampur","Kangra"
"Manoj Home Stay","+ 91  9191124392","4.2","44","Bir","Kangra"
"Kapila Nursing Home","+ 91  18938699601","4.4","198","Palampur","Kangra"
"Home Baker Cafe","+ 91  911729287","4.1","182","Near Icici Bank Kangra","Kangra"
"OYO Home 22004 Peaceful Stay","+ 91  9124862946","3.9","38","","Kangra"
"Yahvi Home Stay","+ 91  9147206594","4.7","23","Dadh","Kangra"
"Manoj Home Stay","+ 91  9151500934","4.2","44","Bir","Kangra"
"Puri Home Stay","+ 91  9856497270","5.0","12","Bir","Kangra"
"OYO Home 23386 Spacious 1BHK","+ 91  9111339029","4.3","64","Near Highland Village Resort Sidhpur","Kangra"
"Home Baker Cafe","+ 91  918205282","4.1","182","Near Icici Bank Kangra","Kangra"
"Jp Home Decor","+ 91  914563924","4.8","29","Ghurkari","Kangra"
"Kreative Home","+ 91  9110624874","4.6","22","Jawali","Kangra"
"Kapila Nursing Home","+ 91  1893328423","4.4","198","Palampur","Kangra"
"OYO Home 23386 Spacious 1BHK","+ 91  9173771960","4.3","64","Near Highland Village Resort Sidhpur","Kangra"
"OYO Home 22004 Peaceful Stay","+ 91  9123494353","3.9","38","","Kangra"
"Kreative Home","+ 91  9121868910","4.6","22","Jawali","Kangra"
"Manoj Home Stay","+ 91  9184361490","4.2","44","Bir","Kangra"
