"Name","Phone","Rating","Votes","Locality","City"
"R G Manufacturers","+ 91  94494733","5.0","5","Nagrota Bagwan","Kangra"
"All Medicine Store","+ 91  9480084868","5.0","2","Baijnath","Kangra"
"Way 2 My Shop","+ 91  7033734364","4.0","2","Near Sbi","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9881324346","4.9","31","Baijnath","Kangra"
"Baba Hawai Chappal Manufacturers","+ 91  9191730176","5.0","1","Kangra Town","Kangra"
"Goswami Medicines Store","+ 91  8611303055","5.0","1","Jawalamukhi","Kangra"
"Dogra Manufacturers  & Traders","+ 91  7088505850","4.9","4"," Town","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  946166009","5.0","1","Kangra Ho","Kangra"
"Dr Garg Clinic Medicine","+ 91  9822084513","4.8","9","Pathiar","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8289477791","4.7","8","Panchrukhi","Kangra"
"Dr Garg Clinic Medicine","+ 91  9822065465","4.8","9","Pathiar","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9860431863","4.9","31","Baijnath","Kangra"
"Tarunum Copy Manufacturers","+ 91  9883413423","5.0","20","Nagrota Bagwan","Kangra"
"City Automobiles 2","+ 91  18983170074","4.5","4","Kangra Ho","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8422697123","5.0","2","Sansarpur Terrace","Kangra"
"Jack Cement Block & Tile Manufacturers","+ 91  9697857655","3.5","2","Dehra","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8433205954","5.0","2","Sansarpur Terrace","Kangra"
"Pankaj Dhiman Manufacturer Pvc Aluminium","+ 91  9128985473","3.5","2","Shahpur","Kangra"
"Shankar Board Processors Unit 2","+ 91  9259789863","4.0","2","","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8226138388","4.7","8","Panchrukhi","Kangra"
