"Name","Phone","Rating","Votes","Locality","City"
"Ravi Specialities Pharma Pvt Ltd","+ 91  043153052782","4.3","73","Ramalinganagar South","Trichy"
"Arth Sales Agency","+ 91  9989666399","3.7","46","Vesu","Surat"
"Jawala Medical","+ 91  823342549","","0","Opposite Civil Hospital","Kangra"
"Chitra Medical Store","+ 91  18956043110","","0","Palampur","Kangra"
"Bio Search Organics","+ 91  9146870660","4.5","51","Ferozepur Road","Ludhiana"
"Pharma Pcd Franchise By Arrier Biotech","+ 91  17240845778","4.2","102","Mani Majra","Chandigarh"
"Dev Lifesciences Pvt Ltd","+ 91  9395879458","4.2","193","Vasai West","Mumbai"
"Imphal - Ravi Specialities Pharma Pvt Ltd","+ 91  9187142996","5.0","1","","Imphal"
"Pankaj Medical Store","+ 91  18992212054","","0","Palampur","Kangra"
"Pcd Pharma Franchise By Sb Lifesciences","+ 91  9161192744","4.1","51","Panchkula Industrial Area Phase 2","Chandigarh"
"Dee Dee Medicos","+ 91  984272750","4.0","5","Palampur","Kangra"
"Pharma Franchise By Janus Biotech India Pvt Ltd","+ 91  9156036181","4.4","27","Raipur Kalan","Chandigarh"
"Sukh Darshan Pharmacy Pvt. Ltd.","+ 91  9176002992","4.3","14","Rai","Sonepat"
"Laghima Enterprises","+ 91  8396104","4.5","1","PATTI","Kangra"
"Events Pharmaceuticals Pvt Ltd","+ 91  9111887024","3.4","8","Ambala City","Ambala"
"Maa Chamunda Medical Agencies","+ 91  7898809018","","0","Bir","Kangra"
"Ganraj Medico","+ 91  9153462533","4.6","17","Vazirabad","Nanded"
"Anishka Enterprises","+ 91  8634613385","","0","Tanda","Kangra"
"Pharmahopers.com","+ 91  9197012984","4.6","113","Panchkula Sector 11","Chandigarh"
"Flanca Life Sciences","+ 91  9121454909","4.3","24","Chandigarh","Chandigarh"
"Alish Life Savings Impex Pvt Ltd","+ 91  9177300729","3.4","13","Andheri West","Mumbai"
"Kolkata Ravi Specialities Pharma PVT.LTD","+ 91  9186818584","5.0","1","","Kolkata"
"Pharma Franchisee & Manufacturing by Saksham Pharmaceuticals India Ltd","+ 91  9132034391","4.3","38","Rajiv Nagar","Delhi"
"Bhushan Medicos Enterprises","+ 91  9891176182","4.3","3","Rakkar","Kangra"
"Veecube Healthcare Pvt. Ltd.","+ 91  9158247152","4.4","17","Panchkula Industrial Area Phase 1","Chandigarh"
"Ravi Worldwide Medicines Pvt.Ltd","+ 91  9136985240","5.0","1","Karol Bagh","Delhi"
"Karuna Medicals","+ 91  9864967124","","0","Paravur Market","Kangra"
