"Name","Phone","Address"

"LOK SEWA KENDRA","+ 91  183 2400131",""
"THE PARADISE HOLIDAYS","+ 91  183 5017438",""
"Baljit Singh","+ 91  9779496894",""
"Ravi Computer Services","+ 91  183 2507333",""
"RAJESH COMPUTER","+ 91  183 5097222",""
"Gram Suwidha Kendra Mirankot CSC","+ 91  183 5060139",""
"Dean Travel","+ 91  9653989848",""
"Guru Nanak Enterprises","+ 91  9855501518",""
"Ipa Travels","+ 91  9855374635",""
"N B TRAVELS","+ 91  183 5060127",""
"Surya Travel Advisors","+ 91  183 5067789",""
"AMAAN ENTERPRISES","+ 91  183 7894561",""
"Orient Travels","+ 91  183 2548873",""
"Singh Enterprises","+ 91  9814156292",""
"Satguru Passport Consultancy","+ 91  9876310780",""
"Sukhmani Communication","+ 91  1853 501742",""
"Aadhaar Card Center","+ 91  9780312249",""
"Amritsar Travel","+ 91  9815943707",""
"Synergy Forex Pvt Ltd","+ 91  183 5070404",""
"Oath Air Travels","+ 91  183 5012056",""
"Worldwide Passport Advisor","+ 91  9855426413",""
"Pegaam Travels","+ 91  183 5065009",""
