"Name","Phone","Rating","Votes","Locality","City"
"Ashirwaad Medicine Centre","+ 91  19283760494","","0","Kathua Ho","Kathua"
"Arjun Medicine","+ 91  9847127068","","0","Kathua HO","Kathua"
"Arjun Medicine","+ 91  9898805365","","0","Kathua HO","Kathua"
"Ashirwaad Medicine Centre","+ 91  19275336909","","0","Kathua Ho","Kathua"
"Allied Medicine Traders","+ 91  9693358625","","0","Ghagwal","Kathua"
"Arjun Medicine","+ 91  9884681353","","0","Kathua HO","Kathua"
"Arjun Medicine","+ 91  9825618742","","0","Kathua HO","Kathua"
"Nik 2 Creationz","+ 91  903315503","4.0","62","","Kathua"
"Allied Medicine Traders","+ 91  9673414683","","0","Ghagwal","Kathua"
"Msk 2 Resort","+ 91  9690939858","","0","Jammu & Kashmir","Kathua"
"Studio fast 5","+ 91  7028720160","","0","Kathua HO","Kathua"
"Ashirwaad Medicine Centre","+ 91  19238537203","","0","Kathua Ho","Kathua"
"Pankaj Scrap Wholesalers","+ 91  9481561414","","0","Kathua HO","Kathua"
"Allied Medicine Traders","+ 91  9615350072","","0","Ghagwal","Kathua"
"Allied Medicine Traders","+ 91  9673803711","","0","Ghagwal","Kathua"
"Ashirwaad Medicine Centre","+ 91  19217159669","","0","Kathua Ho","Kathua"
"Arjun Medicine","+ 91  9831618485","","0","Kathua HO","Kathua"
"Allied Medicine Traders","+ 91  9656672566","","0","Ghagwal","Kathua"
"Nbi 2 News","+ 91  9095064652","5.0","4","Kathua HO","Kathua"
"Ashirwaad Medicine Centre","+ 91  19261046185","","0","Kathua Ho","Kathua"
