"Name","Phone","Rating","Votes","Locality","City"
"Pharmahopers.com","+ 91  9133360277","4.6","113","Panchkula Sector 11","Chandigarh"
"Barna Sports Gym Equipment Manufacturer","+ 91  6227907936","5.0","13","","Jammu"
"The Medicine House","+ 91  9469585228","","0","Link Road","Jammu"
"Prem Medicine Traders","+ 91  19174036137","4.0","10","Shalamar","Jammu"
"KS LABS","+ 91  9163478815","3.9","7","Near Main Industrial Area Phase2","Chandigarh"
"Deebee Brothers","+ 91  9196888356","4.7","15","Vasna","Ahmedabad"
"Ajay Medicine Traders","+ 91  019186582741","4.7","3","Jammu & Kashmir","Jammu"
"Ravenbhel Healthcare Pvt Ltd","+ 91  18373974388","5.0","4","Bari Brahmana","Jammu"
"angio life healthcare","+ 91  9189665227","4.6","26","Mani Majra","Chandigarh"
"Best Price Medicine","+ 91  19123037138","2.3","5","Opposite Lane No 1","Jammu"
"Alpic Biotech LTD","+ 91  9446454820","3.7","12","Makarba","Ahmedabad"
"Pharma Pcd Franchise By Prk Biotech","+ 91  9164869923","3.4","11","Mani Majra","Chandigarh"
"Metamorf Lifesciences","+ 91  9180407861","3.8","9","Mani Majra","Chandigarh"
"Servocare Lifesciences Pvt. Ltd.","+ 91  9128663197","4.0","63","Panchkula Industrial Area Phase 1","Chandigarh"
"Indian Institute Of Integrative Medicine","+ 91  19163697526","","","Jammu Ho","Jammu"
"Ajay Medicine  Traders","+ 91  19124302972","4.7","3","City Chowk","Jammu"
"Kiama Lifesciences","+ 91  9154439961","5.0","6","Panchkula Industrial Area Phase 2","Chandigarh"
"Pcd Pharma Franchise By Sb Lifesciences","+ 91  9116598280","4.1","51","Panchkula Industrial Area Phase 2","Chandigarh"
"Amar Medicine Traders","+ 91  9477470869","5.0","2","Jammu Tawi","Jammu"
"Pharose Remedies","+ 91  19274655860","2.0","1","Bari Brahmana","Jammu"
"Aar Kay Medicine Store","+ 91  19195980271","3.9","4","Gandhinagar Jammu","Jammu"
"Pcd Pharma Franchise By Boffin Biotech Pvt Ltd","+ 91  8017893995","4.6","13","Near Balaji Battery","Sirmaur"
"Cynak Healthcare","+ 91  9194463006","4.7","3","Sonipat Sector 14","Sonepat"
"Spruhaa Healthcare","+ 91  9112898466","4.3","4","Vashi Sector 17","Mumbai"
"Monopoly Pcd Pharma Franchise By Disecure Pharma","+ 91  9183474732","4.8","33","Jabalpur Ho","Jabalpur"
"Healthkind Labs Pvt Ltd","+ 91  9194615448","4.4","7","","Chandigarh"
"Dortmund Laboratories Pvt Ltd","+ 91  025117545029","3.0","17","Dombivli East","Mumbai"
"Raman Medicine Shop","+ 91  1911895047","4.7","3","Link Road","Jammu"
"Shri Sai Balaji Pharmatech Pvt. Ltd.","+ 91  9185349881","4.2","27","Mdc Sector 5","Chandigarh"
"Pharma Franchisee & Manufacturing by Saksham Pharmaceuticals India Ltd","+ 91  9168787280","4.3","38","Rajiv Nagar","Delhi"
