"Name","Phone","Rating","Votes","Locality","City"
"dairy distributor ","+ 91  7359900766","","0","","Mumbai"
"dairy products","+ 91  7055764224","","0","","Mumbai"
"dairy products","+ 91  7055468232","","0","","Mumbai"
"Dairy Don","+ 91  9933256966","4.0","613","Kings Circle","Mumbai"
"Dairy Don","+ 91  022 68401397","4.1","552","Jogeshwari West","Mumbai"
"Dairy Don","+ 91  9924139460","4.0","613","Kings Circle","Mumbai"
"Dairy Don","+ 91  022 90344305","4.1","552","Jogeshwari West","Mumbai"
"Dairy Development Department","+ 91  022 99048107","","","Worli","Mumbai"
"Dairy Development Department","+ 91  022 76835429","","","Worli","Mumbai"
"Dairy Land Products","","3.5","2","Jogeshwari West","Mumbai"
"Dairy Don","+ 91  9943040567","4.0","613","Kings Circle","Mumbai"
"Dairy Land Products","","3.5","2","Jogeshwari West","Mumbai"
"Dairy Land Products","","3.5","2","Jogeshwari West","Mumbai"
"Dairy Don","+ 91  9239081616","3.9","387","Vile Parle East","Mumbai"
"Dairy Don","+ 91  9990835146","4.1","509","Kandivali West","Mumbai"
"dairy distributor ","+ 91  7359635349","","0","","Mumbai"
"dairy products","+ 91  7039302684","","0","","Mumbai"
"Dairy Don","+ 91  996431978","4.1","509","Kandivali West","Mumbai"
"Dairy Product","+ 91  7785188652","","0","","Mumbai"
"Dairy Development Department","+ 91  022 45153356","","","Worli","Mumbai"
"Dairy Don","+ 91  022 13634623","4.1","552","Jogeshwari West","Mumbai"
"Dairy Don","+ 91  022 68619524","4.1","552","Jogeshwari West","Mumbai"
"Dairy Development Department","+ 91  022 41240767","","","Worli","Mumbai"
"Dairy Land Products","+ 91  22 71645228","3.8","40","Lal Baug","Mumbai"
"Dairy Product","+ 91  7775841483","","0","","Mumbai"
"Dairy Land Products","+ 91  22 52291727","3.8","40","Lal Baug","Mumbai"
"dairy distributor ","+ 91  7326280018","","0","","Mumbai"
"Dairy Don","+ 91  9966037786","4.1","509","Kandivali West","Mumbai"
"dairy products","+ 91  7088500106","","0","","Mumbai"
"Dairy Development Department","+ 91  022 39530997","","","Worli","Mumbai"
"Dairy Don","+ 91  9244920771","3.9","387","Vile Parle East","Mumbai"
"dairy products","+ 91  7052730243","","0","","Mumbai"
"Dairy Don","+ 91  9293741850","3.9","387","Vile Parle East","Mumbai"
"Dairy Land Products","+ 91  22 84076843","3.8","40","Lal Baug","Mumbai"
"Dairy Product","+ 91  7740351475","","0","","Mumbai"
"Dairy Don","+ 91  925056159","3.9","387","Vile Parle East","Mumbai"
"Dairy Land Products","","3.5","2","Jogeshwari West","Mumbai"
"Dairy Don","+ 91  9941645465","4.1","509","Kandivali West","Mumbai"
"Dairy Don","+ 91  9931988013","4.1","509","Kandivali West","Mumbai"
"Dairy Product","+ 91  778777839","","0","","Mumbai"
"Dairy Don","+ 91  997687263","4.0","613","Kings Circle","Mumbai"
"Dairy Don","+ 91  9942260286","4.0","613","Kings Circle","Mumbai"
"Dairy Land Products","+ 91  22 54458089","3.8","40","Lal Baug","Mumbai"
"Dairy Don","+ 91  022 42512344","4.1","552","Jogeshwari West","Mumbai"
"dairy distributor ","+ 91  73765710","","0","","Mumbai"
"Dairy Land Products","","3.5","2","Jogeshwari West","Mumbai"
"dairy distributor ","+ 91  7337411769","","0","","Mumbai"
"Dairy Land Products","+ 91  22 6723051","3.8","40","Lal Baug","Mumbai"
"Dairy Product","+ 91  7726607199","","0","","Mumbai"
"Dairy Don","+ 91  9299180372","3.9","387","Vile Parle East","Mumbai"
