"Name","Phone","Address"

"Pampurred Pets","+ 91  183 5023456",""
"Bawa Pet Shop & Kennel","+ 91  9914777177",""
"Paras Enterprises","+ 91  9855484444",""
"Kirpal Nutrition","+ 91  183 2423801",""
"Amritsar Dog Kennel","+ 91  9530769306",""
"CANINEZ PET SHOP","+ 91  183 2227041",""
"Ravi Pets World","+ 91  7508299918",""
"Rahul-Kennel","+ 91  9501574782",""
"Lucky Pet Shop","+ 91  9888493117",""
"Venus Pet Farm","+ 91  9855222261",""
"Anmol Pet Shop","+ 91  9646420052",""
"Amritsar pet shop","+ 91  9888294318",""
"PETS CLINIC","+ 91  8591909177",""
"G H Kennal Dogs Pet Shop","+ 91  9814999030",""
"Pet plaza","+ 91  9814300643",""
"Rishi Dog Kennel And Training ...","+ 91  9876474346",""
"Lovely farms","+ 91  9464922303",""
"Manpreet pet shop","+ 91  9888466289",""
"SONI PET SHOP","+ 91  9646011649",""
"V K Kanal Jagdish Pet Shop","+ 91  8437224006",""
"Ravis pet work","+ 91  9888617610",""
"Nikka pet shop","+ 91  8872216777",""
"City pet shop","+ 91  8146717186",""
"Searching Dogs Mani Pet Shop","+ 91  9780306032",""
"Ajit Pigeon Store","+ 91  9417276751",""
"One stop pet shop","+ 91  9988423224",""
"One Stop Pet Shop","+ 91  9646147208",""
"Rudhra Pet Shop","+ 91  9803331519",""
"Amritsar Pet World","+ 91  183 5050329",""
"The pet shop","+ 91  8054089182",""
"Prabhs Pet World","+ 91  9855942323",""
