"Name","Phone","Address"

"Food Xpress","+ 91  8195957788",""
"Ashoka Foods Tiffin Services","+ 91  183 5007297",""
"Nisha Tiffin Service","+ 91  9988533808",""
"Hargun Foods","+ 91  9855448292",""
"A R Food Lunches","+ 91  183 5012425",""
"Anpurna Vaishno Bhojanalya","",""
"Chopra Tiffin","+ 91  183 2400789",""
"Kga Tiffin Supplier","+ 91  8968635945",""
"Tiffin Service -Uncle Tomatoes","+ 91  9815734014",""
"Ammas Kitchen","+ 91  183 5012139",""
"Sun Shine Tiffin Services & Ca...","+ 91  8283938286",""
"Rajesthani tiifin center","+ 91  8968248237",""
"Ruchi Tiffen Service","+ 91  9855642894",""
"Gagan Tiffin Service","+ 91  9988939157",""
"Mahajan Tiffinn Services","+ 91  9888973462",""
