"Name","Phone","Address"

"Seabird Education & Immigratio...","+ 91  9915155111","Govt. College Road, Hoshiarpur - 146001, Near Parbhat Chowk"
"Aashadeep group of education","+ 91  1883 249171","Mukerian, Hoshiarpur - 144211, Opposite Post Office Thana Road"
"Aisect Traning Center","+ 91  9316147191","Saila Khurd, Hoshiarpur - 146001, Tehsil Garh Shanker"
"Trivedi Overseas Education Ser...","+ 91  1882 243817","Shimla Pahari Chowk, Una Road, Hoshiarpur - 146001"
"United Educational Services","+ 91  1882 503588","Near Goyal Hospital, Hoshiarpur - 146001"
"Pict (PTU Centre)","+ 91  1882 500279","Heera Colony, Hoshiarpur - 146001, Near Bus Stand"
"Prince ENT & Education Consultant","+ 91  1882 503033","Pagwara Rd, Hoshiarpur - 146001, Khera Mkt, Opp Govt College, Girls Hostel,"
"Edutech Institute of Managemen...","+ 91  1882 520742","Sco 5f & 6f, First Floor, Hoshiarpur - 146001, Near Bus Stand, City Centre"
"ACPL","+ 91  8800447899","Flat Number 103, Vasant Kunj, Delhi - 110070, Kishangarh"
"Emerge Education USA","+ 91  9999411991","Plot Number 197, Udyog Vihar, Gurgaon - 122016, Phase 4"
