"Name","Phone","Rating","Votes","Locality","City"
"Bodyline Sale & Purchase Gym Equipment & s","+ 91  975603426","","0","Jammu & Kashmir","Kathua"
"Sharma Dairy","+ 91  9790562170","","0","Kathua HO","Kathua"
"Sonu Dairy Food Shop","+ 91  7029840499","4.5","1","Kathua HO","Kathua"
"Chouhan Milk Dairy","+ 91  7747608099","","0","Kathua","Kathua"
"Chouhan Milk Dairy","+ 91  7795399715","","0","Kathua","Kathua"
"Bodyline Sale & Purchase Gym Equipment & s","+ 91  974767161","","0","Jammu & Kashmir","Kathua"
"Sharma Dairy","+ 91  9783131091","","0","Kathua HO","Kathua"
"Indian Dairy Icecream Factory","+ 91  983102215","","0","Palli","Kathua"
"Indian Dairy Ice Cream","+ 91  982918054","","0","Palli","Kathua"
"Indian Dairy Ice Cream","+ 91  9895719942","","0","Palli","Kathua"
"Sharma tile dealer","+ 91  8712489948","5.0","1","Kathua HO","Kathua"
"Choudary Property Dealer","+ 91  9732316582","2.3","2","Kathua HO","Kathua"
"Gupta Dairy","+ 91  9488420762","","0","Kathua HO","Kathua"
"Kumar Ice Cream Dealer","+ 91  9174297217","3.5","2","Kathua HO","Kathua"
"Kumar Dairy","+ 91  9438173489","","0","Rajbagh","Kathua"
"Mother  Dairy","+ 91  9012498933","3.5","2","Kathua HO","Kathua"
"Gupta Dairy","+ 91  9465669834","","0","Kathua HO","Kathua"
"Sharma Dairy","+ 91  9722759915","","0","Kathua HO","Kathua"
"Daugu dairy","+ 91  9172475013","","0","Kathua HO","Kathua"
"Sonu Dairy Food Shop","+ 91  7073614653","4.5","1","Kathua HO","Kathua"
"Daugu dairy","+ 91  9164084840","","0","Kathua HO","Kathua"
"Mother  Dairy","+ 91  9049597824","3.5","2","Kathua HO","Kathua"
"Mother  Dairy","+ 91  9036283553","3.5","2","Kathua HO","Kathua"
"Jasrotia Property Dealer","+ 91  9180688141","3.5","1","Mini Sectt","Kathua"
"Nik 2 Creationz","+ 91  9070832112","4.0","62","","Kathua"
"Bodyline Sale & Purchase Gym Equipment & s","+ 91  9742723625","","0","Jammu & Kashmir","Kathua"
"Sharma Dairy","+ 91  9753245881","","0","Kathua HO","Kathua"
"Sonu Dairy Food Shop","+ 91  7022175161","4.5","1","Kathua HO","Kathua"
"Sonu Dairy Food Shop","+ 91  7023145664","4.5","1","Kathua HO","Kathua"
"Bodyline Sale & Purchase Gym Equipment & s","+ 91  9750311404","","0","Jammu & Kashmir","Kathua"
"Daugu dairy","+ 91  9131391648","","0","Kathua HO","Kathua"
"Indian Dairy Ice Cream","+ 91  9823459806","","0","Palli","Kathua"
"Indian Dairy Icecream Factory","+ 91  9822366445","","0","Palli","Kathua"
"Chouhan Milk Dairy","+ 91  778841125","","0","Kathua","Kathua"
"Kumar Dairy","+ 91  9464362587","","0","Rajbagh","Kathua"
"Nbi 2 News","+ 91  9090147535","5.0","4","Kathua HO","Kathua"
"Gupta Dairy","+ 91  9472886807","","0","Kathua HO","Kathua"
"Thakur Property Dealer","+ 91  9023605005","5.0","1","Kathua HO","Kathua"
"Chouhan Milk Dairy","+ 91  774617895","","0","Kathua","Kathua"
"Sonu Dairy Food Shop","+ 91  7040247807","4.5","1","Kathua HO","Kathua"
"Sharma Dairy","+ 91  9748880670","","0","Kathua HO","Kathua"
"Mother  Dairy","+ 91  9029273202","3.5","2","Kathua HO","Kathua"
"Indian Dairy Icecream Factory","+ 91  9854167464","","0","Palli","Kathua"
"Daugu dairy","+ 91  9136477676","","0","Kathua HO","Kathua"
"Akrit card dealer","+ 91  9085036258","","0","Kathua HO","Kathua"
"Amandeep Battery Dealer","+ 91  9091964583","2.8","2","Kathua HO","Kathua"
"Mother  Dairy","+ 91  905127706","3.5","2","Kathua HO","Kathua"
"Gupta Dairy","+ 91  9473349302","","0","Kathua HO","Kathua"
"Indian Dairy Ice Cream","+ 91  9875084161","","0","Palli","Kathua"
"Kumar Dairy","+ 91  9485098891","","0","Rajbagh","Kathua"
