"Name","Phone","Rating","Votes","Locality","City"
"Chawlas 2","+ 91  018343372073","3.9","379","Ranjit Avenue","Amritsar"
"Jolly Pharma","+ 91  9812948258","","0","Amritsar Gpo","Amritsar"
"Mamta Pharma Sales","+ 91  9912129918","3.7","6","Medical Enclave","Amritsar"
"A B D Publisher S Distributors","75779882","","0","Hall Bazar","Amritsar"
"Ahuja Book Distributor","+ 91  9418300221","3.5","2","Hall Bazar","Amritsar"
"A K Pharma & Surgical Distributors","","","0","Hall Bazar","Amritsar"
"Health Care Pharma","+ 91  9739650724","5.0","6","Opposite Radha Karishna Mandir Katra Kanhaya","Amritsar"
"Himachal Drug Pharma","+ 91  018324426591","0.5","1","Bz Gandawala","Amritsar"
"The Jain Homeopathic Pharma","+ 91  18352998192","5.0","3","Amritsar Gpo","Amritsar"
"Shri Krishna Pharma","+ 91  18313998927","","0","Amritsar Gpo","Amritsar"
"Pharma General Traders","+ 91  18351191736","","0","Katra Sher Singh","Amritsar"
"Himachal Drug Pharma","+ 91  018353233919","0.5","1","Bz Gandawala","Amritsar"
"Piyush Pharma","+ 91  18311076167","4.7","6","Katra Sher Singh","Amritsar"
"OYO 67570 Hotel Heritage Inn 2 Saver","+ 91  9133292469","3.8","29","Near Golden Temple","Amritsar"
"The Jain Homeopathic Pharma","+ 91  18396390179","5.0","3","Amritsar Gpo","Amritsar"
"Pharma General Traders","+ 91  18324736203","","0","Katra Sher Singh","Amritsar"
"The Jain Homeopathic Pharma","+ 91  18379603297","5.0","3","Amritsar Gpo","Amritsar"
"Pharma General Traders","+ 91  18315215182","","0","Katra Sher Singh","Amritsar"
"Radhika Pharma Distributors","+ 91  18335807491","5.0","5","Ranjit Avenue","Amritsar"
"Chawla 2","+ 91  18327739396","4.1","494","Ranjeet Avenue Block A","Amritsar"
"Ready 4 Dance & Ready 4 Gym","+ 91  9857360398","3.7","9","Hathi Gate","Amritsar"
"Jolly Pharma","+ 91  9812788274","","0","Amritsar Gpo","Amritsar"
"Chawlas 2 Fine Dine","+ 91  18324910278","3.9","448","Ranjit Avenue","Amritsar"
"Chawla Chicken","+ 91  18341404919","3.9","498","Lawrence Road","Amritsar"
"Seasons 5 Family Salon & Spa","+ 91  9196795426","4.7","18","Ranjit Avenue","Amritsar"
"The Jain Homeopathic Pharma","+ 91  18380290285","5.0","3","Amritsar Gpo","Amritsar"
"Gadgets 4 Geeks","+ 91  7223841432","","0","Joshi Nagar","Amritsar"
"Hunt 4 Careers","+ 91  018377801363","4.8","6","Ranjit Avenue","Amritsar"
"Kendriya Vidyalaya No 3","","4.4","57","Naraingarh Amritsar","Amritsar"
"Health Care Pharma","+ 91  9787020174","5.0","6","Opposite Radha Karishna Mandir Katra Kanhaya","Amritsar"
"SPACE 5","+ 91  9179793439","4.7","24","Ranjit Avenue","Amritsar"
"Season 5 Family Salon Spa & Institute Salon","+ 91  9677692012","5.0","1","Ajit Nagar","Amritsar"
"Simran 5 Kakkars","+ 91  9854108370","5.0","2","Near Jallianwala Bagh","Amritsar"
"Sohal Collection Shop 3","+ 91  9849544741","3.2","8","Ajnala","Amritsar"
"The Jain Homeopathic Pharma","+ 91  18313457457","5.0","3","Amritsar Gpo","Amritsar"
"Health Care Pharma","+ 91  9789544180","5.0","6","Opposite Radha Karishna Mandir Katra Kanhaya","Amritsar"
"Shri Krishna Pharma","+ 91  18382505046","","0","Amritsar Gpo","Amritsar"
"Snack Bar 2","","4.6","104","","Amritsar"
"Rk 2 (OYO 31000)","+ 91  9174925279","2.0","3","Golden Temple","Amritsar"
"Jolly Pharma","+ 91  9860753097","","0","Amritsar Gpo","Amritsar"
"Himachal Drug Pharma","+ 91  01832540489","0.5","1","Bz Gandawala","Amritsar"
"Sahni And Sahni Pharma Distributors","+ 91  9323954126","","0","Katra Sher Singh","Amritsar"
"Pharma General Traders","+ 91  18379490170","","0","Katra Sher Singh","Amritsar"
"Mamta Pharma Sales","+ 91  995608450","3.7","6","Medical Enclave","Amritsar"
"Shri Krishna Pharma","+ 91  183230423","","0","Amritsar Gpo","Amritsar"
"Jolly Pharma","+ 91  9820105414","","0","Amritsar Gpo","Amritsar"
"Himachal Drug Pharma","+ 91  018392758756","0.5","1","Bz Gandawala","Amritsar"
"Jolly Pharma","+ 91  9896881035","","0","Amritsar Gpo","Amritsar"
"Shri Krishna Pharma","+ 91  18351257465","","0","Amritsar Gpo","Amritsar"
"Pharma General Traders","+ 91  18376105550","","0","Katra Sher Singh","Amritsar"
