"Name","Phone","Rating","Votes","Locality","City"
"Alpic Biotech LTD","+ 91  9431846785","3.7","12","Makarba","Ahmedabad"
"Metamorf Lifesciences","+ 91  912051564","3.8","9","Mani Majra","Chandigarh"
"Ravi Worldwide Medicines Pvt.Ltd","+ 91  9165023224","5.0","1","Karol Bagh","Delhi"
"KS LABS","+ 91  917231946","3.9","7","Near Main Industrial Area Phase2","Chandigarh"
"Drug For Life India Pvt Ltd","+ 91  9111204343","4.4","17","Mani Majra","Chandigarh"
"Arth Sales Agency","+ 91  9968712042","3.7","46","Vesu","Surat"
"Pharma Franchise By Janus Biotech India Pvt Ltd","+ 91  9183857030","4.4","27","Raipur Kalan","Chandigarh"
"Pharma Pcd Franchise By Prk Biotech","+ 91  9144448761","3.4","11","Mani Majra","Chandigarh"
"Pharmahopers.com","+ 91  9165723375","4.6","113","Panchkula Sector 11","Chandigarh"
"Dev Lifesciences Pvt Ltd","+ 91  9326813185","4.2","193","Vasai West","Mumbai"
"Healthkind Labs Pvt Ltd","+ 91  9171913368","4.4","8","","Chandigarh"
"Astemax Biotech Pvt. Ltd.","+ 91  9152163796","5.0","12","Karnal Sector 8","Karnal"
"Pcd Pharma Franchise By Boffin Biotech Pvt Ltd","+ 91  8045082357","4.6","13","Near Balaji Battery","Sirmaur"
"Monopoly Pcd Pharma Franchise By Disecure Pharma","+ 91  9170286093","4.8","33","Jabalpur Ho","Jabalpur"
"Ravi Specialities Pharma Pvt Ltd","+ 91  043191834559","4.3","73","Ramalinganagar South","Trichy"
"Veecube Healthcare Pvt. Ltd.","+ 91  9199870304","4.4","17","Panchkula Industrial Area Phase 1","Chandigarh"
"Flanca Life Sciences","+ 91  9138740282","4.3","24","Chandigarh","Chandigarh"
"Mediboon Pharma Pvt. Ltd.","+ 91  9171406782","4.8","16","Karnal Sector 12","Karnal"
"Alish Life Savings Impex Pvt Ltd","+ 91  9190356355","3.4","13","Andheri West","Mumbai"
"Imphal - Ravi Specialities Pharma Pvt Ltd","+ 91  9195905415","5.0","1","","Imphal"
"Cynak Healthcare","+ 91  9141678255","4.7","3","Sonipat Sector 14","Sonepat"
"angio life healthcare","+ 91  9152936809","4.6","26","Mani Majra","Chandigarh"
"Kolkata Ravi Specialities Pharma PVT.LTD","+ 91  9198722947","5.0","1","","Kolkata"
"Pharma Pcd Franchise By Arrier Biotech","+ 91  17264227681","4.2","102","Mani Majra","Chandigarh"
"Events Pharmaceuticals Pvt Ltd","+ 91  915438464","3.4","8","Ambala City","Ambala"
"Pcd Pharma Franchise By Sb Lifesciences","+ 91  9185528430","4.1","51","Panchkula Industrial Area Phase 2","Chandigarh"
"Kiama Lifesciences","+ 91  9187997165","5.0","6","Panchkula Industrial Area Phase 2","Chandigarh"
"Pharma Franchisee & Manufacturing by Saksham Pharmaceuticals India Ltd","+ 91  911683818","4.3","38","Rajiv Nagar","Delhi"
"Servocare Lifesciences Pvt. Ltd.","+ 91  9147211068","4.0","63","Panchkula Industrial Area Phase 1","Chandigarh"
"V Revive Medicure Pvt. Ltd.","+ 91  9189812228","4.4","28","Chandigarh","Chandigarh"
